POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,101,4,2:18.335,-,-,150.2,5,GTDRIVE,,,,MITJET 2L,,,,,,,,,,,,Romain,DAMIANI,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11,13,2:18.700,+0.365,+0.365,149.8,13,GTDRIVE,,,,MITJET 2L,,,,,,,,,,,,Jérémy,TOURNISSOUX,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,99,8,2:19.636,+1.301,+0.936,148.8,11,MV2S Racing,G,,,MITJET 2L,,,,,,,,,,,,Julien,DE MIGUEL,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,128,10,2:20.565,+2.230,+0.929,147.8,11,GTDRIVE,J,,,MITJET 2L,,,,,,,,,,,,Matteo,NOMBLOT,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,69,11,2:20.615,+2.280,+0.050,147.7,12,GTDRIVE,G,,,MITJET 2L,,,,,,,,,,,,Xavier,BOURLARD,,,BEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,8,2:20.807,+2.472,+0.192,147.5,12,FP Racing,G,,,MITJET 2L,,,,,,,,,,,,Fabien,PERDU,,,FRA,,,,,,,Yohann,SADARGUES,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,88,4,2:21.107,+2.772,+0.300,147.2,4,MV2S Racing,J,,,MITJET 2L,,,,,,,,,,,,Mathias,CAZAUX,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,66,12,2:21.198,+2.863,+0.091,147.1,12,GTDRIVE,S,,,MITJET 2L,,,,,,,,,,,,Eric,GERARD,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,94,12,2:21.426,+3.091,+0.228,146.9,12,Gas Racing,G,,,MITJET 2L,,,,,,,,,,,,Guillaume,PATZE,,,BEL,,,,,,,André,PATZE,,,BEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,116,3,2:21.585,+3.250,+0.159,146.7,7,Team Lucas,S,,,MITJET 2L,,,,,,,,,,,,Jérôme,THIEL,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,8,12,2:22.262,+3.927,+0.677,146.0,12,GTDRIVE,S,,,MITJET 2L,,,,,,,,,,,,Jean Marc,BOURGINEAU,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,64,10,2:22.419,+4.084,+0.157,145.9,11,MV2S Racing,,,,MITJET 2L,,,,,,,,,,,,Thomas,LAISNE,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,7,11,2:23.191,+4.856,+0.772,145.1,11,Mitjet Internationnal,,,,MITJET 2L,,,,,,,,,,,,Jean Marc,GOUNON,,,FRA,,,,,,,Bastien,OSTAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,14,10,2:24.477,+6.142,+1.286,143.8,11,BJP Rancing,,,,MITJET 2L,,,,,,,,,,,,Jean Pierre,BLAISE,,,BEL,,,,,,,Arnaud,BLAISE,,,BEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,55,7,2:24.489,+6.154,+0.012,143.8,12,DNS,G,,,MITJET 2L,,,,,,,,,,,,Jonathan,POTIER,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,77,11,2:26.603,+8.268,+2.114,141.7,11,VPS Racing,S,,,MITJET 2L,,,,,,,,,,,,Denis,VAN LITSENBORGH,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,78,5,2:36.913,+18.578,+10.310,132.4,9,VPS,,,,MITJET 2L,,,,,,,,,,,,Stéphane,DILOUYA,,,FRA,,,,,,,Arthur,VAN UITERT,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,24,0,,,,,0,Generation Stunt,G,,,MITJET 2L,,,,,,,,,,,,Sebastien,SEVEAU,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
