NUMBER, DRIVER_NUMBER, LAP_NUMBER, LAP_TIME, LAP_IMPROVEMENT, CROSSING_FINISH_LINE_IN_PIT, S1, S1_IMPROVEMENT, S2, S2_IMPROVEMENT, S3, S3_IMPROVEMENT, KPH, ELAPSED, HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,CLASS,GROUP,TEAM,MANUFACTURER,
1,1,1,3:09.210,0,,1:02.324,0,1:19.991,0,46.895,0,130.9,3:09.210,17:18:09.210,1:02.324,1:19.991,0:46.895,144.3,Maksim ARKHANGELSKII,,R,,Drivex School,,
1,1,2,2:37.049,0,,47.205,0,1:10.684,0,39.160,0,160.5,5:46.259,17:20:46.259,0:47.205,1:10.684,0:39.160,204.8,Maksim ARKHANGELSKII,,R,,Drivex School,,
1,1,3,2:35.173,0,,43.606,0,1:12.903,0,38.664,0,162.5,8:21.432,17:23:21.432,0:43.606,1:12.903,0:38.664,228.1,Maksim ARKHANGELSKII,,R,,Drivex School,,
1,1,4,2:26.277,0,,43.031,0,1:05.181,0,38.065,0,172.4,10:47.709,17:25:47.709,0:43.031,1:05.181,0:38.065,230.6,Maksim ARKHANGELSKII,,R,,Drivex School,,
1,1,5,2:25.835,0,,42.927,0,1:05.355,0,37.553,3,172.9,13:13.544,17:28:13.544,0:42.927,1:05.355,0:37.553,231.5,Maksim ARKHANGELSKII,,R,,Drivex School,,
1,1,6,2:25.175,2,,42.923,2,1:04.377,2,37.875,0,173.7,15:38.719,17:30:38.719,0:42.923,1:04.377,0:37.875,232.0,Maksim ARKHANGELSKII,,R,,Drivex School,,
10,1,1,3:16.350,0,,1:07.756,0,1:24.656,0,43.938,0,126.2,3:16.350,17:18:16.350,1:07.756,1:24.656,0:43.938,153.7,Lola LOVINFOSSE,,R,,Drivex School,,
10,1,2,2:43.749,0,,47.714,0,1:15.252,0,40.783,0,154.0,6:00.099,17:21:00.099,0:47.714,1:15.252,0:40.783,199.6,Lola LOVINFOSSE,,R,,Drivex School,,
10,1,3,2:37.390,0,,45.244,0,1:12.330,0,39.816,0,160.2,8:37.489,17:23:37.489,0:45.244,1:12.330,0:39.816,204.5,Lola LOVINFOSSE,,R,,Drivex School,,
10,1,4,2:34.427,0,,44.167,0,1:10.865,0,39.395,2,163.3,11:11.916,17:26:11.916,0:44.167,1:10.865,0:39.395,223.0,Lola LOVINFOSSE,,R,,Drivex School,,
10,1,5,2:34.114,2,,44.444,0,1:10.047,2,39.623,0,163.6,13:46.030,17:28:46.030,0:44.444,1:10.047,0:39.623,223.9,Lola LOVINFOSSE,,R,,Drivex School,,
10,1,6,2:34.839,0,,43.784,2,1:10.673,0,40.382,0,162.8,16:20.869,17:31:20.869,0:43.784,1:10.673,0:40.382,228.6,Lola LOVINFOSSE,,R,,Drivex School,,
11,1,1,3:23.171,0,,1:21.942,0,1:15.854,0,45.375,0,121.9,3:23.171,17:18:23.171,1:21.942,1:15.854,0:45.375,178.2,Alex DUNNE,,R,,Pinnacle Motorsport,,
11,1,2,2:35.794,0,,47.187,0,1:09.133,0,39.474,0,161.8,5:58.965,17:20:58.965,0:47.187,1:09.133,0:39.474,188.1,Alex DUNNE,,R,,Pinnacle Motorsport,,
11,1,3,2:26.148,0,,43.001,0,1:05.046,0,38.101,0,172.5,8:25.113,17:23:25.113,0:43.001,1:05.046,0:38.101,232.0,Alex DUNNE,,R,,Pinnacle Motorsport,,
11,1,4,2:24.885,0,,42.966,0,1:04.100,0,37.819,0,174.0,10:49.998,17:25:49.998,0:42.966,1:04.100,0:37.819,230.6,Alex DUNNE,,R,,Pinnacle Motorsport,,
11,1,5,2:27.139,0,,42.717,0,1:06.384,0,38.038,0,171.4,13:17.137,17:28:17.137,0:42.717,1:06.384,0:38.038,232.0,Alex DUNNE,,R,,Pinnacle Motorsport,,
11,1,6,2:24.009,3,,42.579,2,1:03.769,2,37.661,2,175.1,15:41.146,17:30:41.146,0:42.579,1:03.769,0:37.661,231.5,Alex DUNNE,,R,,Pinnacle Motorsport,,
12,1,1,2:45.563,0,,45.626,0,1:16.153,0,43.784,2,149.6,2:45.563,17:17:45.563,0:45.626,1:16.153,0:43.784,168.3,Gil MOLINA,,,,MP Motorsport,,
12,1,2,2:45.461,2,,45.710,2,1:09.799,2,49.952,0,152.4,5:31.024,17:20:31.024,0:45.710,1:09.799,0:49.952,222.5,Gil MOLINA,,,,MP Motorsport,,
13,1,1,3:04.241,0,,1:00.572,0,1:19.531,0,44.138,0,134.5,3:04.241,17:18:04.241,1:00.572,1:19.531,0:44.138,157.7,Santiago TRISINI,,R,,MP Motorsport,,
13,1,2,2:40.316,0,,45.167,0,1:16.232,0,38.917,0,157.3,5:44.557,17:20:44.557,0:45.167,1:16.232,0:38.917,223.0,Santiago TRISINI,,R,,MP Motorsport,,
13,1,3,2:30.663,0,,43.574,0,1:08.120,0,38.969,0,167.4,8:15.220,17:23:15.220,0:43.574,1:08.120,0:38.969,229.6,Santiago TRISINI,,R,,MP Motorsport,,
13,1,4,2:27.417,0,,42.810,2,1:05.829,0,38.778,0,171.0,10:42.637,17:25:42.637,0:42.810,1:05.829,0:38.778,232.5,Santiago TRISINI,,R,,MP Motorsport,,
13,1,5,2:35.592,0,,43.028,0,1:14.168,0,38.396,0,162.1,13:18.229,17:28:18.229,0:43.028,1:14.168,0:38.396,229.6,Santiago TRISINI,,R,,MP Motorsport,,
13,1,6,2:26.386,2,,42.970,0,1:05.355,2,38.061,2,172.2,15:44.615,17:30:44.615,0:42.970,1:05.355,0:38.061,230.1,Santiago TRISINI,,R,,MP Motorsport,,
14,1,1,3:05.681,0,,1:02.958,0,1:19.487,0,43.236,0,133.4,3:05.681,17:18:05.681,1:02.958,1:19.487,0:43.236,155.7,Guilherme OLIVEIRA,,R,,Drivex School,,
14,1,2,2:36.163,0,,46.205,0,1:10.605,0,39.353,0,161.5,5:41.844,17:20:41.844,0:46.205,1:10.605,0:39.353,201.0,Guilherme OLIVEIRA,,R,,Drivex School,,
14,1,3,2:29.155,0,,43.725,0,1:06.678,0,38.752,0,169.0,8:10.999,17:23:10.999,0:43.725,1:06.678,0:38.752,226.7,Guilherme OLIVEIRA,,R,,Drivex School,,
14,1,4,2:28.358,2,,43.504,0,1:06.394,2,38.460,0,170.0,10:39.357,17:25:39.357,0:43.504,1:06.394,0:38.460,220.2,Guilherme OLIVEIRA,,R,,Drivex School,,
14,1,5,2:28.677,0,,43.749,0,1:06.497,0,38.431,2,169.6,13:08.034,17:28:08.034,0:43.749,1:06.497,0:38.431,225.3,Guilherme OLIVEIRA,,R,,Drivex School,,
14,1,6,2:29.185,0,,43.389,2,1:07.177,0,38.619,0,169.0,15:37.219,17:30:37.219,0:43.389,1:07.177,0:38.619,226.7,Guilherme OLIVEIRA,,R,,Drivex School,,
17,1,1,2:41.038,0,,40.148,0,1:17.608,0,43.282,0,153.8,2:41.038,17:17:41.038,0:40.148,1:17.608,0:43.282,171.7,Dilano VAN'T HOFF,,R,,MP Motorsport,,
17,1,2,2:31.271,0,,44.147,0,1:08.065,0,39.059,0,166.7,5:12.309,17:20:12.309,0:44.147,1:08.065,0:39.059,223.0,Dilano VAN'T HOFF,,R,,MP Motorsport,,
17,1,3,2:27.860,0,,43.601,0,1:05.751,0,38.508,0,170.5,7:40.169,17:22:40.169,0:43.601,1:05.751,0:38.508,225.8,Dilano VAN'T HOFF,,R,,MP Motorsport,,
17,1,4,2:25.958,0,,43.200,0,1:04.401,0,38.357,0,172.7,10:06.127,17:25:06.127,0:43.200,1:04.401,0:38.357,227.2,Dilano VAN'T HOFF,,R,,MP Motorsport,,
17,1,5,2:24.756,0,,43.035,0,1:03.660,0,38.061,0,174.2,12:30.883,17:27:30.883,0:43.035,1:03.660,0:38.061,227.2,Dilano VAN'T HOFF,,R,,MP Motorsport,,
17,1,6,2:24.315,0,,42.918,2,1:03.492,0,37.905,2,174.7,14:55.198,17:29:55.198,0:42.918,1:03.492,0:37.905,229.1,Dilano VAN'T HOFF,,R,,MP Motorsport,,
17,1,7,2:24.082,2,,42.974,0,1:03.156,3,37.952,0,175.0,17:19.280,17:32:19.280,0:42.974,1:03.156,0:37.952,227.6,Dilano VAN'T HOFF,,R,,MP Motorsport,,
19,1,1,3:26.678,0,,1:26.950,0,1:17.139,0,42.589,0,119.9,3:26.678,17:18:26.678,1:26.950,1:17.139,0:42.589,175.6,Filip JENIC,,R,,Teo Martin Motorsport,,
19,1,2,2:35.225,0,,45.358,0,1:09.432,0,40.435,0,162.4,6:01.903,17:21:01.903,0:45.358,1:09.432,0:40.435,195.2,Filip JENIC,,R,,Teo Martin Motorsport,,
19,1,3,2:29.433,0,,43.339,0,1:07.703,0,38.391,0,168.7,8:31.336,17:23:31.336,0:43.339,1:07.703,0:38.391,231.5,Filip JENIC,,R,,Teo Martin Motorsport,,
19,1,4,2:26.244,0,,42.713,0,1:05.709,0,37.822,0,172.4,10:57.580,17:25:57.580,0:42.713,1:05.709,0:37.822,234.0,Filip JENIC,,R,,Teo Martin Motorsport,,
19,1,5,2:25.185,2,,42.723,0,1:04.720,2,37.742,2,173.7,13:22.765,17:28:22.765,0:42.723,1:04.720,0:37.742,232.0,Filip JENIC,,R,,Teo Martin Motorsport,,
19,1,6,2:25.243,0,,42.417,2,1:04.925,0,37.901,0,173.6,15:48.008,17:30:48.008,0:42.417,1:04.925,0:37.901,236.6,Filip JENIC,,R,,Teo Martin Motorsport,,
23,1,1,3:12.511,0,,1:13.087,0,1:17.697,0,41.727,0,128.7,3:12.511,17:18:12.511,1:13.087,1:17.697,0:41.727,163.9,Josep María MARTÍ,,R,,Campos Racing,,
23,1,2,2:34.296,0,,46.443,0,1:08.897,0,38.956,0,163.4,5:46.807,17:20:46.807,0:46.443,1:08.897,0:38.956,199.6,Josep María MARTÍ,,R,,Campos Racing,,
23,1,3,2:27.965,0,,42.978,0,1:06.846,0,38.141,0,170.4,8:14.772,17:23:14.772,0:42.978,1:06.846,0:38.141,232.5,Josep María MARTÍ,,R,,Campos Racing,,
23,1,4,2:25.669,0,,42.920,0,1:04.913,0,37.836,2,173.1,10:40.441,17:25:40.441,0:42.920,1:04.913,0:37.836,229.6,Josep María MARTÍ,,R,,Campos Racing,,
23,1,5,2:24.723,2,,42.578,2,1:04.253,2,37.892,0,174.2,13:05.164,17:28:05.164,0:42.578,1:04.253,0:37.892,230.1,Josep María MARTÍ,,R,,Campos Racing,,
23,1,6,2:25.534,0,,42.602,0,1:04.618,0,38.314,0,173.3,15:30.698,17:30:30.698,0:42.602,1:04.618,0:38.314,233.0,Josep María MARTÍ,,R,,Campos Racing,,
24,1,1,3:15.562,0,,1:13.754,0,1:18.922,0,42.886,0,126.7,3:15.562,17:18:15.562,1:13.754,1:18.922,0:42.886,146.0,Alejandro GARCÍA,,,,Campos Racing,,
24,1,2,2:35.329,0,,45.548,0,1:09.299,0,40.482,0,162.3,5:50.891,17:20:50.891,0:45.548,1:09.299,0:40.482,204.1,Alejandro GARCÍA,,,,Campos Racing,,
24,1,3,2:27.909,0,,43.359,0,1:06.282,0,38.268,0,170.5,8:18.800,17:23:18.800,0:43.359,1:06.282,0:38.268,229.6,Alejandro GARCÍA,,,,Campos Racing,,
24,1,4,2:26.585,0,,42.900,0,1:05.670,0,38.015,0,172.0,10:45.385,17:25:45.385,0:42.900,1:05.670,0:38.015,231.0,Alejandro GARCÍA,,,,Campos Racing,,
