NUMBER, DRIVER_NUMBER, LAP_NUMBER, LAP_TIME, LAP_IMPROVEMENT, CROSSING_FINISH_LINE_IN_PIT, S1, S1_IMPROVEMENT, S2, S2_IMPROVEMENT, S3, S3_IMPROVEMENT, KPH, ELAPSED, HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,CLASS,GROUP,TEAM,MANUFACTURER,
1,1,1,2:58.073,0,,48.809,0,1:14.043,0,55.221,0,139.1,2:58.073,10:01:47.905,0:48.809,1:14.043,0:55.221,226.2,Maksim ARKHANGELSKII,,R,,Drivex School,,
1,1,2,4:57.915,0,,1:14.027,0,2:20.980,0,1:22.908,0,84.6,7:55.988,10:06:45.820,1:14.027,2:20.980,1:22.908,96.3,Maksim ARKHANGELSKII,,R,,Drivex School,,
1,1,3,4:19.169,0,,1:28.474,0,1:52.711,0,57.984,0,97.3,12:15.157,10:11:04.989,1:28.474,1:52.711,0:57.984,90.8,Maksim ARKHANGELSKII,,R,,Drivex School,,
1,1,4,2:27.342,0,,43.206,0,1:06.003,2,38.133,0,171.1,14:42.499,10:13:32.331,0:43.206,1:06.003,0:38.133,235.6,Maksim ARKHANGELSKII,,R,,Drivex School,,
1,1,5,2:45.221,0,,45.229,0,1:09.214,0,50.778,0,152.6,17:27.720,10:16:17.552,0:45.229,1:09.214,0:50.778,230.1,Maksim ARKHANGELSKII,,R,,Drivex School,,
1,1,6,4:07.358,0,,1:36.414,0,1:36.475,0,54.469,0,101.9,21:35.078,10:20:24.910,1:36.414,1:36.475,0:54.469,80.9,Maksim ARKHANGELSKII,,R,,Drivex School,,
1,1,7,2:27.075,2,,43.084,2,1:06.110,0,37.881,2,171.4,24:02.153,10:22:51.985,0:43.084,1:06.110,0:37.881,231.0,Maksim ARKHANGELSKII,,R,,Drivex School,,
10,1,1,3:05.569,0,,55.300,0,1:14.663,0,55.606,0,133.5,3:05.569,10:01:55.401,0:55.300,1:14.663,0:55.606,222.0,Lola LOVINFOSSE,,R,,Drivex School,,
10,1,2,4:57.861,0,,1:12.101,0,2:21.315,0,1:24.445,0,84.7,8:03.430,10:06:53.262,1:12.101,2:21.315,1:24.445,93.7,Lola LOVINFOSSE,,R,,Drivex School,,
10,1,3,4:16.123,0,,1:27.661,0,1:52.135,0,56.327,0,98.4,12:19.553,10:11:09.385,1:27.661,1:52.135,0:56.327,105.1,Lola LOVINFOSSE,,R,,Drivex School,,
10,1,4,2:30.164,0,,43.906,0,1:07.092,2,39.166,0,167.9,14:49.717,10:13:39.549,0:43.906,1:07.092,0:39.166,224.3,Lola LOVINFOSSE,,R,,Drivex School,,
10,1,5,2:46.648,0,,43.755,0,1:10.985,0,51.908,0,151.3,17:36.365,10:16:26.197,0:43.755,1:10.985,0:51.908,230.6,Lola LOVINFOSSE,,R,,Drivex School,,
10,1,6,4:02.867,0,,1:34.659,0,1:36.303,0,51.905,0,103.8,21:39.232,10:20:29.064,1:34.659,1:36.303,0:51.905,92.2,Lola LOVINFOSSE,,R,,Drivex School,,
10,1,7,2:29.370,2,,43.188,2,1:07.466,0,38.716,2,168.8,24:08.602,10:22:58.434,0:43.188,1:07.466,0:38.716,233.5,Lola LOVINFOSSE,,R,,Drivex School,,
11,1,1,2:55.397,0,,48.870,0,1:11.888,0,54.639,0,141.3,2:55.397,10:01:45.229,0:48.870,1:11.888,0:54.639,233.5,Alex DUNNE,,R,,Pinnacle Motorsport,,
11,1,2,4:58.013,0,,1:14.385,0,2:20.625,0,1:23.003,0,84.6,7:53.410,10:06:43.242,1:14.385,2:20.625,1:23.003,99.1,Alex DUNNE,,R,,Pinnacle Motorsport,,
11,1,3,4:20.650,0,,1:28.629,0,1:53.057,0,58.964,0,96.7,12:14.060,10:11:03.892,1:28.629,1:53.057,0:58.964,98.7,Alex DUNNE,,R,,Pinnacle Motorsport,,
11,1,4,2:26.785,0,,42.768,0,1:05.523,2,38.494,0,171.8,14:40.845,10:13:30.677,0:42.768,1:05.523,0:38.494,237.1,Alex DUNNE,,R,,Pinnacle Motorsport,,
