NUMBER, DRIVER_NUMBER, LAP_NUMBER, LAP_TIME, LAP_IMPROVEMENT, CROSSING_FINISH_LINE_IN_PIT, S1, S1_IMPROVEMENT, S2, S2_IMPROVEMENT, S3, S3_IMPROVEMENT, KPH, ELAPSED, HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,CLASS,GROUP,TEAM,MANUFACTURER,
33,1,1,2:21.441,0,,41.197,0,1:03.955,0,36.289,0,175.2,2:21.441,18:22:21.441,0:41.197,1:03.955,0:36.289,248.0,Ben KEATING,0:00:05.757,LMGTE Am,,TF Sport,Aston Martin,
33,1,2,3:59.534,0,B,38.834,0,1:50.019,0,1:30.681,0,105.3,6:20.975,18:26:20.975,0:38.834,1:50.019,1:30.681,267.6,Ben KEATING,,LMGTE Am,,TF Sport,Aston Martin,
33,1,3,12:43.558,0,B,10:20.645,0,1:34.228,0,48.685,0,33.0,19:04.533,18:39:04.533,10:20.645,1:34.228,0:48.685,226.2,Ben KEATING,0:09:48.643,LMGTE Am,,TF Sport,Aston Martin,
33,1,4,7:19.215,0,,5:38.193,0,1:05.029,0,35.993,0,57.4,26:23.748,18:46:23.748,5:38.193,1:05.029,0:35.993,228.1,Ben KEATING,0:05:06.737,LMGTE Am,,TF Sport,Aston Martin,
33,1,5,2:16.660,0,,39.679,0,1:01.938,0,35.043,0,184.5,28:40.408,18:48:40.408,0:39.679,1:01.938,0:35.043,266.9,Ben KEATING,,LMGTE Am,,TF Sport,Aston Martin,
33,1,6,2:14.660,2,,38.644,2,1:01.240,2,34.776,2,187.2,30:55.068,18:50:55.068,0:38.644,1:01.240,0:34.776,271.6,Ben KEATING,,LMGTE Am,,TF Sport,Aston Martin,
47,1,1,3:02.997,0,,1:21.482,0,1:05.553,0,35.962,0,135.4,3:02.997,18:23:02.997,1:21.482,1:05.553,0:35.962,215.0,Roberto LACORTE,0:00:41.551,LMGTE Am,,Cetilar Racing,Ferrari,
47,1,2,5:00.676,0,B,1:16.109,0,2:05.429,0,1:39.138,0,83.9,8:03.673,18:28:03.673,1:16.109,2:05.429,1:39.138,151.6,Roberto LACORTE,,LMGTE Am,,Cetilar Racing,Ferrari,
47,1,3,12:12.392,0,B,9:23.194,0,1:59.145,0,50.053,0,34.4,20:16.065,18:40:16.065,9:23.194,1:59.145,0:50.053,79.0,Roberto LACORTE,0:08:21.656,LMGTE Am,,Cetilar Racing,Ferrari,
47,1,4,6:47.855,0,,5:00.419,0,1:08.067,0,39.369,0,61.8,27:03.920,18:47:03.920,5:00.419,1:08.067,0:39.369,236.6,Roberto LACORTE,0:04:24.446,LMGTE Am,,Cetilar Racing,Ferrari,
