NUMBER, DRIVER_NUMBER, LAP_NUMBER, LAP_TIME, LAP_IMPROVEMENT, CROSSING_FINISH_LINE_IN_PIT, S1, S1_IMPROVEMENT, S2, S2_IMPROVEMENT, S3, S3_IMPROVEMENT, KPH, ELAPSED, HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,CLASS,GROUP,TEAM,MANUFACTURER,
1,2,1,2:43.152,0,B,56.958,0,1:04.964,0,41.230,0,151.9,2:43.152,15:32:43.152,0:56.958,1:04.964,0:41.230,229.6,Sophia FLOERSCH,0:00:21.317,LMP2,,Richard Mille Racing Team,Oreca,
1,2,2,8:48.483,0,,7:15.797,0,59.575,0,33.111,0,47.7,11:31.635,15:41:31.635,7:15.797,0:59.575,0:33.111,284.4,Sophia FLOERSCH,0:06:48.354,LMP2,,Richard Mille Racing Team,Oreca,
1,2,3,2:08.818,0,,37.504,0,58.814,0,32.500,0,195.7,13:40.453,15:43:40.453,0:37.504,0:58.814,0:32.500,291.3,Sophia FLOERSCH,,LMP2,,Richard Mille Racing Team,Oreca,
1,2,4,2:08.671,0,,36.421,0,59.584,0,32.666,0,196.0,15:49.124,15:45:49.124,0:36.421,0:59.584,0:32.666,295.3,Sophia FLOERSCH,,LMP2,,Richard Mille Racing Team,Oreca,
1,2,5,2:10.065,0,,36.470,0,1:00.863,0,32.732,0,193.9,17:59.189,15:47:59.189,0:36.470,1:00.863,0:32.732,293.7,Sophia FLOERSCH,,LMP2,,Richard Mille Racing Team,Oreca,
1,2,6,2:07.315,0,,36.377,0,58.365,0,32.573,0,198.0,20:06.504,15:50:06.504,0:36.377,0:58.365,0:32.573,294.5,Sophia FLOERSCH,,LMP2,,Richard Mille Racing Team,Oreca,
1,2,7,2:07.071,2,,36.340,2,58.298,2,32.433,2,198.4,22:13.575,15:52:13.575,0:36.340,0:58.298,0:32.433,294.5,Sophia FLOERSCH,,LMP2,,Richard Mille Racing Team,Oreca,
1,2,8,2:16.276,0,B,36.670,0,1:00.109,0,39.497,0,185.0,24:29.851,15:54:29.851,0:36.670,1:00.109,0:39.497,292.9,Sophia FLOERSCH,,LMP2,,Richard Mille Racing Team,Oreca,
1,3,9,8:31.053,0,,6:46.708,0,1:05.311,0,39.034,0,49.3,33:00.904,16:03:00.904,6:46.708,1:05.311,0:39.034,224.3,Beitske VISSER,0:05:50.796,LMP2,,Richard Mille Racing Team,Oreca,
1,3,10,2:32.145,0,,49.372,0,1:07.809,0,34.964,0,165.7,35:33.049,16:05:33.049,0:49.372,1:07.809,0:34.964,285.2,Beitske VISSER,,LMP2,,Richard Mille Racing Team,Oreca,
1,3,11,2:22.073,0,B,38.183,0,1:01.463,0,42.427,0,177.5,37:55.122,16:07:55.122,0:38.183,1:01.463,0:42.427,265.6,Beitske VISSER,,LMP2,,Richard Mille Racing Team,Oreca,
1,1,12,13:11.888,0,,11:34.780,0,1:03.930,0,33.178,0,31.8,51:07.010,16:21:07.010,11:34.780,1:03.930,0:33.178,240.8,Tatiana CALDERON,0:11:06.274,LMP2,,Richard Mille Racing Team,Oreca,
1,1,13,2:18.714,0,B,36.609,0,58.683,1,43.422,0,181.8,53:25.724,16:23:25.724,0:36.609,0:58.683,0:43.422,290.5,Tatiana CALDERON,,LMP2,,Richard Mille Racing Team,Oreca,
1,1,14,8:57.027,0,,7:22.343,0,1:01.103,0,33.581,0,47.0,1:02:22.751,16:32:22.751,7:22.343,1:01.103,0:33.581,273.6,Tatiana CALDERON,0:06:55.797,LMP2,,Richard Mille Racing Team,Oreca,
1,1,15,2:15.491,0,,40.943,0,1:01.387,0,33.161,0,186.1,1:04:38.242,16:34:38.242,0:40.943,1:01.387,0:33.161,221.6,Tatiana CALDERON,,LMP2,,Richard Mille Racing Team,Oreca,
1,1,16,2:09.314,0,,36.602,0,59.734,0,32.978,0,195.0,1:06:47.556,16:36:47.556,0:36.602,0:59.734,0:32.978,291.3,Tatiana CALDERON,,LMP2,,Richard Mille Racing Team,Oreca,
1,1,17,2:09.543,0,,36.573,0,1:00.407,0,32.563,1,194.6,1:08:57.099,16:38:57.099,0:36.573,1:00.407,0:32.563,288.2,Tatiana CALDERON,,LMP2,,Richard Mille Racing Team,Oreca,
1,1,18,2:09.640,0,,36.566,0,59.792,0,33.282,0,194.5,1:11:06.739,16:41:06.739,0:36.566,0:59.792,0:33.282,285.2,Tatiana CALDERON,,LMP2,,Richard Mille Racing Team,Oreca,
1,1,19,2:08.669,0,,36.412,1,59.569,0,32.688,0,196.0,1:13:15.408,16:43:15.408,0:36.412,0:59.569,0:32.688,295.3,Tatiana CALDERON,,LMP2,,Richard Mille Racing Team,Oreca,
1,1,20,3:50.435,0,B,37.101,0,59.758,0,2:13.576,0,109.4,1:17:05.843,16:47:05.843,0:37.101,0:59.758,2:13.576,291.3,Tatiana CALDERON,,LMP2,,Richard Mille Racing Team,Oreca,
1,3,21,3:08.875,0,,1:31.501,0,1:03.072,0,34.302,0,133.5,1:20:14.718,16:50:14.718,1:31.501,1:03.072,0:34.302,255.6,Beitske VISSER,0:01:03.555,LMP2,,Richard Mille Racing Team,Oreca,
1,3,22,2:13.359,0,,38.292,0,1:01.645,0,33.422,0,189.1,1:22:28.077,16:52:28.077,0:38.292,1:01.645,0:33.422,210.8,Beitske VISSER,,LMP2,,Richard Mille Racing Team,Oreca,
1,3,23,2:10.264,0,,37.059,0,1:00.141,0,33.064,0,193.6,1:24:38.341,16:54:38.341,0:37.059,1:00.141,0:33.064,289.0,Beitske VISSER,,LMP2,,Richard Mille Racing Team,Oreca,
1,3,24,2:10.108,0,,37.303,0,59.781,1,33.024,0,193.8,1:26:48.449,16:56:48.449,0:37.303,0:59.781,0:33.024,285.9,Beitske VISSER,,LMP2,,Richard Mille Racing Team,Oreca,
1,3,25,2:09.867,0,,36.807,1,1:00.103,0,32.957,1,194.2,1:28:58.316,16:58:58.316,0:36.807,1:00.103,0:32.957,292.1,Beitske VISSER,,LMP2,,Richard Mille Racing Team,Oreca,
1,3,26,2:20.481,0,B,36.848,0,59.940,0,43.693,0,179.5,1:31:18.797,17:01:18.797,0:36.848,0:59.940,0:43.693,291.3,Beitske VISSER,,LMP2,,Richard Mille Racing Team,Oreca,
20,2,1,2:29.335,0,,51.928,0,1:02.862,0,34.545,0,165.9,2:29.335,15:32:29.335,0:51.928,1:02.862,0:34.545,246.3,Anders FJORDBACH,0:00:17.820,LMP2,P/A,High Class Racing,Oreca,
20,2,2,2:07.299,0,,36.569,0,58.224,0,32.506,2,198.1,4:36.634,15:34:36.634,0:36.569,0:58.224,0:32.506,292.1,Anders FJORDBACH,,LMP2,P/A,High Class Racing,Oreca,
20,2,3,2:09.345,0,,36.471,0,58.983,0,33.891,0,194.9,6:45.979,15:36:45.979,0:36.471,0:58.983,0:33.891,290.5,Anders FJORDBACH,,LMP2,P/A,High Class Racing,Oreca,
20,2,4,2:06.014,2,,36.379,0,56.787,2,32.848,0,200.1,8:51.993,15:38:51.993,0:36.379,0:56.787,0:32.848,292.9,Anders FJORDBACH,,LMP2,P/A,High Class Racing,Oreca,
20,2,5,2:16.566,0,B,36.299,2,1:00.059,0,40.208,0,184.6,11:08.559,15:41:08.559,0:36.299,1:00.059,0:40.208,292.1,Anders FJORDBACH,,LMP2,P/A,High Class Racing,Oreca,
20,2,6,10:25.210,0,,8:52.357,0,59.826,0,33.027,0,40.3,21:33.769,15:51:33.769,8:52.357,0:59.826,0:33.027,269.6,Anders FJORDBACH,0:08:25.487,LMP2,P/A,High Class Racing,Oreca,
20,2,7,2:07.650,0,,36.671,0,58.029,0,32.950,0,197.5,23:41.419,15:53:41.419,0:36.671,0:58.029,0:32.950,293.7,Anders FJORDBACH,,LMP2,P/A,High Class Racing,Oreca,
20,2,8,2:07.120,0,,36.576,0,57.769,0,32.775,0,198.3,25:48.539,15:55:48.539,0:36.576,0:57.769,0:32.775,291.3,Anders FJORDBACH,,LMP2,P/A,High Class Racing,Oreca,
20,2,9,2:22.102,0,B,36.604,0,59.331,0,46.167,0,177.4,28:10.641,15:58:10.641,0:36.604,0:59.331,0:46.167,292.1,Anders FJORDBACH,,LMP2,P/A,High Class Racing,Oreca,
20,3,10,3:50.152,0,,2:03.730,0,1:03.653,0,42.769,0,109.6,32:00.793,16:02:00.793,2:03.730,1:03.653,0:42.769,222.0,Dennis ANDERSEN,0:01:41.168,LMP2,P/A,High Class Racing,Oreca,
20,3,11,2:36.208,0,,52.026,0,1:01.344,0,42.838,0,161.4,34:37.001,16:04:37.001,0:52.026,1:01.344,0:42.838,282.9,Dennis ANDERSEN,,LMP2,P/A,High Class Racing,Oreca,
