POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,92,4,2:11.219,-,-,192.2,4,Porsche GT Team,LMGTE Pro,,,Porsche 911 RSR - 19,M,49968,5556,2,5965,4368,5,,,,,Kevin,ESTRE,,,FRA,,1292,70,,,,Neel,JANI,,,CHE,,16,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,52,5,2:12.351,+1.132,+1.132,190.5,5,AF Corse,LMGTE Pro,,,Ferrari 488 GTE Evo,M,49957,16,2,5910,3,119,,,,,Daniel,SERRA,,,BRA,,500,32,,,,Miguel,MOLINA,,,ESP,,8526,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,91,4,2:12.370,+1.151,+0.019,190.5,4,Porsche GT Team,LMGTE Pro,,,Porsche 911 RSR - 19,M,49967,5556,2,5965,4368,5,,,,,Gianmaria,BRUNI,,,ITA,,59,119,,,,Richard,LIETZ,,,AUT,,66,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,51,5,2:12.443,+1.224,+0.073,190.4,5,AF Corse,LMGTE Pro,,,Ferrari 488 GTE Evo,M,49956,16,2,5910,3,119,,,,,Alessandro,PIER GUIDI,,,ITA,,340,119,,,,James,CALADO,,,GBR,,300,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,63,4,2:13.106,+1.887,+0.663,189.4,4,Corvette Racing,LMGTE Pro,,,Chevrolet Corvette C8.R,M,49974,36,2,5984,4,66,,,,,Antonio,GARCIA,,,ESP,,164,64,,,,Oliver,GAVIN,,,GBR,,165,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,33,6,2:14.660,+3.441,+1.554,187.2,6,TF Sport,LMGTE Am,,,Aston Martin Vantage AMR,M,49949,364,4,5896,260,188,,,,,Ben,KEATING,B,,USA,,1312,66,,,,Dylan,PEREIRA,S,,LUX,,9864,138,,,,Felipe,FRAGA,G,,BRA,,9540,32,,,,,,,,,,,,,,,,,,,,,,
7,98,6,2:15.615,+4.396,+0.955,185.9,6,Aston Martin Racing,LMGTE Am,,,Aston Martin Vantage AMR,M,49969,19,4,5896,260,188,,,,,Paul,DALLA LANA,B,,CAN,,216,40,,,,Augusto,FARFUS,P,,BRA,,9022,32,,,,Marcos,GOMES,S,,BRA,,9670,32,,,,,,,,,,,,,,,,,,,,,,
8,88,6,2:16.319,+5.100,+0.704,185.0,6,Dempsey - Proton Racing,LMGTE Am,,,Porsche 911 RSR - 19,M,49966,52,4,5965,4368,5,,,,,Andrew,HARYANTO,B,,IDN,,10069,113,,,,Marco,SEEFRIED,S,,DEU,,536,5,,,,Alessio,PICARIELLO,G,,BEL,,9740,23,,,,,,,,,,,,,,,,,,,,,,
9,54,4,2:16.367,+5.148,+0.048,184.9,4,AF Corse,LMGTE Am,,,Ferrari 488 GTE Evo,M,49958,16,4,5910,3,119,,,,,Thomas,FLOHR,B,,CHE,,454,219,,,,Francesco,CASTELLACCI,S,,ITA,,456,119,,,,Giancarlo,FISICHELLA,P,,ITA,,58,119,,,,,,,,,,,,,,,,,,,,,,
10,83,6,2:17.560,+6.341,+1.193,183.3,6,AF Corse,LMGTE Am,,,Ferrari 488 GTE Evo,M,49963,16,4,5910,3,119,,,,,François,PERRODO,B,,FRA,,260,70,,,,Nicklas,NIELSEN,G,,DNK,,9432,57,,,,Alessio,ROVERA,S,,ITA,,9837,119,,,,,,,,,,,,,,,,,,,,,,
11,47,6,2:17.719,+6.500,+0.159,183.1,6,Cetilar Racing,LMGTE Am,,,Ferrari 488 GTE Evo,M,49955,5972,4,5910,3,119,,,,,Roberto,LACORTE,B,,ITA,,404,119,,,,Giorgio,SERNAGIOTTO,S,,ITA,,402,119,,,,Antonio,FUOCO,G,,ITA,,10091,119,,,,,,,,,,,,,,,,,,,,,,
12,85,6,2:18.452,+7.233,+0.733,182.1,6,Iron Lynx,LMGTE Am,,,Ferrari 488 GTE Evo,M,49964,5979,4,5910,3,119,,,,,Rahel,FREY,S,,CHE,,1143,219,,,,Katherine,LEGGE,G,,GBR,,9609,188,,,,Manuela,GOSTNER,B,,ITA,,9334,119,,,,,,,,,,,,,,,,,,,,,,
13,86,6,2:18.813,+7.594,+0.361,181.6,6,GR Racing,LMGTE Am,,,Porsche 911 RSR - 19,M,49965,6065,4,5965,4368,188,,,,,Michael,WAINWRIGHT,B,,GBR,,442,188,,,,Benjamin,BARKER,G,,GBR,,594,188,,,,Tom,GAMBLE,S,,GBR,,9549,188,,,,,,,,,,,,,,,,,,,,,,
14,60,6,2:20.356,+9.137,+1.543,179.6,6,Iron Lynx,LMGTE Am,,,Ferrari 488 GTE Evo,M,49960,5979,4,5910,3,119,,,,,Claudio,SCHIAVONI,B,,ITA,,8812,119,,,,Andrea,PICCINI,G,,ITA,,612,119,,,,Matteo,CRESSONI,S,,ITA,,338,119,,,,,,,,,,,,,,,,,,,,,,
15,56,0,,,,,2,Team Project 1,LMGTE Am,,,Porsche 911 RSR - 19,M,49959,5786,4,5965,4368,5,,,,,Egidio,PERFETTI,B,,NOR,,8186,166,,,,Matteo,CAIROLI,G,,ITA,,8252,119,,,,Riccardo,PERA,S,,ITA,,9187,119,,,,,,,,,,,,,,,,,,,,,,
