POSITION,NUMBER,TEAM,DRIVER_1,DRIVER_2,DRIVER_3,DRIVER_4,VEHICLE,TYRES,CLASS,GROUP,DIVISION,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,DRIVER_5,
1,93,Peugeot TotalEnergies,Paul DI RESTA,Mikkel JENSEN,Jean-Éric VERGNE,,Peugeot 9X8,M,HYPERCAR,H,,Classified,31,1:01'15.788,,,5,1'37.648,213.6,,
2,50,Ferrari AF Corse,Antonio FUOCO,Miguel MOLINA,Nicklas NIELSEN,,Ferrari 499P,M,HYPERCAR,H,,Classified,31,1:01'19.445,3.657,3.657,3,1'37.749,213.4,,
3,7,Toyota Gazoo Racing,Mike CONWAY,Kamui KOBAYASHI,Jose Maria LOPEZ,,Toyota GR010 HYBRID,M,HYPERCAR,H,,Classified,31,1:01'20.526,4.738,1.081,28,1'37.427,214.1,,
4,708,Glickenhaus Racing,Romain DUMAS,Olivier PLA,Nathanaël BERTHON,,Glickenhaus 007,M,HYPERCAR,,,Classified,31,1:01'28.951,13.163,8.425,28,1'38.212,212.3,,
5,5,Porsche Penske Motorsport,Dane CAMERON,Michael CHRISTENSEN,Frédéric MAKOWIECKI,,Porsche 963,M,HYPERCAR,H,,Classified,31,1:01'29.369,13.581,0.418,30,1'37.640,213.6,,
6,94,Peugeot TotalEnergies,Loïc DUVAL,Gustavo MENEZES,Nico MÜLLER,,Peugeot 9X8,M,HYPERCAR,H,,Classified,31,1:01'32.344,16.556,2.975,28,1'37.601,213.7,,
7,38,Hertz Team JOTA,Antonio Felix DA COSTA,William STEVENS,Yifei YE,,Porsche 963,M,HYPERCAR,H,,Classified,31,1:01'36.469,20.681,4.125,7,1'38.146,212.5,,
8,6,Porsche Penske Motorsport,Kévin ESTRE,André LOTTERER,Laurens VANTHOOR,,Porsche 963,M,HYPERCAR,H,,Classified,31,1:01'37.972,22.184,1.503,28,1'38.163,212.5,,
9,2,Cadillac Racing,Earl BAMBER,Alex LYNN,Richard WESTBROOK,,Cadillac V-Series.R,M,HYPERCAR,H,,Classified,31,1:01'40.969,25.181,2.997,5,1'37.921,213.0,,
10,51,Ferrari AF Corse,Alessandro PIER GUIDI,James CALADO,Antonio GIOVINAZZI,,Ferrari 499P,M,HYPERCAR,H,,Classified,31,1:01'41.621,25.833,0.652,27,1'38.261,212.2,,
