POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,IMSA_CarId,IMSA_TeamId,IMSA_ClassId,IMSA_CarTypeId,IMSA_ManufacturerId,IMSA_TireId,IMSA_SponsorId,IMSA_EventEntryId,*Extra 9,*Extra 10,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_IMSA_DriverId,DRIVER1_IMSA_DriverPlugId,DRIVER1_IMSA_DriverRatingLong,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_IMSA_DriverId,DRIVER2_IMSA_DriverPlugId,DRIVER2_IMSA_DriverRatingLong,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_IMSA_DriverId,DRIVER3_IMSA_DriverPlugId,DRIVER3_IMSA_DriverRatingLong,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_IMSA_DriverId,DRIVER4_IMSA_DriverPlugId,DRIVER4_IMSA_DriverRatingLong,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_IMSA_DriverId,DRIVER5_IMSA_DriverPlugId,DRIVER5_IMSA_DriverRatingLong,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_IMSA_DriverId,DRIVER6_IMSA_DriverPlugId,DRIVER6_IMSA_DriverRatingLong,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,1,Classified,21,51:32.839,-,-,13,2:06.698,155.5,Wayne Taylor Racing with Andretti,Pro,,,Lamborghini Huracan Super Trofeo Evo2,M,,,,,,,,,,,Danny,Formal,Silver,"San Jose, Costa Rica",CRI,,,,,,,Ryan,Norman,Silver,"Estero, FL",USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,30,Classified,21,51:42.895,+10.056,+10.056,11,2:07.625,154.3,ANSA MOTORSPORTS,Pro,,,Lamborghini Huracan Super Trofeo Evo2,M,,,,,,,,,,,Bryson,Morris,Silver,"Mount Juliet, TN",USA,,,,,,,Loris,Cabirou,Silver,"ALES, FRANCE",FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,29,Classified,21,51:44.271,+11.432,+1.376,12,2:07.400,154.6,TR3 Racing,Pro,,,Lamborghini Huracan Super Trofeo Evo2,M,,,,,,,,,,,Elias,De La Torre,,"Key Largo, FL",USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8,Classified,21,51:47.964,+15.125,+3.693,7,2:07.641,154.3,Wayne Taylor Racing with Andretti,ProAm,,,Lamborghini Huracan Super Trofeo Evo2,M,,,,,,,,,,,Nick,Persing,Silver,"Morgan Hill, CA",USA,,,,,,,Nate,Stacy,Silver,"Owasso, OK",USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,88,Classified,21,51:48.209,+15.370,+0.245,11,2:07.098,155.0,TR3 Racing,Pro,,,Lamborghini Huracan Super Trofeo Evo2,M,,,,,,,,,,,Ernie,Francis,,"Davie, FL",USA,,,,,,,Giano,Taurino,Silver,"Johannesburg, South Africa",ZAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,4,Classified,21,51:52.577,+19.738,+4.368,11,2:07.388,154.6,ANSA MOTORSPORTS,Pro,,,Lamborghini Huracan Super Trofeo Evo2,M,,,,,,,,,,,Kiko,Porto,Silver,Recife,BRA,,,,,,,Nico,Jamin,Gold,"Rouen, France",FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,22,Classified,21,51:55.885,+23.046,+3.308,9,2:07.418,154.6,World Speed,Pro,,,Lamborghini Huracan Super Trofeo Evo2,M,,,,,,,,,,,Scott,Huffaker,Gold,"Menlo Park, CA",USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,72,Classified,21,52:06.082,+33.243,+10.197,8,2:07.596,154.4,Forte Racing,ProAm,,,Lamborghini Huracan Super Trofeo Evo2,M,,,,,,,,,,,Patrick,Liddy,Silver,"Pasadena, CA",USA,,,,,,,Blake,McDonald,Bronze,"Fresno, CA",USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,66,Classified,21,52:08.036,+35.197,+1.954,6,2:08.023,153.9,Forty7 Motorsports,ProAm,,,Lamborghini Huracan Super Trofeo Evo2,M,,,,,,,,,,,Joel,Miller,Gold,"Hesperia, CA",USA,,,,,,,AJ,Muss,Silver,"Rumson, NJ",United States of America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,9,Classified,21,52:10.525,+37.686,+2.489,8,2:08.648,153.1,Precision Performance Motorsports,ProAm,,,Lamborghini Huracan Super Trofeo Evo2,M,,,,,,,,,,,Tyler,Hoffman,Bronze,"Atlanta, GA",USA,,,,,,,Wesley,Slimp,Silver,"Atlanta, GA",USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
