POSITION,NUMBER,TEAM,DRIVER_1,DRIVER_2,DRIVER_3,DRIVER_4,VEHICLE,TYRES,CLASS,GROUP,DIVISION,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,DRIVER_5,
1,20,BMW M Team WRT,Sheldon VAN DER LINDE,Robin FRIJNS,René RAST,,BMW M HYBRID V8,M,HYPERCAR,H,,Classified,62,2:00'05.441,,,29,1'53.579,174.7,,
2,7,Toyota Gazoo Racing,Mike CONWAY,Kamui KOBAYASHI,Nyck DE VRIES,,Toyota GR010 - Hybrid,M,HYPERCAR,H,,Classified,62,2:00'07.274,1.833,1.833,50,1'53.819,174.4,,
3,50,Ferrari AF Corse,Antonio FUOCO,Miguel MOLINA,Nicklas NIELSEN,,Ferrari 499P,M,HYPERCAR,H,,Classified,62,2:00'08.022,2.581,0.748,21,1'53.949,174.2,,
4,12,Hertz Team JOTA,Will STEVENS,Callum ILOTT,Norman NATO,,Porsche 963,M,HYPERCAR,H,,Classified,62,2:00'13.245,7.804,5.223,29,1'53.523,174.8,,
5,8,Toyota Gazoo Racing,Sébastien BUEMI,Brendon HARTLEY,Ryo HIRAKAWA,,Toyota GR010 - Hybrid,M,HYPERCAR,H,,Classified,62,2:00'27.057,21.616,13.812,60,1'53.805,174.4,,
6,93,Peugeot TotalEnergies,Mikkel JENSEN,Nico MÜLLER,Jean-Eric VERGNE,,Peugeot 9X8,M,HYPERCAR,H,,Classified,62,2:00'42.772,37.331,15.715,23,1'54.405,173.5,,
7,36,Alpine Endurance Team,Nicolas LAPIERRE,Mick SCHUMACHER,Matthieu VAXIVIERE,,Alpine A424,M,HYPERCAR,H,,Classified,62,2:00'58.632,53.191,15.860,53,1'53.791,174.4,,
8,35,Alpine Endurance Team,Paul-Loup CHATIN,Ferdinand HABSBURG,Charles MILESI,,Alpine A424,M,HYPERCAR,H,,Classified,62,2:01'01.046,55.605,2.414,27,1'53.790,174.4,,
9,63,Lamborghini Iron Lynx,Mirko BORTOLOTTI,Edoardo MORTARA,Daniil KVYAT,,Lamborghini SC63,M,HYPERCAR,H,,Classified,62,2:01'01.586,56.145,0.540,30,1'54.130,173.9,,
10,83,AF Corse,Robert KUBICA,Robert SHWARTZMAN,Yifei YE,,Ferrari 499P,M,HYPERCAR,H,,Classified,62,2:01'09.151,1'03.710,7.565,23,1'53.250,175.2,,
11,99,Proton Competition,Harry TINCKNELL,Neel JANI,Julien ANDLAUER,,Porsche 963,M,HYPERCAR,H,,Classified,62,2:01'22.189,1'16.748,13.038,27,1'53.972,174.1,,
12,2,Cadillac Racing,Earl BAMBER,Alex LYNN,,,Cadillac V-Series.R,M,HYPERCAR,H,,Classified,62,2:01'26.806,1'21.365,4.617,50,1'53.846,174.3,,
13,15,BMW M Team WRT,Dries VANTHOOR,Raffaele MARCIELLO,Marco WITTMANN,,BMW M HYBRID V8,M,HYPERCAR,H,,Classified,62,2:01'37.790,1'32.349,10.984,29,1'53.713,174.5,,
14,6,Porsche Penske Motorsport,Kévin ESTRE,André LOTTERER,Laurens VANTHOOR,,Porsche 963,M,HYPERCAR,H,,Classified,62,2:01'42.629,1'37.188,4.839,61,1'53.650,174.6,,
15,38,Hertz Team JOTA,Jenson BUTTON,Philip HANSON,Oliver RASMUSSEN,,Porsche 963,M,HYPERCAR,H,,Classified,61,2:00'12.929,1 Laps,1 Laps,43,1'54.041,174.0,,
16,5,Porsche Penske Motorsport,Matt CAMPBELL,Michael CHRISTENSEN,Frédéric MAKOWIECKI,,Porsche 963,M,HYPERCAR,H,,Classified,61,2:00'20.217,1 Laps,7.288,15,1'53.826,174.4,,
17,94,Peugeot TotalEnergies,Paul DI RESTA,Loïc DUVAL,Stoffel VANDOORNE,,Peugeot 9X8,M,HYPERCAR,H,,Classified,61,2:01'19.424,1 Laps,59.207,57,1'54.541,173.3,,
18,51,Ferrari AF Corse,Alessandro PIER GUIDI,James CALADO,Antonio GIOVINAZZI,,Ferrari 499P,M,HYPERCAR,H,,Classified,55,1:49'30.062,7 Laps,6 Laps,22,1'53.568,174.8,,
19,27,Heart of Racing Team,Ian JAMES,Daniel MANCINELLI,Alex RIBERAS,,Aston Martin Vantage AMR LMGT3,G,LMGT3,,,Classified,55,2:00'14.605,7 Laps,10'44.543,52,2'05.761,157.8,,
20,46,Team WRT,Ahmad AL HARTHY,Valentino ROSSI,Maxime MARTIN,,BMW M4 LMGT3,G,LMGT3,,,Classified,55,2:00'26.623,7 Laps,12.018,39,2'07.252,156.0,,
21,85,Iron Dames,Sarah BOVY,Rahel FREY,Michelle GATTING,,Lamborghini Huracan LMGT3 Evo2,G,LMGT3,,,Classified,55,2:00'27.989,7 Laps,1.366,53,2'07.314,155.9,,
22,81,TF Sport,Tom VAN ROMPUY,Rui ANDRADE,Charlie EASTWOOD,,Corvette Z06 LMGT3.R,G,LMGT3,,,Classified,55,2:00'28.078,7 Laps,0.089,54,2'06.851,156.5,,
23,55,Vista AF Corse,François HERIAU,Simon MANN,Alessio ROVERA,,Ferrari 296 LMGT3,G,LMGT3,,,Classified,55,2:00'35.571,7 Laps,7.493,30,2'06.796,156.5,,
24,92,Manthey PureRxcing,Aliaksandr MALYKHIN,Joel STURM,Klaus BACHLER,,Porsche 911 GT3 R LMGT3,G,LMGT3,,,Classified,55,2:00'36.466,7 Laps,0.895,55,2'07.157,156.1,,
25,59,United Autosports,James COTTINGHAM,Nicolas COSTA,Grégoire SAUCY,,McLaren 720S LMGT3 Evo,G,LMGT3,,,Classified,55,2:00'42.842,7 Laps,6.376,34,2'07.564,155.6,,
26,77,Proton Competition,Ryan HARDWICK,Zacharie ROBICHON,Benjamin BARKER,,Ford Mustang LMGT3,G,LMGT3,,,Classified,55,2:00'59.105,7 Laps,16.263,38,2'07.818,155.3,,
27,777,D'Station Racing,Clément MATEU,Erwan BASTARD,Marco SØRENSEN,,Aston Martin Vantage AMR LMGT3,G,LMGT3,,,Classified,55,2:01'03.919,7 Laps,4.814,53,2'06.335,157.1,,
28,31,Team WRT,Darren LEUNG,Sean GELAEL,Augusto FARFUS,,BMW M4 LMGT3,G,LMGT3,,,Classified,55,2:01'05.227,7 Laps,1.308,51,2'06.351,157.1,,
29,88,Proton Competition,Ben KEATING,Mikkel PEDERSEN,Dennis OLSEN,,Ford Mustang LMGT3,G,LMGT3,,,Classified,55,2:01'17.521,7 Laps,12.294,53,2'06.648,156.7,,
30,95,United Autosports,Joshua CAYGILL,Nicolas PINO,Marino SATO,,McLaren 720S LMGT3 Evo,G,LMGT3,,,Classified,55,2:01'34.686,7 Laps,17.165,53,2'06.440,157.0,,
31,91,Manthey EMA,Yasser SHAHIN,Morris SCHURING,Richard LIETZ,,Porsche 911 GT3 R LMGT3,G,LMGT3,,,Classified,55,2:01'36.460,7 Laps,1.774,51,2'06.240,157.2,,
32,78,Akkodis ASP Team,Arnold ROBIN,Clemens SCHMID,Kelvin VAN DER LINDE,,Lexus RC F LMGT3,G,LMGT3,,,Classified,55,2:01'39.863,7 Laps,3.403,51,2'06.039,157.5,,
33,60,Iron Lynx,Claudio SCHIAVONI,Matteo CRESSONI,Franck PERERA,,Lamborghini Huracan LMGT3 Evo2,G,LMGT3,,,Classified,55,2:01'50.719,7 Laps,10.856,55,2'06.916,156.4,,
34,82,TF Sport,Hiroshi KOIZUMI,Sébastien BAUD,Daniel JUNCADELLA,,Corvette Z06 LMGT3.R,G,LMGT3,,,Classified,54,2:00'19.366,8 Laps,1 Laps,54,2'06.461,156.9,,
35,87,Akkodis ASP Team,Takeshi KIMURA,Esteban MASSON,Jose Maria LOPEZ,,Lexus RC F LMGT3,G,LMGT3,,,Classified,54,2:01'10.277,8 Laps,50.911,53,2'06.672,156.7,,
36,54,Vista AF Corse,Thomas FLOHR,Francesco CASTELLACCI,Davide RIGON,,Ferrari 296 LMGT3,G,LMGT3,,,Classified,37,2:00'44.222,25 Laps,17 Laps,6,2'05.962,157.6,,
