POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,28,4,1:40.966,-,-,175.0,6,BDR Competition by Grupo Prom,Pro,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Amaury,BONDUEL,S,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,6,5,1:41.294,+0.328,+0.328,174.5,6,VSR,Pro,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Mattia,MICHELOTTO,S,,ITA,,,,,,,Gilles,STADSBADER,S,,BEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,15,5,1:41.445,+0.479,+0.151,174.2,6,Rexal Villorba Corse,Pro,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Benedetto,STRIGNANO,S,,ITA,,,,,,,Alberto,DI FOLCO,S,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,43,4,1:41.448,+0.482,+0.003,174.2,6,Iron Lynx,Pro,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Edgar,MALOIGNE,S,,FRA,,,,,,,Georgi,DIMITROV,S,,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,9,6,1:41.460,+0.494,+0.012,174.2,7,Target Racing,Pro,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Oliver,SÖDERSTRÖM,S,,SWE,,,,,,,Largim,ALI,S,,DNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,70,4,1:41.555,+0.589,+0.095,174.0,6,Leipert Motorsport,Pro,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Sebastian,BALTHASAR,S,,DEU,,,,,,,Jacob,RIEGEL,S,,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,33,5,1:41.609,+0.643,+0.054,173.9,5,ASR,ProAm,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Milos,PAVLOVIC,G,,SRB,,,,,,,Alessio,RUFFINI,B,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,83,4,1:41.797,+0.831,+0.188,173.6,6,Schumacher CLRT,Pro,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Simon,GACHET,,,FRA,,,,,,,Simon,TIRMAN,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,61,4,1:41.812,+0.846,+0.015,173.6,6,Oregon Team,Pro,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Leonardo,CAGLIONI,S,,ITA,,,,,,,Enzo,GERACI,S,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,42,4,1:41.853,+0.887,+0.041,173.5,5,Iron Lynx,Pro,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Giorgio,AMATI,S,,ITA,,,,,,,Jesse,SALMENAUTIO,S,,FIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,22,5,1:41.956,+0.990,+0.103,173.3,5,Micanek Motorsport Powered by Buggyra,Pro,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Jachym,GALAS,S,,CZE,,,,,,,Matej,PAVLICEK,S,,CZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
