POSITION,NUMBER,TEAM,DRIVER_1,DRIVER_2,DRIVER_3,DRIVER_4,VEHICLE,TYRES,CLASS,GROUP,DIVISION,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,DRIVER_5,
1,51,Ferrari AF Corse,Alessandro PIER GUIDI,James CALADO,Antonio GIOVINAZZI,,Ferrari 499P,M,HYPERCAR,H,,Classified,109,3:00'39.714,,,14,1'32.557,190.9,,
2,50,Ferrari AF Corse,Antonio FUOCO,Miguel MOLINA,Nicklas NIELSEN,,Ferrari 499P,M,HYPERCAR,H,,Classified,109,3:00'44.209,4.495,4.495,64,1'32.407,191.2,,
3,7,Toyota Gazoo Racing,Mike CONWAY,Kamui KOBAYASHI,Nyck DE VRIES,,Toyota GR010 - Hybrid,M,HYPERCAR,H,,Classified,109,3:00'47.187,7.473,2.978,77,1'32.601,190.8,,
4,6,Porsche Penske Motorsport,Kévin ESTRE,André LOTTERER,Laurens VANTHOOR,,Porsche 963,M,HYPERCAR,H,,Classified,109,3:00'55.996,16.282,8.809,15,1'32.759,190.5,,
5,5,Porsche Penske Motorsport,Matt CAMPBELL,Michael CHRISTENSEN,Frédéric MAKOWIECKI,,Porsche 963,M,HYPERCAR,H,,Classified,109,3:01'08.224,28.510,12.228,28,1'32.590,190.9,,
6,8,Toyota Gazoo Racing,Sébastien BUEMI,Brendon HARTLEY,Ryo HIRAKAWA,,Toyota GR010 - Hybrid,M,HYPERCAR,H,,Classified,109,3:01'22.259,42.545,14.035,9,1'32.790,190.5,,
7,20,BMW M Team WRT,Sheldon VAN DER LINDE,Robin FRIJNS,René RAST,,BMW M HYBRID V8,M,HYPERCAR,H,,Classified,109,3:01'37.829,58.115,15.570,16,1'32.891,190.2,,
8,83,AF Corse,Robert KUBICA,Robert SHWARTZMAN,Yifei YE,,Ferrari 499P,M,HYPERCAR,H,,Classified,109,3:01'45.369,1'05.655,7.540,26,1'32.738,190.6,,
9,38,Hertz Team JOTA,Jenson BUTTON,Philip HANSON,Oliver RASMUSSEN,,Porsche 963,M,HYPERCAR,H,,Classified,109,3:02'04.524,1'24.810,19.155,35,1'33.359,189.3,,
10,12,Hertz Team JOTA,Will STEVENS,Callum ILOTT,Norman NATO,,Porsche 963,M,HYPERCAR,H,,Classified,109,3:02'06.552,1'26.838,2.028,104,1'32.987,190.1,,
11,63,Lamborghini Iron Lynx,Mirko BORTOLOTTI,Edoardo MORTARA,Daniil KVYAT,,Lamborghini SC63,M,HYPERCAR,H,,Classified,108,3:00'45.504,1 Laps,1 Laps,88,1'33.086,189.9,,
12,93,Peugeot TotalEnergies,Mikkel JENSEN,Nico MÜLLER,Jean-Eric VERGNE,,Peugeot 9X8,M,HYPERCAR,H,,Classified,108,3:00'59.893,1 Laps,14.389,30,1'32.798,190.4,,
13,99,Proton Competition,Harry TINCKNELL,Neel JANI,Julien ANDLAUER,,Porsche 963,M,HYPERCAR,H,,Classified,108,3:01'04.508,1 Laps,4.615,92,1'32.742,190.6,,
14,2,Cadillac Racing,Earl BAMBER,Alex LYNN,,,Cadillac V-Series.R,M,HYPERCAR,H,,Classified,108,3:01'15.710,1 Laps,11.202,77,1'32.795,190.4,,
15,35,Alpine Endurance Team,Paul-Loup CHATIN,Jules GOUNON,Charles MILESI,,Alpine A424,M,HYPERCAR,H,,Classified,107,3:00'58.651,2 Laps,1 Laps,9,1'33.281,189.5,,
16,11,Isotta Fraschini,Antonio SERRAVALLE,Carl Wattana BENNETT,Jean-Karl VERNAY,,Isotta Fraschini Tipo6-C,M,HYPERCAR,H,,Classified,106,3:01'43.730,3 Laps,1 Laps,8,1'34.191,187.6,,
17,94,Peugeot TotalEnergies,Paul DI RESTA,Loïc DUVAL,Stoffel VANDOORNE,,Peugeot 9X8,M,HYPERCAR,H,,Classified,106,3:02'05.219,3 Laps,21.489,7,1'33.208,189.6,,
