POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,IMSA_CarId,IMSA_TeamId,IMSA_ClassId,IMSA_CarTypeId,IMSA_ManufacturerId,IMSA_TireId,IMSA_SponsorId,IMSA_EventEntryId,*Extra 9,*Extra 10,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_IMSA_DriverId,DRIVER1_IMSA_DriverPlugId,DRIVER1_IMSA_DriverRatingLong,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_IMSA_DriverId,DRIVER2_IMSA_DriverPlugId,DRIVER2_IMSA_DriverRatingLong,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_IMSA_DriverId,DRIVER3_IMSA_DriverPlugId,DRIVER3_IMSA_DriverRatingLong,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_IMSA_DriverId,DRIVER4_IMSA_DriverPlugId,DRIVER4_IMSA_DriverRatingLong,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_IMSA_DriverId,DRIVER5_IMSA_DriverPlugId,DRIVER5_IMSA_DriverRatingLong,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_IMSA_DriverId,DRIVER6_IMSA_DriverPlugId,DRIVER6_IMSA_DriverRatingLong,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,9,5,1:44.773,-,-,180.8,7,Pfaff Motorsports,GTDPRO,,,Lamborghini Temerario GT3,M,,,,,,,,,,,Andrea,Caldarelli,Platinum,"Pescara, Italy",ITA,,,,,,,Sandy,Mitchell,Platinum,"Forfar, Scotland",GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,7,1:44.924,+0.151,+0.151,180.6,8,Corvette Racing by Pratt Miller Motorsports,GTDPRO,,,Chevrolet Corvette Z06 GT3.R,M,,,,,,,,,,,Tommy,Milner,Platinum,"Middleburg, VA",USA,,,,,,,Nicky,Catsburg,Platinum,"Amersfoort, Netherlands",NLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,8,1:44.957,+0.184,+0.033,180.5,8,Paul Miller Racing,GTDPRO,,,BMW M4 GT3 EVO,M,,,,,,,,,,,Neil,Verhagen,Gold,"Mooresville, NC",USA,,,,,,,Connor,de Phillippi,Gold,"Cornelius, NC",USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,59,4,1:45.115,+0.342,+0.158,180.2,5,RLL Team McLaren,GTDPRO,,,McLaren 720S GT3 EVO,M,,,,,,,,,,,Maximilian,Esterson,Silver,"New York City, NY",USA,,,,,,,Nikita,Johnson,Silver,St. Pete  FL,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,68,5,1:45.134,+0.361,+0.019,180.2,6,Car Blanche,GTDPRO,,,Aston Martin Vantage GT3 Evo,M,,,,,,,,,,,Marco,Sorensen,Platinum,"Godthaab, Denmark",DNK,,,,,,,Valentin,Hasse Clot,Gold,"Paris, France",FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,64,4,1:45.176,+0.403,+0.042,180.1,6,Ford Racing,GTDPRO,,,Ford Mustang GT3,M,,,,,,,,,,,Benjamin,Barker,Gold,"Cambridge, United Kingdom",GBR,,,,,,,Dennis,Olsen,Platinum,"Valer, Norway",NOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,81,4,1:45.188,+0.415,+0.012,180.1,7,DragonSpeed,GTD,,,Chevrolet Corvette Z06 GT3.R,M,,,,,,,,,,,Giacomo,Altoe,Gold,"Adria, Italy",ITA,,,,,,,Casper,Stevenson,Silver,London,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,77,6,1:45.208,+0.435,+0.020,180.1,7,AO Racing,GTDPRO,,,Porsche 911 GT3 R (992),M,,,,,,,,,,,Nicholas,Tandy,Platinum,"Bedford, United Kingdom",GBR,,,,,,,Harry,King,Gold,Windsor,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,3,3,1:45.235,+0.462,+0.027,180.0,8,Corvette Racing by Pratt Miller Motorsports,GTDPRO,,,Chevrolet Corvette Z06 GT3.R,M,,,,,,,,,,,Antonio,Garcia,Platinum,"Madrid, Spain",ESP,,,,,,,Alexander,Sims,Platinum,"Kidderminster, United Kingdom",GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,34,8,1:45.246,+0.473,+0.011,180.0,8,Conquest Racing,GTD,,,Ferrari 296 GT3 EVO,M,,,,,,,,,,,Albert,Costa,Platinum,Andorra,ESP,,,,,,,Lorenzo,Patrese,Silver,"Padua, Italy",ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,65,7,1:45.264,+0.491,+0.018,180.0,7,Ford Racing,GTDPRO,,,Ford Mustang GT3,M,,,,,,,,,,,Christopher,Mies,Platinum,"Erkrath, Germany",DEU,,,,,,,Frederic,Vervisch,Gold,"Middelkerke, Belgium",BEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,57,7,1:45.327,+0.554,+0.063,179.9,7,Winward Racing,GTD,,,Mercedes-AMG GT3,M,,,,,,,,,,,Russell,Ward,Silver,"Seabrook, TX",USA,,,,,,,Philip,Ellis,Gold,"Munich, Germany",GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,45,6,1:45.338,+0.565,+0.011,179.9,6,Wayne Taylor Racing,GTD,,,Lamborghini Huracan GT3 EVO2,M,,,,,,,,,,,Danny,Formal,Silver,"San Jose, Costa Rica",CRI,,,,,,,Trent,Hindman,Gold,"Ocean Township, NJ",USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,96,3,1:45.703,+0.930,+0.365,179.2,5,Turner Motorsport,GTD,,,BMW M4 GT3 EVO,M,,,,,,,,,,,Patrick,Gallagher,Silver,"Thornville, OH",USA,,,,,,,Robby,Foley,Gold,"Randolph, NJ",USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,14,8,1:45.740,+0.967,+0.037,179.2,8,Vasser Sullivan Racing,GTDPRO,,,Lexus RC F GT3,M,,,,,,,,,,,Jack,Hawksworth,Gold,"Bradford, United Kingdom",GBR,,,,,,,Benjamin,Barnicoat,Platinum,"Chesterfield, United Kingdom",GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,12,8,1:46.158,+1.385,+0.418,178.5,8,Vasser Sullivan Racing,GTD,,,Lexus RC F GT3,M,,,,,,,,,,,Aaron,Telitz,Gold,"Birchwood, WI",USA,,,,,,,Benjamin,Pedersen,Silver,Copenhagen,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,36,8,1:46.251,+1.478,+0.093,178.3,8,DXDT Racing,GTD,,,Chevrolet Corvette Z06 GT3.R,M,,,,,,,,,,,Mason,Filippi,Silver,"Nashville, TN",USA,,,,,,,Robert,Wickens,Silver,"Guelph, ON",CAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
