POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,55,Classified,25,40:22.120,-,-,7,1:35.173,163.0,STUTTGART MOTORSPORT,GT3,,,PORSCHE GT3,,MARCEL VISCONDE,,,,,,,,,,Marçal,MULLER,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,76,Classified,25,40:26.535,+4.415,+4.415,17,1:36.106,161.4,GFORCE,GT3,,,MERCEDES GT3,,PEDRO BENTO BEZERRA JUNIOR,,,,,,,,,,Pedro,BEZERRA,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,Classified,25,40:27.766,+5.646,+1.231,9,1:35.824,161.9,KTF,GT3,,,MERCEDES GT3,,ALEXANDRE MENEGASSI AULER,,,,,,,,,,,AULER,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8,Classified,25,40:59.447,+37.327,+31.681,7,1:35.285,162.8,RC,GT3,,,MERCEDES GT3,,JOSE GUILHERME GADBEM FIGUEIROA,,,,,,,,,,Guilherme,FIGUEIROA,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,10,Classified,25,41:50.145,+1:28.025,+50.698,8,1:34.624,163.9,GFORCE,GT3,,,FERRARI GT3,,REGINALDO CLEBERTY NAPPI,,,,,,,,,,,NAPPI,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,77,Classified,24,41:42.430,1 Lap,1 Lap,12,1:43.198,150.3,GT MOTORSPORT,GT4,,,MERCEDES GT4,,MURILO FRANÇA,,,,,,,,,,Murilla,FRANÇA,,,BRA,,,,,,,Samuel,ORIGE,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,21,Classified,24,41:42.696,1 Lap,+0.266,17,1:42.994,150.6,STUTTGART MOTORSPORT,GT4,,,PORSCHE GT4,,JACQUES QUARTIERO,,,,,,,,,,Jacques,QUARTIERO,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,38,Classified,23,40:23.499,2 Laps,1 Lap,10,1:42.727,151.0,GFORCE,GT4,,,MERCEDES GT4,,CARLOS ALBERTO VALLONE JUNIOR,,,,,,,,,,César,ABDALLA,,,BRA,,,,,,,Marcio,KUMRUIAN,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,7,Classified,23,40:29.325,2 Laps,+5.826,19,1:43.754,149.5,GRID,GT4,,,MERCEDES GT4,,MURIEL FITFIBS,,,,,,,,,,Muriel,FITFIBS,,,BRA,,,,,,,Cesar,FONSCECA,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,22,Classified,23,40:32.919,2 Laps,+3.594,20,1:44.095,149.0,GFORCE,GT4,,,MUSTANG GT4 L,,FLAVIO AUGUSTO ABRUNHOZA FILHO,,,,,,,,,,Flavio,ABRUNHOZA,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,14,Classified,22,40:43.872,3 Laps,1 Lap,22,1:46.505,145.6,GT MOTORSPORT,GT4,,,MERCEDES GT4,,STANLEY BITTAR DE ALMEIDA,,,,,,,,,,,STANLEY,,,BRA,,,,,,,Paulo,REALES,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,420,Not classified,15,25:01.976,,,5,1:34.918,163.4,GRID,GT3,,,LAMBORGHINI GT3,,MELIK NAJM,,,,,,,,,,Turco,MELIK,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,85,Not started,0,,,,0,,,GFORCE,GT3,,,LAMBORGHINI GT3,,GALBA SOUZA ACCIOLY FILHO,,,,,,,,,,,GALBINHA,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
