POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,8,5,1:23.695,-,-,185.3,38,Toyota Gazoo Racing,HYPERCAR,H,,Toyota GR010 - Hybrid,M,100898,380,4167,6206,2,121,,,TOYOTA GAZOO,,Brendon,HARTLEY,P,,NZL,,152,168,,00:45:00,None,Ryo,HIRAKAWA,P,,JPN,,8166,121,,00:45:00,None,,,,,,,,,,,,,,,,,,,,,,,,,
2,50,6,1:24.185,+0.490,+0.490,184.3,38,Ferrari AF Corse,HYPERCAR,H,,Ferrari 499P,M,100912,6293,4167,6192,3,119,,,FERRARI AF,,Antonio,FUOCO,P,,ITA,,10091,119,,00:45:00,None,Miguel,MOLINA,P,,ESP,,8526,64,,00:45:00,None,Nicklas,NIELSEN,P,,DEN,,9432,57,,00:45:00,None,,,,,,,,,,,,,,,,,,,
3,15,4,1:24.287,+0.592,+0.102,184.0,38,BMW M Team WRT,HYPERCAR,H,,BMW M Hybrid V8,M,100902,6359,4167,6188,4354,5,,,BMW M TEAM WRT,,Dries,VANTHOOR,P,,BEL,,8292,23,,00:45:00,None,Raffaele,MARCIELLO,P,,SUI,,10402,219,,00:45:00,None,Kevin,MAGNUSSEN,P,,DEN,,10211,57,,00:45:00,None,,,,,,,,,,,,,,,,,,,
4,7,6,1:24.349,+0.654,+0.062,183.9,36,Toyota Gazoo Racing,HYPERCAR,H,,Toyota GR010 - Hybrid,M,100897,380,4167,6206,2,121,,,TOYOTA GAZOO,,Mike,CONWAY,P,,GBR,,215,188,,00:45:00,None,Kamui,KOBAYASHI,P,,JPN,,210,121,,00:45:00,None,Nyck,DE VRIES,P,,NED,DEV,9152,178,,00:45:00,None,,,,,,,,,,,,,,,,,,,
5,12,5,1:24.368,+0.673,+0.019,183.9,35,Cadillac Hertz Team JOTA,HYPERCAR,H,,Cadillac V-Series.R,M,100901,6429,4167,6203,4097,66,,,CADILLAC HTJ,,Alex,LYNN,P,,GBR,,11043,188,,00:45:00,None,Norman,NATO,G,,FRA,,9032,70,,00:45:00,None,Will,STEVENS,P,,GBR,,11044,188,,00:45:00,None,,,,,,,,,,,,,,,,,,,
6,35,5,1:24.409,+0.714,+0.041,183.8,38,Alpine Endurance Team,HYPERCAR,H,,Alpine A424,M,100908,6360,4167,6237,21,70,,,ALPINE,,Paul-Loup,CHATIN,G,,FRA,,313,70,,00:45:00,None,Ferdinand,HABSBURG,G,,AUT,,10000,17,,00:45:00,None,Charles,MILESI,G,,FRA,,9594,70,,00:45:00,None,,,,,,,,,,,,,,,,,,,
7,99,7,1:24.442,+0.747,+0.033,183.7,38,Proton Competition,HYPERCAR,H,,Porsche 963,M,100929,45,4167,6176,4368,5,,HWC,PROTON,HWC,Neel,JANI,P,,SUI,,16,219,,00:45:00,None,Nicolas,PINO,S,,CHI,,10281,42,,00:45:00,None,Nicolas,VARRONE,G,,ARG,,9853,13,,00:45:00,None,,,,,,,,,,,,,,,,,,,
8,83,6,1:24.444,+0.749,+0.002,183.7,33,AF Corse,HYPERCAR,H,,Ferrari 499P,M,100921,16,4167,6192,3,119,,HWC,AF CORSE,HWC,Robert,KUBICA,P,,POL,,8438,181,,00:45:00,None,Yifei,YE,G,,CHN,,10068,43,,00:45:00,None,Philip,HANSON,G,,GBR,,1946,188,,00:45:00,None,,,,,,,,,,,,,,,,,,,
9,94,7,1:24.480,+0.785,+0.036,183.6,35,Peugeot TotalEnergies,HYPERCAR,H,,Peugeot 9X8,M,100927,6151,4167,6112,4014,70,,,PEUGEOT TE,,Loïc,DUVAL,P,,FRA,,14,70,,00:45:00,None,Malthe,JAKOBSEN,G,,DEN,,9610,57,,00:45:00,None,,,,,,,,,,,,,,,,,,,,,,,,,
10,36,5,1:24.505,+0.810,+0.025,183.6,37,Alpine Endurance Team,HYPERCAR,H,,Alpine A424,M,100909,6360,4167,6237,21,70,,,ALPINE,,Jules,GOUNON,P,,FRA,,9500,70,,00:45:00,None,Frédéric,MAKOWIECKI,P,,FRA,,61,70,,00:45:00,None,Mick,SCHUMACHER,P,,GER,,11362,5,,00:45:00,None,,,,,,,,,,,,,,,,,,,
11,51,6,1:24.574,+0.879,+0.069,183.4,37,Ferrari AF Corse,HYPERCAR,H,,Ferrari 499P,M,100913,6293,4167,6192,3,119,,,FERRARI AF,,Alessandro,PIER GUIDI,P,,ITA,PGU,340,119,,00:45:00,None,James,CALADO,P,,GBR,,300,188,,00:45:00,None,Antonio,GIOVINAZZI,P,,ITA,,1976,119,,00:45:00,None,,,,,,,,,,,,,,,,,,,
