POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,55,Classified,24,41:04.273,-,-,23,1:35.496,162.4,STUTTGART MOTORSPORT,GT3,,,PORSCHE GT3,,MARCEL VISCONDE,,,,,,,,,,Marçal,MULLER,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,10,Classified,24,41:05.895,+1.622,+1.622,18,1:36.093,161.4,GFORCE,GT3,,,FERRARI GT3,,REGINALDO CLEBERTY NAPPI,,,,,,,,,,,NAPPI,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,8,Classified,24,41:06.375,+2.102,+0.480,24,1:35.789,161.9,RC,GT3,,,MERCEDES GT3,,JOSE GUILHERME GADBEM FIGUEIROA,,,,,,,,,,Guilherme,FIGUEIROA,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3,Classified,24,41:11.826,+7.553,+5.451,17,1:36.766,160.3,KTF,GT3,,,MERCEDES GT3,,ALEXANDRE MENEGASSI AULER,,,,,,,,,,,AULER,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,76,Classified,24,41:12.443,+8.170,+0.617,5,1:36.307,161.1,GFORCE,GT3,,,MERCEDES GT3,,PEDRO BENTO BEZERRA JUNIOR,,,,,,,,,,Pedro,BEZERRA,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,420,Classified,24,41:52.315,+48.042,+39.872,8,1:36.319,161.1,GRID,GT3,,,LAMBORGHINI GT3,,MELIK NAJM,,,,,,,,,,Turco,MELIK,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,77,Classified,23,41:32.670,1 Lap,1 Lap,16,1:43.132,150.4,GT MOTORSPORT,GT4,,,MERCEDES GT4,,MURILO FRANÇA,,,,,,,,,,Murilla,FRANÇA,,,BRA,,,,,,,Samuel,ORIGE,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,7,Classified,23,41:35.207,1 Lap,+2.537,7,1:43.612,149.7,GRID,GT4,,,MERCEDES GT4,,MURIEL FITFIBS,,,,,,,,,,Muriel,FITFIBS,,,BRA,,,,,,,Cesar,FONSCECA,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,14,Classified,21,42:02.878,3 Laps,2 Laps,9,1:45.170,147.5,GT MOTORSPORT,GT4,,,MERCEDES GT4,,STANLEY BITTAR DE ALMEIDA,,,,,,,,,,,STANLEY,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,38,Classified,20,41:59.592,4 Laps,1 Lap,3,1:49.103,142.2,GFORCE,GT4,,,MERCEDES GT4,,CARLOS ALBERTO VALLONE JUNIOR,,,,,,,,,,César,ABDALLA,,,BRA,,,,,,,Marcio,KUMRUIAN,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21,Not classified,16,27:53.327,,,4,1:43.555,149.8,STUTTGART MOTORSPORT,GT4,,,PORSCHE GT4,,JACQUES QUARTIERO,,,,,,,,,,Jacques,QUARTIERO,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22,Not classified,5,10:11.774,,,4,1:48.738,142.7,GFORCE,GT4,,,MUSTANG GT4 L,,FLAVIO AUGUSTO ABRUNHOZA FILHO,,,,,,,,,,Flavio,ABRUNHOZA,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,85,Disqualified,17,28:16.078,,,8,1:35.501,162.4,GFORCE,GT3,,,LAMBORGHINI GT3,,GALBA SOUZA ACCIOLY FILHO,,,,,,,,,,,GALBINHA,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
