POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,83,8,1:32.176,-,-,181.7,20,AF Corse,LMP2 Pro/Am,,,Oreca 07 - Gibson,G,90539,16,4172,5626,256,119,,,AF CORSE,,Simon,MANN,S,,USA,,,,,,,Nicolas,VARRONE,G,,ARG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,24,7,1:32.315,+0.139,+0.139,181.5,32,Nielsen Racing,LMP2,,,Oreca 07 - Gibson,G,90430,5670,4172,5626,256,188,,,NIELSEN RACING,,Cem,BOLKBASI,S,,TUR,,,,,,,Tom,FLEMING,S,,GBR,,,,,,,Nicholas,YELLOLY,P,,GBR,,8790,188,,01:00:00,None,,,,,,,,,,,,,,,,,,,
3,3,8,1:32.727,+0.551,+0.412,180.6,21,DKR Engineering,LMP2 Pro/Am,,,Oreca 07 - Gibson,G,90501,49,4172,5626,256,138,,,DKR ENGINEERING,,Wyatt,BRICHACEK,S,,USA,,,,,,,Laurents,HÖRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,30,13,1:32.775,+0.599,+0.048,180.6,32,Duqueine Team,LMP2,,,Oreca 07 - Gibson,G,90522,5981,3,5626,256,70,,,DUQUEINE,,Hadrien,DAVID,S,,FRA,,,,,,,Raphaël,NARAC,S,,FRA,,,,,,,Luca,GHIOTTO,P,,ITA,,,,,,,Filip,UGRAN,S,,ROU,,,,,,,,,,,,,,,,,,,
5,10,17,1:32.877,+0.701,+0.102,180.4,26,Vector Sport,LMP2,,,Oreca 07 - Gibson,G,90506,6154,3,5626,256,188,,,VECTOR SPORT,,Ryan,CULLEN,S,,GBR,,492,188,,01:00:00,None,Patrick,PILLET,P,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,14,7,1:32.919,+0.743,+0.042,180.3,17,AO by TF,LMP2 Pro/Am,,,Oreca 07 - Gibson,G,90509,6369,4172,5626,256,66,,,AO BY TF,,PJ,HYETT,B,,USA,,,,,,,Louis,DELÉTRAZ,G,,CHE,,9621,219,,01:00:00,None,Laurin,HEINRICH,G,,DEU,,,,,,,Dane,CAMERON,,,USA,,,,,,,,,,,,,,,,,,,
7,43,12,1:34.262,+2.086,+1.343,177.7,13,Inter Europol Competition,LMP2,,,Oreca 07 - Gibson,G,90527,402,3,5626,256,181,,,INTER EUROPOL,,Pedro,PERINO,S,,PRT,,,,,,,Marius,FOSSARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,37,17,1:34.263,+2.087,+0.001,177.7,23,COOL Racing,LMP2,,,Oreca 07 - Gibson,G,90528,5790,3,5626,256,219,,,COOL RACING,,Manuel,ESPIRITO SANTO,S,,PRT,,,,,,,Esteban,MASSON,S,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,20,14,1:34.740,+2.564,+0.477,176.8,16,Algarve Pro Racing,LMP2,,,Oreca 07 - Gibson,G,90426,92,4172,5626,256,184,,,APR,,Bryson,MORRIS,S,,USA,,,,,,,Freddie,TOMLINSON,S,,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,27,4,1:34.858,+2.682,+0.118,176.6,27,Nielsen Racing,LMP2,,,Oreca 07 - Gibson,G,90519,5670,3,5626,256,188,,,NIELSEN RACING,,Daniel,ALI,S,,CAN,,,,,,,Adam,ALI,S,,CAN,,,,,,,Colin,NOBLE,G,,GBR,,,,,,,,,,,,,,,,,,,,,,,,,
