POSITION,NUMBER,TEAM,DRIVER_1,DRIVER_2,DRIVER_3,DRIVER_4,VEHICLE,TYRES,CLASS,GROUP,DIVISION,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,DRIVER_5,
1,22,United Autosports,Filip UGRAN,Marino SATO,Benjamin HANLEY,,Oreca 07 - Gibson,G,LMP2,,,Classified,32,1:00'44.829,,,8,1'33.906,178.4,,
2,28,IDEC Sport,Nicolas PINO,Reshad DE GERUS,Job VAN UITERT,,Oreca 07 - Gibson,G,LMP2,,,Classified,32,1:00'48.288,3.459,3.459,9,1'33.182,179.8,,
3,65,Panis Racing,Manuel MALDONADO,Charles MILESI,Arthur LECLERC,,Oreca 07 - Gibson,G,LMP2,,,Classified,32,1:00'53.220,8.391,4.932,7,1'33.726,178.7,,
4,37,COOL Racing,Lorenzo FLUXA,Malthe JAKOBSEN,Ritomo MIYATA,,Oreca 07 - Gibson,G,LMP2,,,Classified,32,1:01'02.095,17.266,8.875,8,1'33.758,178.7,,
5,43,Inter Europol Competition,Sebastian ALVAREZ,Vladislav LOMKO,Tom DILLMANN,,Oreca 07 - Gibson,G,LMP2,,,Classified,32,1:01'03.478,18.649,1.383,8,1'33.569,179.0,,
6,34,Inter Europol Competition,Oliver GRAY,Clément NOVALAK,Luca GHIOTTO,,Oreca 07 - Gibson,G,LMP2,,,Classified,32,1:01'04.439,19.610,0.961,27,1'33.288,179.6,,
7,23,United Autosports,Bijoy GARG,Fabio SCHERER,Paul DI RESTA,,Oreca 07 - Gibson,G,LMP2,,,Classified,32,1:01'06.447,21.618,2.008,8,1'34.122,178.0,,
8,14,AO by TF,Jonny EDGAR,Louis DELÉTRAZ,Robert KUBICA,,Oreca 07 - Gibson,G,LMP2,,,Classified,32,1:01'07.284,22.455,0.837,9,1'33.926,178.3,,
9,27,Nielsen Racing,Benjamin PEDERSEN,William STEVENS,Gabriel AUBRY,,Oreca 07 - Gibson,G,LMP2,,,Classified,32,1:01'10.045,25.216,2.761,9,1'33.821,178.5,,
10,9,Iron Lynx - Proton,Jonas RIED,Maceo CAPIETTO,Matteo CAIROLI,,Oreca 07 - Gibson,G,LMP2,,,Classified,32,1:01'11.625,26.796,1.580,8,1'34.698,176.9,,
11,30,Duqueine Team,Niels KOOLEN,Jean-Baptiste SIMMENAUER,James ALLEN,,Oreca 07 - Gibson,G,LMP2,,,Classified,32,1:01'19.102,34.273,7.477,24,1'34.472,177.3,,
12,25,Algarve Pro Racing,Matthias KAISER,Olli CALDWELL,Alexander LYNN,,Oreca 07 - Gibson,G,LMP2,,,Classified,32,1:01'26.202,41.373,7.100,11,1'34.116,178.0,,
13,47,COOL Racing,Carl BENNETT,Ferdinand HABSBURG,Frederik VESTI,,Oreca 07 - Gibson,G,LMP2,,,Classified,32,1:01'30.792,45.963,4.590,11,1'34.493,177.3,,
14,77,Proton Competition,Giorgio RODA,René BINDER,Bent VISCAAL,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,32,1:01'33.975,49.146,3.183,9,1'35.296,175.8,,
15,24,Nielsen Racing,John FALB,Colin NOBLE,Nicholas YELLOLY,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,32,1:01'40.227,55.398,6.252,11,1'35.302,175.8,,
16,21,United Autosports,Daniel SCHNEIDER,Andrew MEYRICK,Oliver JARVIS,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,32,1:01'41.717,56.888,1.490,11,1'36.706,173.2,,
17,19,Team Virage,Georgios KOLOVOS,Raphaël NARAC,Tristan VAUTIER,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,32,1:01'43.839,59.010,2.122,7,1'35.937,174.6,,
18,83,AF Corse,François PERRODO,Matthieu VAXIVIERE,Alessio ROVERA,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,32,1:01'45.389,1'00.560,1.550,28,1'35.563,175.3,,
19,10,Vector Sport,Ryan CULLEN,Stéphane RICHELMI,Felipe DRUGOVICH,,Oreca 07 - Gibson,G,LMP2,,,Classified,32,1:01'45.783,1'00.954,0.394,24,1'34.063,178.1,,
20,29,Richard Mille by TDS,Rodrigo SALES,Mathias BECHE,Grégoire SAUCY,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,32,1:01'47.387,1'02.558,1.604,9,1'35.041,176.2,,
21,20,Algarve Pro Racing,Kriton LENTOUDIS,Richard BRADLEY,Alex QUINN,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,31,1:00'51.659,1 Laps,1 Laps,15,1'37.274,172.2,,
22,4,DKR Engineering,Alexander MATTSCHULL,Wyatt BRICHACEK,Guilherme OLIVEIRA,,Duqueine M30 - D08 - Nissan,M,LMP3,,,Classified,31,1:01'24.435,1 Laps,32.776,15,1'41.280,165.4,,
23,12,WTM by Rinaldi Racing,Torsten KRATZ,Leonard WEISS,Oscar TUNJO,,Duqueine M30 - D08 - Nissan,M,LMP3,,,Classified,31,1:01'27.931,1 Laps,3.496,15,1'41.059,165.8,,
24,11,Eurointernational,Matthew Richard BELL,Adam ALI,,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,31,1:01'28.534,1 Laps,0.603,26,1'41.296,165.4,,
25,8,Team Virage,Julien GERBI,Bernardo PINHEIRO,Gillian HENRION,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,31,1:01'31.690,1 Laps,3.156,23,1'40.879,166.0,,
26,17,COOL Racing,Miguel CRISTÓVÃO,Manuel ESPIRITO SANTO,,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,31,1:01'34.150,1 Laps,2.460,10,1'41.444,165.1,,
27,3,DKR Engineering,Andres LATORRE CANON,Cem BOLUKBASI,Laurents HÖRR,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,31,1:01'39.491,1 Laps,5.341,15,1'40.374,166.9,,
28,88,Inter Europol Competition,Alexander BUKHANTSOV,Kai ASKEY,Pedro PERINO,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,31,1:02'00.029,1 Laps,20.538,26,1'41.463,165.1,,
29,5,RLR M Sport,James DAYSON,Daniel ALI,Bailey VOISIN,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,31,1:02'07.873,1 Laps,7.844,22,1'42.682,163.1,,
30,35,Ultimate,François HERIAU,Jean-Baptiste LAHAYE,Matthieu LAHAYE,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,31,1:02'09.374,1 Laps,1.501,29,1'42.353,163.7,,
31,15,RLR M Sport,Michael JENSEN,Nick ADCOCK,Gael JULIEN,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,30,1:00'39.699,2 Laps,1 Laps,28,1'43.073,162.5,,
32,85,Iron Dames,Sarah BOVY,Rahel FREY,Michelle GATTING,,Porsche 911 GT3 R LMGT3,G,LMGT3,,,Classified,30,1:00'39.736,2 Laps,0.037,8,1'44.082,160.9,,
33,31,Racing Spirit of Leman,Jacques WOLFF,Jean-Ludovic FOUBERT,Antoine DOQUIN,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,30,1:00'40.375,2 Laps,0.639,8,1'42.765,163.0,,
34,50,Formula Racing,Johnny LAURSEN,Conrad LAURSEN,,,Ferrari 296 LMGT3,G,LMGT3,,,Classified,30,1:00'59.122,2 Laps,18.747,21,1'44.900,159.7,,
35,97,Grid Motorsport by TF,Martin BERRY,Lorcan HANAFIN,Jonathan ADAM,,Aston Martin Vantage AMR LMGT3,G,LMGT3,,,Classified,30,1:01'14.939,2 Laps,15.817,26,1'45.634,158.6,,
36,55,Spirit of Race,Duncan CAMERON,David PEREL,Matthew GRIFFIN,,Ferrari 296 LMGT3,G,LMGT3,,,Classified,30,1:01'16.204,2 Laps,1.265,21,1'45.644,158.6,,
37,66,JMW Motorsport,Scott NOBLE,Jason HART,Ben TUCK,,Ferrari 296 LMGT3,G,LMGT3,,,Classified,30,1:01'45.666,2 Laps,29.462,18,1'45.679,158.5,,
38,63,Iron Lynx,Hiroshi HAMAGUCHI,Axcil JEFFERIES,Andrea CALDARELLI,,Lamborghini Huracan LMGT3 Evo2,G,LMGT3,,,Classified,30,1:01'50.334,2 Laps,4.668,8,1'44.851,159.8,,
39,60,Proton Competition,Claudio SCHIAVONI,Matteo CRESSONI,Julien ANDLAUER,,Porsche 911 GT3 R LMGT3,G,LMGT3,,,Classified,30,1:02'06.910,2 Laps,16.576,18,1'46.475,157.3,,
40,86,GR Racing,Michael WAINWRIGHT,Riccardo PERA,Davide RIGON,,Ferrari 296 LMGT3,G,LMGT3,,,Classified,30,1:02'16.527,2 Laps,9.617,30,1'47.240,156.2,,
41,57,Kessel Racing,Takeshi KIMURA,Esteban MASSON,Daniel SERRA,,Ferrari 296 LMGT3,G,LMGT3,,,Classified,29,1:00'39.339,3 Laps,1 Laps,22,1'45.663,158.5,,
42,59,Racing Spirit of Leman,Derek DEBOER,Casper STEVENSON,Valentin HASSE CLOT,,Aston Martin Vantage AMR LMGT3,G,LMGT3,,,Classified,28,1:01'18.983,4 Laps,1 Laps,26,1'43.498,161.8,,
43,51,AF Corse,Charles-Henri SAMANI,Emmanuel COLLARD,Nicolas VARRONE,,Ferrari 296 LMGT3,G,LMGT3,,,Classified,0,,32 Laps,28 Laps,,,,,
