POSITION,NUMBER,TEAM,DRIVER_1,DRIVER_2,DRIVER_3,DRIVER_4,VEHICLE,TYRES,CLASS,GROUP,DIVISION,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,DRIVER_5,
1,7,Toyota Gazoo Racing,Mike CONWAY,Kamui KOBAYASHI,Nyck DE VRIES,,Toyota GR010 - Hybrid,M,HYPERCAR,H,,Classified,80,2:01'21.808,,,2,1'24.801,182.9,,
2,5,Porsche Penske Motorsport,Matt CAMPBELL,Michael CHRISTENSEN,Frédéric MAKOWIECKI,,Porsche 963,M,HYPERCAR,H,,Classified,80,2:01'36.043,14.235,14.235,3,1'25.651,181.1,,
3,51,Ferrari AF Corse,Alessandro PIER GUIDI,James CALADO,Antonio GIOVINAZZI,,Ferrari 499P,M,HYPERCAR,H,,Classified,80,2:01'57.627,35.819,21.584,3,1'26.282,179.8,,
4,2,Cadillac Racing,Earl BAMBER,Alex LYNN,,,Cadillac V-Series.R,M,HYPERCAR,H,,Classified,80,2:02'12.187,50.379,14.560,2,1'26.312,179.7,,
5,93,Peugeot TotalEnergies,Mikkel JENSEN,Nico MÜLLER,Jean-Eric VERGNE,,Peugeot 9X8,M,HYPERCAR,H,,Classified,80,2:02'12.278,50.470,0.091,4,1'27.087,178.1,,
6,50,Ferrari AF Corse,Antonio FUOCO,Miguel MOLINA,Nicklas NIELSEN,,Ferrari 499P,M,HYPERCAR,H,,Classified,80,2:02'14.159,52.351,1.881,3,1'26.496,179.3,,
7,99,Proton Competition,Neel JANI,Julien ANDLAUER,,,Porsche 963,M,HYPERCAR,H,,Classified,80,2:02'21.405,59.597,7.246,3,1'26.987,178.3,,
8,63,Lamborghini Iron Lynx,Mirko BORTOLOTTI,Edoardo MORTARA,Daniil KVYAT,,Lamborghini SC63,M,HYPERCAR,H,,Classified,80,2:02'23.379,1'01.571,1.974,4,1'27.097,178.1,,
9,38,Hertz Team JOTA,Jenson BUTTON,Philip HANSON,Oliver RASMUSSEN,,Porsche 963,M,HYPERCAR,H,,Classified,80,2:02'25.360,1'03.552,1.981,3,1'26.647,179.0,,
10,94,Peugeot TotalEnergies,Paul DI RESTA,Loïc DUVAL,Stoffel VANDOORNE,,Peugeot 9X8,M,HYPERCAR,H,,Classified,80,2:02'29.428,1'07.620,4.068,3,1'26.973,178.4,,
