POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,IMSA_CarId,IMSA_TeamId,IMSA_ClassId,IMSA_CarTypeId,IMSA_ManufacturerId,IMSA_TireId,IMSA_SponsorId,IMSA_EventEntryId,*Extra 9,*Extra 10,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_IMSA_DriverId,DRIVER1_IMSA_DriverPlugId,DRIVER1_IMSA_DriverRatingLong,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_IMSA_DriverId,DRIVER2_IMSA_DriverPlugId,DRIVER2_IMSA_DriverRatingLong,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_IMSA_DriverId,DRIVER3_IMSA_DriverPlugId,DRIVER3_IMSA_DriverRatingLong,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_IMSA_DriverId,DRIVER4_IMSA_DriverPlugId,DRIVER4_IMSA_DriverRatingLong,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_IMSA_DriverId,DRIVER5_IMSA_DriverPlugId,DRIVER5_IMSA_DriverRatingLong,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_IMSA_DriverId,DRIVER6_IMSA_DriverPlugId,DRIVER6_IMSA_DriverRatingLong,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,55,11,1:10.181,-,-,209.7,12,Mazda Motorsports,DPi,,,Mazda DPi,M,858,4,27,48,110,3,,11694,,,Oliver,Jarvis,Platinum,,GBR,,1999,1,Platinum,,,Harry,Tincknell,Platinum,,GBR,,1288,2,Platinum,,,Jonathan,Bomarito,Gold,,USA,,309,3,Gold,,,,,,,,,,,,,,,,,,,,,
2,10,13,1:10.993,+0.812,+0.812,207.3,13,Konica Minolta Acura ARX-05,DPi,,,Acura DPi,M,948,81,27,65,7641,3,,11698,,,Ricky,Taylor,Platinum,,USA,,608,1,Platinum,,,Filipe,Albuquerque,Platinum,,PRT,,1194,2,Platinum,,,Alexander,Rossi,Platinum,,USA,,599,3,Platinum,,,,,,,,,,,,,,,,,,,,,
3,01,13,1:11.057,+0.876,+0.064,207.1,13,Cadillac Chip Ganassi Racing,DPi,,,Cadillac DPi,M,943,339,27,49,7646,3,,11696,,,Renger,van der Zande,Gold,,NLD,,1998,1,Gold,,,Earl,Bamber,Platinum,,NZL,,651,2,Platinum,,,Scott,Dixon,Platinum,,NZL,,631,3,Platinum,,,,,,,,,,,,,,,,,,,,,
4,31,9,1:11.600,+1.419,+0.543,205.5,10,Whelen Engineering Racing,DPi,,,Cadillac DPi,M,741,159,27,49,7646,3,,11699,,,Felipe,Nasr,Platinum,,BRA,,1598,1,Platinum,,,Mike,Conway,Platinum,,GBR,,1254,2,Platinum,,,Pipo,Derani,Platinum,,BRA,,1083,3,Platinum,,,,,,,,,,,,,,,,,,,,,
5,18,12,1:12.069,+1.888,+0.469,204.2,12,Era Motorsport,LMP2,,,ORECA LMP2 07,M,761,291,28,85,7637,3,,11703,,,Dwight,Merriman,Bronze,,USA,,1930,1,Bronze,,,Kyle,Tilley,Silver,,GBR,,1079,2,Silver,,,Ryan,Dalziel,Gold,,GBR,,192,3,Gold,,,,,,,,,,,,,,,,,,,,,
6,8,12,1:12.561,+2.380,+0.492,202.8,12,Tower Motorsport,LMP2,,,ORECA LMP2 07,M,973,352,28,85,7637,3,,11704,,,John,Farano,Bronze,,CAN,,441,1,Bronze,,,Gabriel,Aubry,Gold,,FRA,,1769,2,Gold,,,James,French,Silver,,USA,,284,3,Silver,,,,,,,,,,,,,,,,,,,,,
7,5,8,1:12.573,+2.392,+0.012,202.8,12,Mustang Sampling / JDC-Miller MotorSports,DPi,,,Cadillac DPi,M,1043,367,27,49,7646,3,,11695,,,Tristan,Vautier,Gold,,FRA,,635,1,Gold,,,Loic,Duval,Platinum,,FRA,,1274,2,Platinum,,,Sebastien,Bourdais,Platinum,,FRA,,602,3,Platinum,,,,,,,,,,,,,,,,,,,,,
8,38,11,1:16.431,+6.250,+3.858,192.5,11,Performance Tech Motorsports,LMP3,,,Ligier JS P320,M,1287,289,36,96,7650,3,,11709,,,Dan,Goldburg,Bronze,,USA,,1915,1,Bronze,,,Rasmus,Lindh,Silver,,SWE,,2101,2,Silver,,,Malthe,Jakobsen,Silver,,DNK,,2629,4,Silver,,,,,,,,,,,,,,,,,,,,,
9,60,4,1:16.852,+6.671,+0.421,191.5,9,Meyer Shank Racing w/Curb-Agajanian,DPi,,,Acura DPi,M,947,3,27,65,7641,3,,11697,,,Juan Pablo,Montoya,Platinum,,COL,,1329,3,Platinum,,,Helio,Castroneves,Platinum,,USA,,1525,2,Platinum,,,Dane,Cameron,Gold,,USA,,54,1,Gold,,,,,,,,,,,,,,,,,,,,,
10,30,10,1:16.889,+6.708,+0.037,191.4,10,Jr III Racing,LMP3,,,Ligier JS P320,M,1498,283,36,96,7650,3,,11713,,,Ari,Balogh,Bronze,,USA,,1081,1,Bronze,,,Garett,Grist,Silver,,CAN,,1388,2,Silver,,,Spencer,Pigot,Gold,,USA,,243,3,Gold,,,,,,,,,,,,,,,,,,,,,
