POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,17,3,1:49.008,-,-,190.6,4,COOL Racing,LMP3,,,Ligier JS P320 - Nissan,M,59915,5790,6,6102,,219,,,,,Maurice,SMITH,B,,USA,,9399,66,,,,Michael,BENHAM,B,,GBR,,8796,188,,,,Malthe,JAKOBSEN,S,,DNK,,9611,57,,,,,,,,,,,,,,,,,,,,,,
2,5,6,1:49.347,+0.339,+0.339,190.0,6,RLR MSport,LMP3,,,Ligier JS P320 - Nissan,M,59906,530,6,6102,,188,,,,,Michael,JENSEN,B,,ZAF,,9543,2,,,,Nick,ADCOCK,B,,ZAF,,9627,2,,,,Alex,KAPADIA,S,,GBR,,584,188,,,,,,,,,,,,,,,,,,,,,,
3,27,5,1:49.622,+0.614,+0.275,189.5,5,COOL Racing,LMP3,,,Ligier JS P320 - Nissan,M,59922,5790,6,5981,258,219,,,,,Nicolas,MAULINI,S,,CHE,,9120,219,,,,Jean-Ludovic,FOUBERT,B,,FRA,,9122,70,,,,Antoine,DOQUIN,S,,FRA,,9884,70,,,,,,,,,,,,,,,,,,,,,,
4,4,6,1:49.700,+0.692,+0.078,189.4,6,DKR Engineering,LMP3,,,Duqueine M30 - D08 - Nissan,M,59905,49,6,5979,4408,138,,,,,Sebastian,ALVAREZ,S,,MEX,,10425,151,,,,Alexander,BUKHANTSOV,B,,ARE,,10453,61,,,,Tom,VAN ROMPUY,S,,BEL,,10426,23,,,,,,,,,,,,,,,,,,,,,,
5,2,4,1:49.750,+0.742,+0.050,189.3,5,United Autosports,LMP3,,,Ligier JS P320 - Nissan,M,59903,532,6,6102,,188,,,,,Bailey,VOISIN,S,,GBR,,10510,188,,,,Joshua,CAYGILL,B,,GBR,,10424,188,,,,Finn,GEHRSITZ,S,,DEU,,10113,5,,,,,,,,,,,,,,,,,,,,,,
6,15,6,1:50.429,+1.421,+0.679,188.1,6,RLR MSport,LMP3,,,Ligier JS P320 - Nissan,M,59914,530,6,5981,258,188,,,,,Horst,FELBERMAYR JR,B,,AUT,,705,17,,,,Valentino,CATALANO,S,,DEU,,10314,5,,,,Austin,MCCUSKER,S,,USA,,9600,66,,,,,,,,,,,,,,,,,,,,,,
7,3,5,1:50.456,+1.448,+0.027,188.1,5,United Autosports,LMP3,,,Ligier JS P320 - Nissan,M,59904,532,6,6102,,188,,,,,James,MCGUIRE,B,,USA,,8464,66,,,,Kay,VAN BERLO,S,,NLD,,9154,178,,,,Andrew,BENTLEY,B,,GBR,,8860,188,,,,,,,,,,,,,,,,,,,,,,
8,10,4,1:50.521,+1.513,+0.065,188.0,6,Eurointernational,LMP3,,,Ligier JS P320 - Nissan,M,59910,512,6,5981,258,119,,,,,Glenn,VAN BERLO,S,,NLD,,10421,178,,,,Xavier,LLOVERAS,S,,ESP,,10438,64,,,,Tom,CLOET,B,,BEL,,5592,23,,,,,,,,,,,,,,,,,,,,,,
9,7,6,1:50.553,+1.545,+0.032,187.9,6,Nielsen Racing,LMP3,,,Ligier JS P320 - Nissan,M,59908,5670,6,5981,258,188,,,,,Anthony,WELLS,B,,GBR,,582,188,,,,James,LITTLEJOHN,S,,GBR,,580,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,14,4,1:50.602,+1.594,+0.049,187.8,6,Inter Europol Competition,LMP3,,,Ligier JS P320 - Nissan,M,59913,402,6,5981,258,181,,,,,Noam,ABRAMCZYK,S,,FRA,,10507,70,,,,Mateusz,KAPRZYK,S,,POL,,10102,181,,,,James,DAYSON,B,,CAN,,8852,40,,,,,,,,,,,,,,,,,,,,,,
11,13,6,1:50.731,+1.723,+0.129,187.6,6,Inter Europol Competition,LMP3,,,Ligier JS P320 - Nissan,M,59912,402,6,5981,258,181,,,,,Charles,CREWS,B,,USA,,9739,66,,,,Nicolas,PINO,S,,GBR,,10281,188,,,,Guilherme,OLIVEIRA,S,,PRT,,10292,184,,,,,,,,,,,,,,,,,,,,,,
12,6,5,1:51.209,+2.201,+0.478,186.8,6,360 Racing,LMP3,,,Ligier JS P320 - Nissan,M,59907,514,6,5981,258,188,,,,,Terrence,WOODWARD,B,,GBR,,1764,188,,,,Ross,KAISER,S,,GBR,,1766,188,,,,Mark,RICHARDS,B,,GBR,,10651,188,,,,,,,,,,,,,,,,,,,,,,
13,11,5,1:52.433,+3.425,+1.224,184.8,5,Eurointernational,LMP3,,,Ligier JS P320 - Nissan,M,59911,512,6,6102,,119,,,,,Marcos,SIEBERT,S,,ARG,,10420,13,,,,Max,KOEBOLT,S,,NLD,,9878,178,,,,Adrien,CHILA,B,,FRA,,8454,70,,,,,,,,,,,,,,,,,,,,,,
