POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,32,4,1:54.755,-,-,181.0,4,Rinaldi Racing,LMGTE,,,Ferrari 488 GTE Evo,G,59926,6020,10,5910,3,5,,,,,Pierre,EHRET,B,,DEU,,81,5,,,,Nicolas,VARRONE,S,,ARG,,9853,13,,,,Memo,GIDLEY,B,,USA,,7512,66,,,,,,,,,,,,,,,,,,,,,,
2,69,4,1:54.909,+0.154,+0.154,180.8,5,Oman Racing with TF Sport,LMGTE,,,Aston Martin Vantage AMR,G,59942,6148,10,5896,260,170,,,,,Ahmad,AL HARTHY,B,,OMN,,8810,170,,,,Marco,SORENSEN,P,,DNK,,10509,57,,,,Samuel,DE HAAN,S,,GBR,,10441,188,,,,,,,,,,,,,,,,,,,,,,
3,83,5,1:55.020,+0.265,+0.111,180.6,5,Iron Lynx,LMGTE,,,Ferrari 488 GTE Evo,G,59945,5979,10,5910,3,119,,,,,Rahel,FREY,G,,CHE,,1143,219,,,,Michelle,GATTING,S,,DNK,,9343,57,,,,Sarah,BOVY,B,,BEL,,1191,23,,,,,,,,,,,,,,,,,,,,,,
4,77,3,1:55.194,+0.439,+0.174,180.4,6,Proton Competition,LMGTE,,,Porsche 911 RSR - 19,G,59944,45,10,5965,4368,5,,,,,Christian,RIED,B,,DEU,,90,5,,,,Lorenzo,FERRARI,S,,ITA,,10654,119,,,,Gianmaria,BRUNI,P,,ITA,,59,119,,,,,,,,,,,,,,,,,,,,,,
5,93,2,1:55.449,+0.694,+0.255,180.0,6,Proton Competition,LMGTE,,,Porsche 911 RSR - 19,G,59947,45,10,5965,4368,5,,,,,Michael,FASSBENDER,B,,IRL,,9752,116,,,,Zacharie,ROBICHON,S,,CAN,,10636,40,,,,Richard,LIETZ,P,,AUT,,66,17,,,,,,,,,,,,,,,,,,,,,,
6,18,4,1:55.640,+0.885,+0.191,179.7,6,Absolute Racing,LMGTE,,,Porsche 911 RSR - 19,G,59916,6082,10,5965,4368,92,,,,,Andrew,HARYANTO,B,,IDN,,10069,113,,,,Martin,RUMP,S,,EST,,10348,65,,,,Alessio,PICARIELLO,G,,BEL,,9740,23,,,,,,,,,,,,,,,,,,,,,,
7,66,3,1:55.811,+1.056,+0.171,179.4,5,JMW Motorsport,LMGTE,,,Ferrari 488 GTE Evo,G,59941,35,10,5910,3,188,,,,,Giacomo,PETROBELLI,B,,GBR,,805,188,,,,Sean,HUDSPETH,S,,SGP,,10647,212,,,,Matthew,PAYNE,S,,NZL,,10648,168,,,,,,,,,,,,,,,,,,,,,,
8,33,3,1:56.248,+1.493,+0.437,178.7,5,Rinaldi Racing,LMGTE,,,Ferrari 488 GTE Evo,G,59927,6020,10,5910,3,5,,,,,Christian,HOOK,B,,DEU,,10014,5,,,,Oscar,TUNJO,S,,COL,,10655,46,,,,Fabrizio,CRESTANI,S,,ITA,,10323,119,,,,,,,,,,,,,,,,,,,,,,
9,57,2,1:56.305,+1.550,+0.057,178.6,5,Kessel Racing,LMGTE,,,Ferrari 488 GTE Evo,G,59938,120,10,5910,3,219,,,,,Takeshi,KIMURA,B,,JPN,,9416,121,,,,Frederik,SCHANDORFF,S,,DNK,,10641,57,,,,Mikkel,JENSEN,G,,DNK,,8276,57,,,,,,,,,,,,,,,,,,,,,,
10,55,2,1:56.478,+1.723,+0.173,178.4,5,Spirit of Race,LMGTE,,,Ferrari 488 GTE Evo,G,59937,5546,10,5910,3,219,,,,,Duncan,CAMERON,B,,GBR,,327,188,,,,Matthew,GRIFFIN,G,,IRL,,7395,116,,,,David,PEREL,S,,ZAF,,9590,2,,,,,,,,,,,,,,,,,,,,,,
11,60,5,1:57.161,+2.406,+0.683,177.3,5,Iron Lynx,LMGTE,,,Ferrari 488 GTE Evo,G,59939,5979,10,5910,3,119,,,,,Claudio,SCHIAVONI,B,,CHE,,8812,219,,,,Matteo,CRESSONI,S,,ITA,,338,119,,,,Davide,RIGON,P,,ITA,,266,119,,,,,,,,,,,,,,,,,,,,,,
