POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,37,2,1:43.634,-,-,200.5,34,COOL Racing,LMP2,,,Oreca 07 - Gibson,G,59930,5790,3,5626,256,219,,,,,Nicolas,LAPIERRE,P,,FRA,,96,70,,,,Niklas,KRUETTEN,S,,DEU,,10104,5,,,,Yifei,YE,G,,CHN,,10068,43,,,,,,,,,,,,,,,,,,,,,,
2,34,6,1:43.651,+0.017,+0.017,200.4,38,Racing Team Turkey,LMP2,P/A,,Oreca 07 - Gibson,G,59928,6058,3,5626,256,240,,,,,Salih,YOLUC,B,,TUR,,1346,240,,,,Charlie,EASTWOOD,G,,IRL,,9016,116,,,,Jack,AITKEN,G,,GBR,,10508,188,,,,,,,,,,,,,,,,,,,,,,
3,9,4,1:43.656,+0.022,+0.005,200.4,37,Prema Racing,LMP2,,,Oreca 07 - Gibson,G,59909,6180,3,5626,256,119,,,,,Lorenzo,COLOMBO,S,,ITA,,10329,119,,,,Louis,DELETRAZ,G,,CHE,,9621,219,,,,Ferdinand,HABSBURG,G,,AUT,,10000,17,,,,,,,,,,,,,,,,,,,,,,
4,19,19,1:43.730,+0.096,+0.074,200.3,33,Algarve Pro Racing,LMP2,,,Oreca 07 - Gibson,G,59917,92,3,5626,256,184,,,,,Sophia,FLÖRSCH,S,,DEU,,9666,5,,,,Bent,VISCAAL,S,,NLD,,10549,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,28,6,1:43.768,+0.134,+0.038,200.2,26,IDEC Sport,LMP2,,,Oreca 07 - Gibson,G,59923,522,3,5626,256,70,,,,,Paul,LAFARGUE,S,,FRA,,1552,70,,,,Paul Loup,CHATIN,G,,FRA,,313,70,,,,Patrick,PILET,P,,FRA,,68,70,,,,,,,,,,,,,,,,,,,,,,
6,30,3,1:44.239,+0.605,+0.471,199.3,41,Duqueine Team,LMP2,,,Oreca 07 - Gibson,G,59924,5981,3,5626,256,70,,,,,Memo,ROJAS,G,,MEX,,10067,151,,,,Reshad,DE GERUS,S,,FRA,,10416,70,,,,Richard,BRADLEY,G,,GBR,,272,188,,,,,,,,,,,,,,,,,,,,,,
7,65,11,1:44.344,+0.710,+0.105,199.1,32,Panis Racing,LMP2,,,Oreca 07 - Gibson,G,59940,5990,3,5626,256,70,,,,,Julien,CANAL,S,,FRA,,73,70,,,,Nicolas,JAMIN,G,,FRA,,9174,70,,,,Job,VAN UITERT,G,,NLD,,8984,178,,,,,,,,,,,,,,,,,,,,,,
8,22,6,1:44.499,+0.865,+0.155,198.8,36,United Autosports,LMP2,,,Oreca 07 - Gibson,G,59919,532,3,5626,256,188,,,,,Philip,HANSON,G,,GBR,,1946,188,,,,Tom,GAMBLE,G,,GBR,,9549,188,,,,Duncan,TAPPY,S,,GBR,,756,188,,,,,,,,,,,,,,,,,,,,,,
9,51,6,1:44.557,+0.923,+0.058,198.7,36,Team Virage,LMP2,P/A,,Oreca 07 - Gibson,G,59935,5892,3,5626,256,181,,,,,Rob,HODES,B,,USA,,9392,66,,,,Gabriel,AUBRY,G,,FRA,,9173,70,,,,Jazeman,JAAFAR,G,,MYS,,9056,142,,,,,,,,,,,,,,,,,,,,,,
10,47,10,1:44.645,+1.011,+0.088,198.5,40,Algarve Pro Racing,LMP2,P/A,,Oreca 07 - Gibson,G,59934,92,3,5626,256,184,,,,,John,FALB,B,,USA,,1536,66,,,,James,ALLEN,G,,AUS,,8384,16,,,,Alexander,PERONI,G,,AUS,,10304,16,,,,,,,,,,,,,,,,,,,,,,
