POSITION,NUMBER,TEAM,DRIVER_1,DRIVER_2,DRIVER_3,DRIVER_4,VEHICLE,TYRES,CLASS,GROUP,DIVISION,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,DRIVER_5,
1,91,Pure Rxcing,Aliaksandr MALYKHIN,Harry KING,Julien ANDLAUER,,Oreca 07 - Gibson,M,LMP2,,,Classified,53,2:00'37.110,,,50,1'48.852,178.3,,
2,22,Proton Competition,Giorgio RODA,Vladislav LOMKO,Tom DILLMANN,,Oreca 07 - Gibson,M,LMP2,,,Classified,53,2:00'41.503,4.393,4.393,51,1'49.172,177.7,,
3,25,Algarve Pro Racing,Michael JENSEN,Malthe JAKOBSEN,Valerio RINICELLA,,Oreca 07 - Gibson,M,LMP2,,,Classified,53,2:00'42.354,5.244,0.851,30,1'48.358,179.1,,
4,83,AF Corse,François PERRODO,Matthieu VAXIVIERE,Alessio ROVERA,,Oreca 07 - Gibson,M,LMP2,,,Classified,53,2:00'46.246,9.136,3.892,49,1'49.212,177.7,,
5,20,Algarve Pro Racing,Kriton LENTOUDIS,Olli CALDWELL,Alex QUINN,,Oreca 07 - Gibson,M,LMP2,,,Classified,53,2:00'46.710,9.600,0.464,49,1'49.073,177.9,,
6,11,Proton Competition,Alexander MATTSCHULL,Jonas RIED,Mathias BECHE,,Oreca 07 - Gibson,M,LMP2,,,Classified,53,2:00'48.929,11.819,2.219,51,1'49.953,176.5,,
7,30,RD Limited,Fred POORDAD,Tristan VAUTIER,James ALLEN,,Oreca 07 - Gibson,M,LMP2,,,Classified,53,2:00'51.635,14.525,2.706,31,1'49.627,177.0,,
8,24,Nielsen Racing,Naveen RAO,Matthew BELL,Nicky CATSBURG,,Oreca 07 - Gibson,M,LMP2,,,Classified,53,2:00'52.779,15.669,1.144,34,1'48.894,178.2,,
9,50,AF Corse,Jeremy CLARKE,Patrick BYRNE,Olivier PLA,,Oreca 07 - Gibson,M,LMP2,,,Classified,53,2:01'03.998,26.888,11.219,12,1'50.627,175.4,,
10,3,DKR Engineering,Georgios KOLOVOS,Laurents HÖRR,Job VAN UITERT,,Oreca 07 - Gibson,M,LMP2,,,Classified,52,1:59'10.410,1 Laps,1 Laps,50,1'48.860,178.2,,
11,7,Graff Racing,Danial FROST,James WINSLOW,Alexander BUKHANTSOV,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,51,2:00'23.087,2 Laps,1 Laps,3,1'57.963,164.5,,
12,15,RLR M Sport,Nick ADCOCK,Ian AGUILERA,Chris SHORT,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,51,2:00'51.110,2 Laps,28.023,3,2'00.002,161.7,,
13,43,Inter Europol Competition,Steve BROOKS,Kevin RABIN,Mikkel KRISTENSEN,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,51,2:00'57.871,2 Laps,6.761,14,1'58.150,164.2,,
14,26,Bretton Racing,Jens Reno MOELLER,Griffin PEEBLES,Theodor JENSEN,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,51,2:01'50.017,2 Laps,52.146,47,1'56.227,166.9,,
15,49,High Class Racing,Mark PATTERSON,Anders FJORDBACH,Thomas KIEFER,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,51,2:01'50.706,2 Laps,0.689,51,1'57.099,165.7,,
16,35,Ultimate,Louis STERN,Matteo QUINTARELLI,Leonardo COLAVITA,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,51,2:02'10.825,2 Laps,20.119,50,1'56.410,166.7,,
17,34,Inter Europol Competition,Tim CRESWICK,Daniel ALI,Douwe DEDECKER,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,51,2:02'38.024,2 Laps,27.199,49,1'57.686,164.9,,
18,99,Herberth Motorsport,Ralf BOHN,Alfred RENAUER,Robert RENAUER,,Porsche 911 GT3 R,M,GT,,,Classified,51,2:02'40.998,2 Laps,2.974,44,2'00.041,161.6,,
19,81,Winward Racing,Luca STOLZ,Gabriele PIANA,Rinat SALIKHOV,,Mercedes-AMG GT3 EVO,M,GT,,,Classified,51,2:03'04.923,2 Laps,23.925,45,1'59.986,161.7,,
20,28,AF Corse,Massimiliano WISER,Manuel FRANCO,Davide RIGON,,Ferrari 296 GT3,M,GT,,,Classified,50,2:00'32.236,3 Laps,1 Laps,45,2'00.641,160.8,,
21,87,Origine Motorsport,Bo YUAN,Hongli YE,Laurin HEINRICH,,Porsche 911 GT3 R,M,GT,,,Classified,50,2:00'32.484,3 Laps,0.248,45,2'00.416,161.1,,
22,96,2Seas Motorsport,Anthony MCINTOSH,Parker THOMPSON,Ben BARNICOAT,,Mercedes-AMG GT3 EVO,M,GT,,,Classified,50,2:00'33.119,3 Laps,0.635,49,2'00.184,161.5,,
23,74,Kessel Racing,Dustin Scott BLATTNER,Ben TUCK,Dennis MARSCHALL,,Ferrari 296 GT3,M,GT,,,Classified,50,2:00'35.478,3 Laps,2.359,44,2'01.094,160.2,,
24,2,Climax Racing,Bihuang ZHOU,Elias SEPPANEN,Ralf ARON,,Mercedes-AMG GT3 EVO,M,GT,,,Classified,50,2:00'36.008,3 Laps,0.530,45,2'00.099,161.6,,
25,9,GetSpeed,Anthony BARTONE,Steve JANS,Fabian SCHILLER,,Mercedes-AMG GT3 EVO,M,GT,,,Classified,50,2:00'38.197,3 Laps,2.189,29,2'01.238,160.0,,
26,92,Manthey EMA,Ryan HARDWICK,Riccardo PERA,Richard LIETZ,,Porsche 911 GT3 R,M,GT,,,Classified,50,2:00'38.602,3 Laps,0.405,34,2'01.110,160.2,,
27,10,Manthey,Antares AU,Klaus BACHLER,Joel STURM,,Porsche 911 GT3 R,M,GT,,,Classified,50,2:00'50.370,3 Laps,11.768,49,2'01.817,159.3,,
28,19,Blackthorn,Reema JUFFALI,Jonathan ADAM,Charles BATEMAN,,Aston Martin Vantage AMR GT3,M,GT,,,Classified,50,2:00'53.058,3 Laps,2.688,47,2'01.158,160.2,,
29,79,Tsunami RT,Johannes ZELGER,Fabio BABINI,Daniel GAUNT,,Porsche 911 GT3 R,M,GT,,,Classified,50,2:00'54.122,3 Laps,1.064,31,2'01.229,160.1,,
30,12,Car Collection Motorsport,Bashar MARDINI,James KELL,Nico MENZEL,,Porsche 911 GT3 R,M,GT,,,Classified,50,2:00'55.046,3 Laps,0.924,49,2'01.614,159.6,,
31,60,Proton Competition,Claudio SCHIAVONI,Matteo CRESSONI,Alessio PICARIELLO,,Porsche 911 GT3 R,M,GT,,,Classified,50,2:01'42.055,3 Laps,47.009,47,2'00.104,161.6,,
32,89,EBM,Gabriel RINDONE,Jamie DAY,Mattia DRUDI,,Aston Martin Vantage AMR GT3,M,GT,,,Classified,50,2:01'54.282,3 Laps,12.227,48,1'59.434,162.5,,
33,57,Car Guy,Takeshi KIMURA,Casper STEVENSON,Daniel SERRA,,Ferrari 296 GT3,M,GT,,,Classified,50,2:02'00.257,3 Laps,5.975,48,1'59.951,161.8,,
34,51,AF Corse,Custodio TOLEDO,Cedric SBIRRAZZUOLI,Riccardo AGOSTINI,,Ferrari 296 GT3,M,GT,,,Classified,50,2:02'16.338,3 Laps,16.081,49,1'59.984,161.7,,
35,88,Dragon Racing,Marco PULCINI,Nicola MARINANGELI,Giacomo ALTOE,,Ferrari 296 GT3,M,GT,,,Classified,50,2:02'31.918,3 Laps,15.580,47,2'01.611,159.6,,
36,16,Winward Racing,Maro ENGEL,Viktor SHAYTAR,Sergey STOLYAROV,,Mercedes-AMG GT3 EVO,M,GT,,,Classified,50,2:02'36.202,3 Laps,4.284,48,2'01.788,159.3,,
37,14,Climax Racing,Lu WEI,Ling KANG,Lucas AUER,,Mercedes-AMG GT3 EVO,M,GT,,,Classified,50,2:03'03.950,3 Laps,27.748,29,2'01.909,159.2,,
38,23,Absolute Racing,Carl Wattana BENNETT,Gregory BENNETT,Chris VAN DER DRIFT,,Ferrari 296 GT3,M,GT,,,Classified,49,2:00'33.644,4 Laps,1 Laps,44,2'01.399,159.8,,
39,46,QMMF by Herberth,Ibrahim AL-ABDULGHANI,Abdulla AL-KHELAIFI,Ghanim AL ALI,,Porsche 911 GT3 R,M,GT,,,Classified,48,2:01'12.532,5 Laps,1 Laps,15,2'02.375,158.6,,
40,42,Prime Speed Sport,Rene Heremana MALMEZAC,Nicholas FOSTER,Jono LESTER,,Lamborghini Huracan GT3 EVO2,M,GT,,,Classified,46,1:55'28.702,7 Laps,2 Laps,33,2'03.119,157.6,,
41,85,Iron Dames,Celia MARTIN,Sarah BOVY,Michelle GATTING,,Porsche 911 GT3 R,M,GT,,,Classified,46,2:00'45.363,7 Laps,5'16.661,41,2'01.389,159.8,,
42,27,Optimum Motorsport,Andrew GILBERT,Fran RUEDA,Benji GOETHE,,McLaren 720S GT3,M,GT,,,Classified,7,46'01.953,46 Laps,39 Laps,5,2'00.792,160.6,,
43,77,Optimum Motorsport,Morgan TILLBROOK,Tom IKIN,Marvin KIRCHHOFER,,McLaren 720S GT3,M,GT,,,Classified,2,4'47.567,51 Laps,5 Laps,,,,,
