NUMBER, DRIVER_NUMBER, LAP_NUMBER, LAP_TIME, LAP_IMPROVEMENT, CROSSING_FINISH_LINE_IN_PIT, S1, S1_IMPROVEMENT, S2, S2_IMPROVEMENT, S3, S3_IMPROVEMENT, KPH, ELAPSED, HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,CLASS,GROUP,TEAM,MANUFACTURER,
01,3,1,2:27.369,0,B,50.111,0,52.465,0,44.793,0,140.0,2:27.369,19:02:27.369,0:50.111,0:52.465,0:44.793,,Scott Dixon,0:00:30.845,DPi,,Cadillac Chip Ganassi Racing,Cadillac,
01,3,2,2:08.883,0,,48.942,0,49.990,0,29.951,0,160.0,4:36.252,19:04:36.252,0:48.942,0:49.990,0:29.951,,Scott Dixon,0:00:45.363,DPi,,Cadillac Chip Ganassi Racing,Cadillac,
01,3,3,1:37.993,0,,24.574,0,44.965,0,28.454,0,210.5,6:14.245,19:06:14.245,0:24.574,0:44.965,0:28.454,,Scott Dixon,,DPi,,Cadillac Chip Ganassi Racing,Cadillac,
01,3,4,1:36.204,0,,23.239,0,44.729,0,28.236,1,214.4,7:50.449,19:07:50.449,0:23.239,0:44.729,0:28.236,,Scott Dixon,,DPi,,Cadillac Chip Ganassi Racing,Cadillac,
01,3,5,1:58.843,0,B,23.509,0,48.799,0,46.535,0,173.6,9:49.292,19:09:49.292,0:23.509,0:48.799,0:46.535,,Scott Dixon,,DPi,,Cadillac Chip Ganassi Racing,Cadillac,
01,3,6,15:02.515,0,,13:45.045,0,48.559,0,28.911,0,22.9,24:51.807,19:24:51.807,13:45.045,0:48.559,0:28.911,,Scott Dixon,0:13:42.451,DPi,,Cadillac Chip Ganassi Racing,Cadillac,
01,3,7,2:01.008,0,B,23.222,0,50.186,0,47.600,0,170.4,26:52.815,19:26:52.815,0:23.222,0:50.186,0:47.600,,Scott Dixon,,DPi,,Cadillac Chip Ganassi Racing,Cadillac,
01,3,8,6:36.605,0,,5:21.271,0,46.392,0,28.942,0,52.0,33:29.420,19:33:29.420,5:21.271,0:46.392,0:28.942,,Scott Dixon,0:05:18.885,DPi,,Cadillac Chip Ganassi Racing,Cadillac,
01,3,9,1:37.411,0,,24.004,0,45.082,0,28.325,0,211.7,35:06.831,19:35:06.831,0:24.004,0:45.082,0:28.325,,Scott Dixon,,DPi,,Cadillac Chip Ganassi Racing,Cadillac,
01,3,10,1:51.231,0,B,23.391,0,45.187,0,42.653,0,185.4,36:58.062,19:36:58.062,0:23.391,0:45.187,0:42.653,,Scott Dixon,,DPi,,Cadillac Chip Ganassi Racing,Cadillac,
01,3,11,8:17.019,0,,7:02.622,0,46.058,0,28.339,0,41.5,45:15.081,19:45:15.081,7:02.622,0:46.058,0:28.339,,Scott Dixon,0:07:00.377,DPi,,Cadillac Chip Ganassi Racing,Cadillac,
01,3,12,1:36.691,0,,22.919,0,44.620,1,29.152,0,213.3,46:51.772,19:46:51.772,0:22.919,0:44.620,0:29.152,,Scott Dixon,,DPi,,Cadillac Chip Ganassi Racing,Cadillac,
01,3,13,1:37.295,0,,23.037,0,44.621,0,29.637,0,212.0,48:29.067,19:48:29.067,0:23.037,0:44.621,0:29.637,,Scott Dixon,,DPi,,Cadillac Chip Ganassi Racing,Cadillac,
01,3,14,1:49.431,0,B,22.851,3,44.842,0,41.738,0,188.5,50:18.498,19:50:18.498,0:22.851,0:44.842,0:41.738,,Scott Dixon,,DPi,,Cadillac Chip Ganassi Racing,Cadillac,
01,2,15,5:58.866,0,,4:42.589,0,46.661,0,29.616,0,57.5,56:17.364,19:56:17.364,4:42.589,0:46.661,0:29.616,,Kevin Magnussen,0:04:40.773,DPi,,Cadillac Chip Ganassi Racing,Cadillac,
01,2,16,1:38.177,0,,23.249,0,46.027,0,28.901,0,210.1,57:55.541,19:57:55.541,0:23.249,0:46.027,0:28.901,,Kevin Magnussen,,DPi,,Cadillac Chip Ganassi Racing,Cadillac,
01,2,17,1:39.452,0,,23.961,0,44.975,0,30.516,0,207.4,59:34.993,19:59:34.993,0:23.961,0:44.975,0:30.516,,Kevin Magnussen,,DPi,,Cadillac Chip Ganassi Racing,Cadillac,
01,2,18,1:35.824,0,,22.989,0,44.770,0,28.065,0,215.2,1:01:10.817,20:01:10.817,0:22.989,0:44.770,0:28.065,,Kevin Magnussen,,DPi,,Cadillac Chip Ganassi Racing,Cadillac,
01,2,19,1:37.209,0,,23.644,0,44.602,3,28.963,0,212.2,1:02:48.026,20:02:48.026,0:23.644,0:44.602,0:28.963,,Kevin Magnussen,,DPi,,Cadillac Chip Ganassi Racing,Cadillac,
01,2,20,1:52.478,0,B,24.439,0,45.675,0,42.364,0,183.4,1:04:40.504,20:04:40.504,0:24.439,0:45.675,0:42.364,,Kevin Magnussen,,DPi,,Cadillac Chip Ganassi Racing,Cadillac,
01,2,21,2:35.472,0,,1:18.986,0,47.523,0,28.963,0,132.7,1:07:15.976,20:07:15.976,1:18.986,0:47.523,0:28.963,,Kevin Magnussen,0:01:15.454,DPi,,Cadillac Chip Ganassi Racing,Cadillac,
01,2,22,1:39.238,0,,25.260,0,45.314,0,28.664,0,207.8,1:08:55.214,20:08:55.214,0:25.260,0:45.314,0:28.664,,Kevin Magnussen,,DPi,,Cadillac Chip Ganassi Racing,Cadillac,
01,2,23,1:36.210,0,,23.168,0,45.007,0,28.035,0,214.4,1:10:31.424,20:10:31.424,0:23.168,0:45.007,0:28.035,,Kevin Magnussen,,DPi,,Cadillac Chip Ganassi Racing,Cadillac,
01,2,24,1:41.079,0,,23.642,0,49.040,0,28.397,0,204.1,1:12:12.503,20:12:12.503,0:23.642,0:49.040,0:28.397,,Kevin Magnussen,,DPi,,Cadillac Chip Ganassi Racing,Cadillac,
01,2,25,1:36.592,0,,23.061,0,45.434,0,28.097,0,213.5,1:13:49.095,20:13:49.095,0:23.061,0:45.434,0:28.097,,Kevin Magnussen,,DPi,,Cadillac Chip Ganassi Racing,Cadillac,
01,2,26,1:37.655,0,,22.934,1,45.486,0,29.235,0,211.2,1:15:26.750,20:15:26.750,0:22.934,0:45.486,0:29.235,,Kevin Magnussen,,DPi,,Cadillac Chip Ganassi Racing,Cadillac,
01,2,27,1:35.412,3,,23.036,0,44.637,0,27.739,4,216.2,1:17:02.162,20:17:02.162,0:23.036,0:44.637,0:27.739,,Kevin Magnussen,,DPi,,Cadillac Chip Ganassi Racing,Cadillac,
01,2,28,1:38.070,0,,22.962,0,46.995,0,28.113,0,210.3,1:18:40.232,20:18:40.232,0:22.962,0:46.995,0:28.113,,Kevin Magnussen,,DPi,,Cadillac Chip Ganassi Racing,Cadillac,
01,2,29,1:51.993,0,B,23.056,0,46.500,0,42.437,0,184.2,1:20:32.225,20:20:32.225,0:23.056,0:46.500,0:42.437,,Kevin Magnussen,,DPi,,Cadillac Chip Ganassi Racing,Cadillac,
01,4,30,8:30.012,0,,7:09.515,0,50.340,0,30.157,0,40.4,1:29:02.237,20:29:02.237,7:09.515,0:50.340,0:30.157,,Marcus Ericsson,0:07:03.311,DPi,,Cadillac Chip Ganassi Racing,Cadillac,
01,4,31,1:42.798,0,,26.230,0,47.191,0,29.377,0,200.6,1:30:45.035,20:30:45.035,0:26.230,0:47.191,0:29.377,,Marcus Ericsson,,DPi,,Cadillac Chip Ganassi Racing,Cadillac,
01,4,32,1:39.096,0,,23.925,0,46.291,0,28.880,0,208.1,1:32:24.131,20:32:24.131,0:23.925,0:46.291,0:28.880,,Marcus Ericsson,,DPi,,Cadillac Chip Ganassi Racing,Cadillac,
01,4,33,1:37.667,0,,23.518,0,45.629,0,28.520,0,211.2,1:34:01.798,20:34:01.798,0:23.518,0:45.629,0:28.520,,Marcus Ericsson,,DPi,,Cadillac Chip Ganassi Racing,Cadillac,
01,4,34,1:40.711,0,,23.830,0,48.322,0,28.559,0,204.8,1:35:42.509,20:35:42.509,0:23.830,0:48.322,0:28.559,,Marcus Ericsson,,DPi,,Cadillac Chip Ganassi Racing,Cadillac,
01,4,35,1:39.481,0,,24.333,0,46.448,0,28.700,0,207.3,1:37:21.990,20:37:21.990,0:24.333,0:46.448,0:28.700,,Marcus Ericsson,,DPi,,Cadillac Chip Ganassi Racing,Cadillac,
01,4,36,1:38.242,0,,24.292,0,45.435,0,28.515,0,209.9,1:39:00.232,20:39:00.232,0:24.292,0:45.435,0:28.515,,Marcus Ericsson,,DPi,,Cadillac Chip Ganassi Racing,Cadillac,
