POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,30,13,1:54.243,-,-,174.7,36,Duqueine Team,LMP2,,,Oreca 07 - Gibson,M,78245,5981,3,6027,,70,,,,,John,Falb,B,,USA,,1536,66,,,,Carl,Wattana Bennett,S,,USA,,11300,,,,,Oliver,Rasmussen,G,,DNK,,10332,57,,,,,,,,,,,,,,,,,,,,,,
2,83,8,1:54.837,+0.594,+0.594,173.8,30,AF Corse,LMP2,,,Oreca 07 - Gibson,M,78248,16,3,6027,,119,,,,,Francois,Perrodo,B,,FRA,,260,70,,,,Matthieu,Vaxiviere,G,,FRA,,7798,70,,,,Alessio,Rovera,P,,ITA,,9837,119,,,,,,,,,,,,,,,,,,,,,,
3,4,6,1:54.882,+0.639,+0.045,173.7,31,Crowdstrike Racing by APR,LMP2,,,Oreca 07 - Gibson,M,78241,6347,3,6027,,,,,,,George,Kurtz,B,,USA,,11041,66,,,,Colin,Braun,G,,USA,,4667,66,,,,Malthe,Jakobsen,G,,DNK,,9610,57,,,,,,,,,,,,,,,,,,,,,,
4,3,8,1:55.400,+1.157,+0.518,172.9,24,DKR Engineering,LMP2,,,Oreca 07 - Gibson,M,78240,49,3,6027,,138,,,,,Alexander,Mattschull,B,,DEU,,9718,5,,,,Thomas,Dillmann,G,,FRA,,1352,70,,,,Laurents,Hoerr,G,,DEU,,9124,5,,,,,,,,,,,,,,,,,,,,,,
5,99,5,1:55.465,+1.222,+0.065,172.8,29,99 Racing,LMP2,,,Oreca 07 - Gibson,M,78250,6301,3,6027,,188,,,,,Ahmad,AL Harthy,B,,OMN,,8810,170,,,,Nikita,Mazepin,P,,_,,10904,254,,,,Louis,Deletraz,G,,CHE,,9621,219,,,,,,,,,,,,,,,,,,,,,,
6,22,10,1:56.352,+2.109,+0.887,171.5,21,Proton Competition,LMP2,,,Oreca 07 - Gibson,M,78242,45,3,6027,,5,,,,,Giorgio,Roda,B,,ITA,,458,119,,,,Julien,Andlauer,G,,FRA,,9192,70,,,,Rene,Binder,G,,AUT,,9190,17,,,,,,,,,,,,,,,,,,,,,,
7,25,23,1:56.356,+2.113,+0.004,171.5,33,Algarve Pro Racing,LMP2,,,Oreca 07 - Gibson,M,78244,92,3,6027,,184,,,,,Christopher,McMurry,B,,USA,,1153,66,,,,Freddie,Tomlinson,S,,GBR,,11251,,,,,Toby,Sowery,S,,GBR,,11286,,,,,,,,,,,,,,,,,,,,,,,
8,55,22,1:56.490,+2.247,+0.134,171.3,23,Proton Competition,LMP2,,,Oreca 07 - Gibson,M,78247,45,3,6027,,5,,,,,PJ,Hyett,B,,USA,,10826,66,,,,Harry,Tincknell,P,,GBR,,303,188,,,,Paul,Loup Chatin,G,,FRA,,313,70,,,,,,,,,,,,,,,,,,,,,,
9,24,5,1:56.569,+2.326,+0.079,171.2,27,Nielsen Racing,LMP2,,,Oreca 07 - Gibson,M,78243,5670,3,6027,,188,,,,,Ian,Loggie,B,,GBR,,11285,,,,,Alejandro,Garcia,S,,MEX,,10860,151,,,,Ferdinand,Habsburg-Lothringen,G,,AUT,,10000,17,,,,,,,,,,,,,,,,,,,,,,
10,90,8,1:56.798,+2.555,+0.229,170.8,32,TF Sport,LMP2,,,Oreca 07 - Gibson,M,78249,364,3,6027,,188,,,,,Salih,Yoluc,B,,TUR,,1346,240,,,,Michael,Dinan,S,,USA,,10231,66,,,,Charles,Eastwood,G,,IRL,,9016,116,,,,,,,,,,,,,,,,,,,,,,
