POSITION,NUMBER,TEAM,DRIVER_1,DRIVER_2,DRIVER_3,DRIVER_4,VEHICLE,TYRES,CLASS,GROUP,DIVISION,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,DRIVER_5,
1,34,Inter Europol Competition,Oliver GRAY,Clément NOVALAK,Luca GHIOTTO,,Oreca 07 - Gibson,G,LMP2,,,Classified,32,1:00'38.713,,,5,1'36.271,196.1,,
2,25,Algarve Pro Racing,Matthias KAISER,Olli CALDWELL,Alexander LYNN,,Oreca 07 - Gibson,G,LMP2,,,Classified,32,1:00'48.295,9.582,9.582,4,1'37.035,194.6,,
3,9,Iron Lynx - Proton,Jonas RIED,Maceo CAPIETTO,Matteo CAIROLI,,Oreca 07 - Gibson,G,LMP2,,,Classified,32,1:00'49.264,10.551,0.969,5,1'37.272,194.1,,
4,65,Panis Racing,Manuel MALDONADO,Charles MILESI,Arthur LECLERC,,Oreca 07 - Gibson,G,LMP2,,,Classified,32,1:00'54.363,15.650,5.099,6,1'37.050,194.6,,
5,37,COOL Racing,Lorenzo FLUXA,Malthe JAKOBSEN,Ritomo MIYATA,,Oreca 07 - Gibson,G,LMP2,,,Classified,32,1:00'55.651,16.938,1.288,6,1'37.544,193.6,,
6,43,Inter Europol Competition,Sebastian ALVAREZ,Vladislav LOMKO,Tom DILLMANN,,Oreca 07 - Gibson,G,LMP2,,,Classified,32,1:01'00.740,22.027,5.089,3,1'37.196,194.3,,
7,23,United Autosports,Bijoy GARG,Fabio SCHERER,Paul DI RESTA,,Oreca 07 - Gibson,G,LMP2,,,Classified,32,1:01'05.977,27.264,5.237,7,1'37.836,193.0,,
8,28,IDEC Sport,Nicolas PINO,Reshad DE GERUS,Job VAN UITERT,,Oreca 07 - Gibson,G,LMP2,,,Classified,32,1:01'06.568,27.855,0.591,5,1'37.319,194.0,,
9,14,AO by TF,Jonny EDGAR,Louis DELÉTRAZ,Robert KUBICA,,Oreca 07 - Gibson,G,LMP2,,,Classified,32,1:01'07.158,28.445,0.590,6,1'37.387,193.9,,
10,22,United Autosports,Filip UGRAN,Marino SATO,Benjamin HANLEY,,Oreca 07 - Gibson,G,LMP2,,,Classified,32,1:01'10.510,31.797,3.352,5,1'37.350,194.0,,
11,10,Vector Sport,Ryan CULLEN,Stéphane RICHELMI,Patrick PILET,,Oreca 07 - Gibson,G,LMP2,,,Classified,32,1:01'24.226,45.513,13.716,6,1'37.416,193.8,,
12,27,Nielsen Racing,Benjamin PEDERSEN,William STEVENS,,,Oreca 07 - Gibson,G,LMP2,,,Classified,32,1:01'31.817,53.104,7.591,6,1'38.560,191.6,,
13,30,Duqueine Team,Niels KOOLEN,Jean-Baptiste SIMMENAUER,James ALLEN,,Oreca 07 - Gibson,G,LMP2,,,Classified,32,1:01'32.055,53.342,0.238,5,1'37.379,193.9,,
14,24,Nielsen Racing,John FALB,Colin NOBLE,Nicholas YELLOLY,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,32,1:01'35.609,56.896,3.554,4,1'39.274,190.2,,
15,19,Team Virage,Georgios KOLOVOS,Raphaël NARAC,Tristan VAUTIER,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,32,1:01'42.578,1'03.865,6.969,16,1'40.123,188.6,,
16,83,AF Corse,François PERRODO,Matthieu VAXIVIERE,Alessio ROVERA,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,32,1:01'49.006,1'10.293,6.428,15,1'40.642,187.6,,
17,77,Proton Competition,Giorgio RODA,René BINDER,Bent VISCAAL,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,32,1:01'53.934,1'15.221,4.928,3,1'39.241,190.3,,
18,29,Richard Mille by TDS,Rodrigo SALES,Mathias BECHE,Grégoire SAUCY,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,32,1:02'01.812,1'23.099,7.878,4,1'39.790,189.2,,
19,21,United Autosports,Daniel SCHNEIDER,Andrew MEYRICK,Oliver JARVIS,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,31,59'58.079,1 Laps,1 Laps,6,1'40.943,187.1,,
20,20,Algarve Pro Racing,Kriton LENTOUDIS,Richard BRADLEY,Alex QUINN,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,31,1:00'44.749,1 Laps,46.670,6,1'43.750,182.0,,
21,88,Inter Europol Competition,Alexander BUKHANTSOV,Kai ASKEY,Pedro PERINO,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,31,1:00'47.068,1 Laps,2.319,25,1'46.804,176.8,,
22,12,WTM by Rinaldi Racing,Torsten KRATZ,Leonard WEISS,Oscar TUNJO,,Duqueine M30 - D08 - Nissan,M,LMP3,,,Classified,31,1:00'54.902,1 Laps,7.834,16,1'46.300,177.6,,
23,8,Team Virage,Julien GERBI,Bernardo PINHEIRO,Gillian HENRION,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,31,1:00'55.653,1 Laps,0.751,30,1'46.626,177.1,,
24,4,DKR Engineering,Alexander MATTSCHULL,Wyatt BRICHACEK,Guilherme OLIVEIRA,,Duqueine M30 - D08 - Nissan,M,LMP3,,,Classified,31,1:01'10.869,1 Laps,15.216,7,1'46.829,176.7,,
