POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,IMSA_CarId,IMSA_TeamId,IMSA_ClassId,IMSA_CarTypeId,IMSA_ManufacturerId,IMSA_TireId,IMSA_SponsorId,IMSA_EventEntryId,*Extra 9,*Extra 10,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_IMSA_DriverId,DRIVER1_IMSA_DriverPlugId,DRIVER1_IMSA_DriverRatingLong,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_IMSA_DriverId,DRIVER2_IMSA_DriverPlugId,DRIVER2_IMSA_DriverRatingLong,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_IMSA_DriverId,DRIVER3_IMSA_DriverPlugId,DRIVER3_IMSA_DriverRatingLong,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_IMSA_DriverId,DRIVER4_IMSA_DriverPlugId,DRIVER4_IMSA_DriverRatingLong,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_IMSA_DriverId,DRIVER5_IMSA_DriverPlugId,DRIVER5_IMSA_DriverRatingLong,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_IMSA_DriverId,DRIVER6_IMSA_DriverPlugId,DRIVER6_IMSA_DriverRatingLong,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,9,Classified,86,2:40:37.906,-,-,32,1:46.066,178.6,Pfaff Motorsports,GTDPRO,,,Porsche 911 GT3R,M,1536,390,41,93,112,3,5,13677,,,Matt,Campbell,Gold,,AUS,,1791,2,Gold,,,Mathieu,Jaminet,Gold,,FRA,,2707,3,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,Classified,86,2:40:38.729,+0.823,+0.823,29,1:45.455,179.7,Corvette Racing,GTDPRO,,,Chevrolet Corvette C8.R GTD,M,1537,23,41,110,105,3,11,13678,,,Antonio,Garcia,Platinum,,ESP,,2726,1,Platinum,,,Jordan,Taylor,Platinum,,USA,,13,2,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,57,Classified,86,2:40:42.369,+4.463,+3.640,77,1:45.640,179.3,Winward Racing,GTD,,,Mercedes-AMG GT3,M,2063,304,4,173,7643,3,35,13682,,,Russell,Ward,Silver,,USA,,1252,1,Silver,,,Philip,Ellis,Gold,,CHE,,1936,2,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,27,Classified,86,2:40:48.705,+10.799,+6.336,30,1:46.309,178.2,Heart of Racing Team,GTD,,,Aston Martin Vantage GT3,M,1510,294,4,18,73,3,65,13687,,,Roman,De Angelis,Silver,,CAN,,1379,1,Silver,,,Maxime,Martin,Platinum,,BEL,,360,3,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,Classified,86,2:40:50.866,+12.960,+2.161,31,1:46.191,178.4,Paul Miller Racing,GTD,,,BMW M4 GT3,M,1558,34,4,111,74,3,59,13686,,,Bryan,Sellers,Gold,,USA,,18,1,Gold,,,Madison,Snow,Silver,,USA,,155,2,Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,12,Classified,86,2:40:52.381,+14.475,+1.515,31,1:46.235,178.3,VasserSullivan,GTD,,,Lexus RC F GT3,M,931,336,4,46,7644,3,47,13684,,,Frankie,Montecalvo,Silver,,USA,,1279,1,Silver,,,Aaron,Telitz,Gold,,USA,,2230,2,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,16,Classified,86,2:40:53.042,+15.136,+0.661,59,1:46.136,178.5,Wright Motorsports,GTD,,,Porsche 911 GT3R,M,857,111,4,93,112,3,95,13692,,,Ryan,Hardwick,Bronze,,USA,,1256,1,Bronze,,,Jan,Heylen,Gold,,BEL,,184,3,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,79,Classified,86,2:40:53.360,+15.454,+0.318,57,1:45.934,178.8,WeatherTech Racing,GTD,,,Mercedes-AMG GT3,M,2080,360,4,175,7643,3,89,13691,,,Cooper,MacNeil,Silver,,USA,,113,1,Silver,,,Jules,Gounon,Platinum,,FRA,,1224,2,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,14,Classified,86,2:40:55.935,+18.029,+2.575,35,1:46.318,178.2,VasserSullivan,GTDPRO,,,Lexus RC F GT3,M,1550,336,41,46,7644,3,17,13679,,,Jack,Hawksworth,Gold,,GBR,,838,2,Gold,,,Ben,Barnicoat,Platinum,,GBR,,2620,1,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,96,Classified,86,2:41:03.697,+25.791,+7.762,26,1:45.635,179.3,Turner Motorsport,GTD,,,BMW M4 GT3,M,1553,38,4,111,74,3,53,13685,,,Robby,Foley,Silver,,USA,,1302,2,Silver,,,Bill,Auberlen,Gold,,USA,,39,1,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,23,Classified,86,2:41:21.155,+43.249,+17.458,32,1:46.127,178.5,Heart of Racing Team,GTDPRO,,,Aston Martin Vantage GT3,M,1559,294,41,18,73,3,23,13680,,,Ross,Gunn,Gold,,GBR,,1905,1,Gold,,,Alex,Riberas,Gold,,ESP,,2006,2,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,32,Classified,86,2:41:24.085,+46.179,+2.930,56,1:46.122,178.5,Team Korthoff Motorsports,GTD,,,Mercedes-AMG GT3,M,2069,222,4,173,7643,3,71,13688,,,Mike,Skeen,Silver,,USA,,830,4,Silver,,,Stevan,McAleer,Silver,,GBR,,460,2,Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,25,Classified,86,2:41:31.985,+54.079,+7.900,33,1:46.018,178.7,BMW M Team RLL,GTDPRO,,,BMW M4 GT3,M,1565,395,41,111,74,3,29,13681,,,Connor,De Phillippi,Gold,,USA,,698,2,Gold,,,John,Edwards,Platinum,,USA,,942,3,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,51,Classified,86,2:41:48.884,+1:10.978,+16.899,31,1:46.620,177.7,Rick Ware Racing,GTD,,,Acura NSX GT3,M,1748,307,4,43,7641,3,101,13693,,,Ryan,Eversley,Gold,,USA,,501,3,Gold,,,Aidan,Read,Silver,,AUS,,2417,2,Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,
