POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,IMSA_CarId,IMSA_TeamId,IMSA_ClassId,IMSA_CarTypeId,IMSA_ManufacturerId,IMSA_TireId,IMSA_SponsorId,IMSA_EventEntryId,*Extra 9,*Extra 10,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_IMSA_DriverId,DRIVER1_IMSA_DriverPlugId,DRIVER1_IMSA_DriverRatingLong,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_IMSA_DriverId,DRIVER2_IMSA_DriverPlugId,DRIVER2_IMSA_DriverRatingLong,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_IMSA_DriverId,DRIVER3_IMSA_DriverPlugId,DRIVER3_IMSA_DriverRatingLong,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_IMSA_DriverId,DRIVER4_IMSA_DriverPlugId,DRIVER4_IMSA_DriverRatingLong,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_IMSA_DriverId,DRIVER5_IMSA_DriverPlugId,DRIVER5_IMSA_DriverRatingLong,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_IMSA_DriverId,DRIVER6_IMSA_DriverPlugId,DRIVER6_IMSA_DriverRatingLong,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,31,5,1:46.212,-,-,204.0,27,Whelen Engineering Racing,DPi,,,Cadillac DPi,M,741,159,27,49,7646,3,,10520,,,Felipe,Nasr,Platinum,,BRA,,1598,1,Platinum,,,Mike,Conway,Platinum,,GBR,,1254,2,Platinum,,,Pipo,Derani,Platinum,,BRA,,1083,3,Platinum,,,,,,,,,,,,,,,,,,,,,
2,01,8,1:46.619,+0.407,+0.407,203.2,21,Cadillac Chip Ganassi Racing,DPi,,,Cadillac DPi,M,943,339,27,49,7646,3,,10502,,,Renger,van der Zande,Gold,,NLD,,1998,1,Gold,,,Kevin,Magnussen,Platinum,,DNK,,2411,2,Platinum,,,Scott,Dixon,Platinum,,NZL,,631,3,Platinum,,,,,,,,,,,,,,,,,,,,,
3,60,8,1:46.925,+0.713,+0.306,202.6,20,Meyer Shank Racing w/Curb-Agajanian,DPi,,,Acura DPi,M,947,3,27,65,7641,3,,10503,,,Dane,Cameron,Gold,,USA,,54,1,Gold,,,Olivier,Pla,Platinum,,FRA,,2409,2,Platinum,,,Juan Pablo,Montoya,Platinum,,COL,,1329,3,Platinum,,,,,,,,,,,,,,,,,,,,,
4,5,10,1:47.160,+0.948,+0.235,202.2,23,Mustang Sampling / JDC-Miller MotorSports,DPi,,,Cadillac DPi,M,1043,367,27,49,7646,3,,10490,,,Tristan,Vautier,Gold,,FRA,,635,1,Gold,,,Loic,Duval,Platinum,,FRA,,1274,2,Platinum,,,Sebastien,Bourdais,Platinum,,FRA,,602,3,Platinum,,,,,,,,,,,,,,,,,,,,,
5,10,8,1:47.446,+1.234,+0.286,201.7,20,Konica Minolta Acura ARX-05,DPi,,,Acura DPi,M,948,81,27,65,7641,3,,10504,,,Ricky,Taylor,Platinum,,USA,,608,1,Platinum,,,Filipe,Albuquerque,Platinum,,PRT,,1194,2,Platinum,,,Alexander,Rossi,Platinum,,USA,,599,3,Platinum,,,,,,,,,,,,,,,,,,,,,
6,48,5,1:47.599,+1.387,+0.153,201.4,21,Ally Cadillac Racing,DPi,,,Cadillac DPi,M,963,344,27,49,7646,3,,10604,,,Jimmie,Johnson,Platinum,,USA,,2244,1,Platinum,,,Kamui,Kobayashi,Platinum,,JPN,,1778,2,Platinum,,,Simon,Pagenaud,Platinum,,FRA,,3,3,Platinum,,,,,,,,,,,,,,,,,,,,,
7,55,12,1:47.969,+1.757,+0.370,200.7,22,Mazda Motorsports,DPi,,,Mazda DPi,M,858,4,27,48,110,3,,10485,,,Oliver,Jarvis,Platinum,,GBR,,1999,1,Platinum,,,Harry,Tincknell,Platinum,,GBR,,1288,2,Platinum,,,Jonathan,Bomarito,Gold,,USA,,309,3,Gold,,,,,,,,,,,,,,,,,,,,,
8,52,23,1:49.920,+3.708,+1.951,197.1,25,PR1 Mathiasen Motorsports,LMP2,,,ORECA LMP2 07,M,776,16,28,85,7637,3,,10517,,,Ben,Keating,Bronze,,USA,,378,1,Bronze,,,Mikkel,Jensen,Gold,,DNK,,2088,2,Gold,,,Scott,Huffaker,Silver,,USA,,1852,3,Silver,,,,,,,,,,,,,,,,,,,,,
9,22,14,1:50.745,+4.533,+0.825,195.7,23,United Autosports,LMP2,,,ORECA LMP2 07,M,1355,370,28,85,7637,3,,10566,,,James,McGuire,Bronze,,USA,,921,2,Bronze,,,Wayne,Boyd,Silver,,GBR,,1912,1,Silver,,,Guy,Smith,Gold,,GBR,,2491,3,Gold,,,,,,,,,,,,,,,,,,,,,
10,11,19,1:52.384,+6.172,+1.639,192.8,20,WIN Autosport,LMP2,,,ORECA LMP2 07,M,942,183,28,85,7637,3,,10499,,,Steven,Thomas,Bronze,,USA,,1919,1,Bronze,,,Tristan,Nunez,Gold,,USA,,169,2,Gold,,,Thomas,Merrill,Bronze,,USA,,1458,3,Bronze,,,,,,,,,,,,,,,,,,,,,
11,8,7,1:52.486,+6.274,+0.102,192.6,24,Tower Motorsport,LMP2,,,ORECA LMP2 07,M,973,352,28,85,7637,3,,10532,,,John,Farano,Bronze,,CAN,,441,1,Bronze,,,Gabriel,Aubry,Gold,,FRA,,1769,2,Gold,,,Tim,Buret,Silver,,FRA,,2291,6,Silver,,,,,,,,,,,,,,,,,,,,,
12,18,4,1:54.957,+8.745,+2.471,188.5,4,Era Motorsport,LMP2,,,ORECA LMP2 07,M,761,291,28,85,7637,3,,10524,,,Dwight,Merriman,Bronze,,USA,,1930,1,Bronze,,,Kyle,Tilley,Silver,,GBR,,1079,2,Silver,,,Ryan,Dalziel,Gold,,GBR,,192,3,Gold,,,,,,,,,,,,,,,,,,,,,
13,3,9,1:56.715,+10.503,+1.758,185.7,18,Corvette Racing,GTLM,,,Chevrolet Corvette C8.R,M,748,23,3,83,105,3,,10486,,,Antonio,Garcia,Platinum,,ESP,,12,1,Platinum,,,Jordan,Taylor,Platinum,,USA,,13,2,Platinum,,,Nicky,Catsburg,Platinum,,NLD,,1113,3,Platinum,,,,,,,,,,,,,,,,,,,,,
14,91,9,1:56.917,+10.705,+0.202,185.3,20,Riley Motorsports,LMP3,,,Ligier JS P320,M,1283,35,36,96,7650,3,,10478,,,Jim,Cox,Bronze,,USA,,1248,1,Bronze,,,Dylan,Murry,Silver,,USA,,2233,2,Silver,,,Jeroen,Bleekemolen,Gold,,NLD,,186,4,Gold,,,,,,,,,,,,,,,,,,,,,
15,54,11,1:56.992,+10.780,+0.075,185.2,19,Core Autosport,LMP3,,,Ligier JS P320,M,1285,174,36,96,7650,3,,10480,,,Jonathan,Bennett,Bronze,,USA,,60,1,Bronze,,,George,Kurtz,Bronze,,USA,,1612,3,Bronze,,,Colin,Braun,Gold,,USA,,61,2,Gold,,,,,,,,,,,,,,,,,,,,,
16,83,4,1:57.057,+10.845,+0.065,185.1,16,WIN Autosport,LMP3,,,Duqueine D08,M,1376,183,36,105,7665,3,,10610,,,Matthew,Bell,Silver,,GBR,,424,4,Silver,,,Rodrigo,Sales,Bronze,,USA,,1501,2,Bronze,,,Niklas,Kruetten,Silver,,DEU,,2498,1,Silver,,,,,,,,,,,,,,,,,,,,,
17,74,10,1:57.151,+10.939,+0.094,185.0,25,Riley Motorsports,LMP3,,,Ligier JS P320,M,1282,35,36,96,7650,3,,10477,,,Gar,Robinson,Silver,,USA,,861,1,Silver,,,Spencer,Pigot,Gold,,USA,,243,2,Gold,,,Scott,Andrews,Silver,,AUS,,1657,3,Silver,,,,,,,,,,,,,,,,,,,,,
18,79,8,1:57.274,+11.062,+0.123,184.8,22,WeatherTech Racing,GTLM,,,Porsche 911 RSR - 19,M,983,360,3,87,112,3,,10540,,,Cooper,MacNeil,Silver,,USA,,113,1,Silver,,,Mathieu,Jaminet,Gold,,FRA,,1449,2,Gold,,,Matt,Campbell,Gold,,AUS,,1791,3,Gold,,,,,,,,,,,,,,,,,,,,,
