POSITION,NUMBER,TEAM,DRIVER_1,DRIVER_2,DRIVER_3,DRIVER_4,VEHICLE,TYRES,CLASS,GROUP,DIVISION,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,DRIVER_5,
1,37,COOL Racing,Lorenzo FLUXA,Malthe JAKOBSEN,Ritomo MIYATA,,Oreca 07 - Gibson,G,LMP2,,,Classified,93,3:00'11.850,,,4,1'43.220,201.3,,
2,28,IDEC Sport,Paul LAFARGUE,Reshad DE GERUS,Job VAN UITERT,,Oreca 07 - Gibson,G,LMP2,,,Classified,93,3:00'13.476,1.626,1.626,89,1'43.448,200.8,,
3,43,Inter Europol Competition,Sebastian ALVAREZ,Vladislav LOMKO,Tom DILLMANN,,Oreca 07 - Gibson,G,LMP2,,,Classified,93,3:00'14.486,2.636,1.010,89,1'43.515,200.7,,
4,14,AO by TF,Jonny EDGAR,Louis DELÉTRAZ,Robert KUBICA,,Oreca 07 - Gibson,G,LMP2,,,Classified,93,3:00'18.900,7.050,4.414,60,1'43.547,200.6,,
5,34,Inter Europol Competition,Oliver GRAY,Clément NOVALAK,Luca GHIOTTO,,Oreca 07 - Gibson,G,LMP2,,,Classified,93,3:00'19.284,7.434,0.384,50,1'43.541,200.7,,
6,22,United Autosports,Filip UGRAN,Marino SATO,Benjamin HANLEY,,Oreca 07 - Gibson,G,LMP2,,,Classified,93,3:00'19.801,7.951,0.517,6,1'43.425,200.9,,
7,47,COOL Racing,Alejandro GARCIA,Paul-Loup CHATIN,Frederik VESTI,,Oreca 07 - Gibson,G,LMP2,,,Classified,93,3:00'22.601,10.751,2.800,57,1'43.631,200.5,,
8,25,Algarve Pro Racing,Matthias KAISER,Olli CALDWELL,Alexander LYNN,,Oreca 07 - Gibson,G,LMP2,,,Classified,93,3:00'23.580,11.730,0.979,55,1'43.076,201.6,,
9,29,Richard Mille by TDS,Rodrigo SALES,Mathias BECHE,Grégoire SAUCY,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,93,3:00'28.368,16.518,4.788,57,1'43.613,200.5,,
10,30,Duqueine Team,Niels KOOLEN,Jean-Baptiste SIMMENAUER,James ALLEN,,Oreca 07 - Gibson,G,LMP2,,,Classified,93,3:00'29.413,17.563,1.045,90,1'43.869,200.0,,
11,77,Proton Competition,Giorgio RODA,René BINDER,Bent VISCAAL,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,93,3:00'30.339,18.489,0.926,89,1'43.727,200.3,,
12,83,AF Corse,François PERRODO,Matthieu VAXIVIERE,Alessio ROVERA,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,93,3:00'32.867,21.017,2.528,88,1'42.781,202.1,,
13,9,Iron Lynx - Proton,Jonas RIED,Maceo CAPIETTO,Matteo CAIROLI,,Oreca 07 - Gibson,G,LMP2,,,Classified,93,3:00'45.826,33.976,12.959,93,1'43.456,200.8,,
14,21,United Autosports,Daniel SCHNEIDER,Andrew MEYRICK,Oliver JARVIS,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,93,3:00'48.536,36.686,2.710,90,1'44.048,199.7,,
15,24,Nielsen Racing,John FALB,Colin NOBLE,Albert COSTA BALBOA,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,93,3:00'50.859,39.009,2.323,70,1'44.418,199.0,,
16,65,Panis Racing,Manuel MALDONADO,Charles MILESI,Arthur LECLERC,,Oreca 07 - Gibson,G,LMP2,,,Classified,93,3:01'37.224,1'25.374,46.365,93,1'44.234,199.3,,
17,10,Vector Sport,Ryan CULLEN,Stéphane RICHELMI,Felipe DRUGOVICH,,Oreca 07 - Gibson,G,LMP2,,,Classified,93,3:01'50.899,1'39.049,13.675,89,1'43.220,201.3,,
18,3,DKR Engineering,Andres LATORRE CANON,Cem BOLUKBASI,Laurents HÖRR,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,92,3:00'16.355,1 Laps,1 Laps,58,1'43.441,200.8,,
19,23,United Autosports,Bijoy GARG,Fabio SCHERER,Paul DI RESTA,,Oreca 07 - Gibson,G,LMP2,,,Classified,92,3:00'25.888,1 Laps,9.533,46,1'43.951,199.9,,
20,27,Nielsen Racing,David HEINEMEIER HANSSON,Nicolas PINO,William STEVENS,,Oreca 07 - Gibson,G,LMP2,,,Classified,92,3:00'27.194,1 Laps,1.306,89,1'44.136,199.5,,
21,20,Algarve Pro Racing,Kriton LENTOUDIS,Richard BRADLEY,Alex QUINN,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,92,3:00'30.638,1 Laps,3.444,88,1'43.371,201.0,,
22,19,Team Virage,Anthony WELLS,Matthew BELL,Nelson PIQUET Jr,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,92,3:00'44.994,1 Laps,14.356,89,1'44.133,199.5,,
23,11,Eurointernational,Matthew Richard BELL,Adam ALI,,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,88,3:01'37.253,5 Laps,4 Laps,6,1'52.046,185.4,,
24,35,Ultimate,Eric TROUILLET,Jean-Baptiste LAHAYE,Matthieu LAHAYE,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,88,3:01'41.212,5 Laps,3.959,85,1'52.275,185.0,,
25,15,RLR M Sport,Michael JENSEN,Nick ADCOCK,Gael JULIEN,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,88,3:01'47.268,5 Laps,6.056,88,1'52.142,185.3,,
26,17,COOL Racing,Miguel CRISTÓVÃO,Cédric OLTRAMARE,Manuel ESPIRITO SANTO,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,88,3:01'52.147,5 Laps,4.879,87,1'52.414,184.8,,
27,4,DKR Engineering,Alexander MATTSCHULL,Belén GARCIA,Wyatt BRICHACEK,,Duqueine M30 - D08 - Nissan,M,LMP3,,,Classified,88,3:01'54.040,5 Laps,1.893,88,1'52.433,184.8,,
28,31,Racing Spirit of Leman,Jacques WOLFF,Jean-Ludovic FOUBERT,Antoine DOQUIN,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,87,3:01'34.243,6 Laps,1 Laps,83,1'52.112,185.3,,
29,8,Team Virage,Julien GERBI,Bernardo PINHEIRO,Gillian HENRION,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,87,3:01'45.815,6 Laps,11.572,9,1'52.830,184.1,,
30,5,RLR M Sport,James DAYSON,Daniel ALI,Bailey VOISIN,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,85,3:01'19.379,8 Laps,2 Laps,83,1'54.063,182.1,,
31,85,Iron Dames,Sarah BOVY,Rahel FREY,Michelle GATTING,,Porsche 911 GT3 R LMGT3,G,LMGT3,,,Classified,84,3:00'03.951,9 Laps,1 Laps,60,1'56.872,177.8,,
