POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,17,15,1:57.481,-,-,176.8,16,Martinet by Alméras,Pro,R,,Porsche 911 GT3 Cup,,,,,,,,,,,,Victor,BERNIER,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11,10,1:57.838,+0.357,+0.357,176.3,15,Schumacher CLRT,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Alessandro,GHIRETTI,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,33,11,1:58.049,+0.568,+0.211,176.0,16,CLRT Schumacher,Pro,R,,Porsche 911 GT3 Cup,,,,,,,,,,,,Paul,CAUHAUPE,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,77,16,1:58.049,+0.568,+0.000,176.0,17,CLRT Schumacher,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Louis,PERROT,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2,16,1:58.114,+0.633,+0.065,175.9,16,TFT Racing,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Benjamin,PAQUE,,,BEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,16,18,1:58.188,+0.707,+0.074,175.8,18,Martinet by Alméras,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Mathys,JAUBERT,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,27,12,1:58.286,+0.805,+0.098,175.6,16,Martinet-Forestiere Racing,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marlon,HERNANDEZ,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,74,10,1:58.743,+1.262,+0.457,175.0,15,ABM,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Florian,LATORRE,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,29,8,1:58.861,+1.380,+0.118,174.8,17,Martinet-Forestiere Racing,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Louis,ROUSSET,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,14,17,1:59.188,+1.707,+0.327,174.3,17,Martinet by Alméras,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Fernando,MONJE,,,ESP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
