POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
11,99,14,1:59.230,+1.749,+0.042,174.2,15,Schumacher CLRT,Pro,R,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marcus,AMAND,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,7,13,1:59.454,+1.973,+0.224,173.9,14,Racing Technology,Pro-Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jérôme,BOULLERY,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,22,7,1:59.499,+2.018,+0.045,173.9,18,Speedlover,Pro,R,,Porsche 911 GT3 Cup,,,,,,,,,,,,Kobe,PAUWELS,,,BEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,21,16,2:00.031,+2.550,+0.532,173.1,18,ABM,Pro-Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marc,GUILLOT,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,88,17,2:00.398,+2.917,+0.367,172.6,17,Schumacher CLRT,Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jean-Philippe,GAMBARO,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,67,10,2:00.510,+3.029,+0.112,172.4,16,TFT Racing,Pro-Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jérémie,LESOUDIER,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,44,16,2:00.582,+3.101,+0.072,172.3,16,Racing Technology,Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Cyril,CAILLO,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,81,10,2:00.647,+3.166,+0.065,172.2,14,Debard Automobiles by Racetivity,Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Eric,DEBARD,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,5,11,2:02.273,+4.792,+1.626,169.9,14,TFT Racing,Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jordan,BOISSON,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,66,11,2:02.888,+5.407,+0.615,169.1,17,ABM,Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Gilles,COLOMBANI,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,97,15,2:07.748,+10.267,+4.860,162.6,16,Speedlover,Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Dominique,BASTIEN,,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
