POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
11,21,16,1:58.579,+1.634,+0.111,175.2,17,ABM,Pro-Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marc,GUILLOT,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,27,12,1:58.592,+1.647,+0.013,175.2,17,Martinet-Forestiere Racing,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marlon,HERNANDEZ,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,14,11,1:58.887,+1.942,+0.295,174.8,16,Martinet by Alméras,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Fernando,MONJE,,,ESP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,44,12,1:59.016,+2.071,+0.129,174.6,16,Racing Technology,Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Cyril,CAILLO,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,67,16,1:59.366,+2.421,+0.350,174.0,18,TFT Racing,Pro-Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jérémie,LESOUDIER,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,81,17,1:59.434,+2.489,+0.068,174.0,17,Debard Automobiles by Racetivity,Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Eric,DEBARD,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,7,15,1:59.646,+2.701,+0.212,173.6,15,Racing Technology,Pro-Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jérôme,BOULLERY,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,88,17,1:59.818,+2.873,+0.172,173.4,17,Schumacher CLRT,Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jean-Philippe,GAMBARO,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,5,17,2:00.255,+3.310,+0.437,172.8,18,TFT Racing,Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jordan,BOISSON,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,66,14,2:01.939,+4.994,+1.684,170.4,17,ABM,Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Gilles,COLOMBANI,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,97,11,2:04.065,+7.120,+2.126,167.5,15,Speedlover,Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Dominique,BASTIEN,,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
