POSITION,NUMBER,TEAM,DRIVER_1,DRIVER_2,DRIVER_3,DRIVER_4,VEHICLE,TYRES,CLASS,GROUP,DIVISION,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,DRIVER_5,
1,43,Inter Europol Competition,Sebastian ALVAREZ,Vladislav LOMKO,Tom DILLMANN,,Oreca 07 - Gibson,G,LMP2,,,Classified,125,4:00'47.885,,,89,1'43.515,200.7,,
2,47,COOL Racing,Alejandro GARCIA,Paul-Loup CHATIN,Frederik VESTI,,Oreca 07 - Gibson,G,LMP2,,,Classified,125,4:01'01.889,14.004,14.004,57,1'43.631,200.5,,
3,14,AO by TF,Jonny EDGAR,Louis DELÉTRAZ,Robert KUBICA,,Oreca 07 - Gibson,G,LMP2,,,Classified,125,4:01'02.963,15.078,1.074,60,1'43.547,200.6,,
4,28,IDEC Sport,Paul LAFARGUE,Reshad DE GERUS,Job VAN UITERT,,Oreca 07 - Gibson,G,LMP2,,,Classified,125,4:01'08.210,20.325,5.247,98,1'43.267,201.2,,
5,22,United Autosports,Filip UGRAN,Marino SATO,Benjamin HANLEY,,Oreca 07 - Gibson,G,LMP2,,,Classified,125,4:01'08.238,20.353,0.028,6,1'43.425,200.9,,
6,30,Duqueine Team,Niels KOOLEN,Jean-Baptiste SIMMENAUER,James ALLEN,,Oreca 07 - Gibson,G,LMP2,,,Classified,125,4:01'12.071,24.186,3.833,90,1'43.869,200.0,,
7,29,Richard Mille by TDS,Rodrigo SALES,Mathias BECHE,Grégoire SAUCY,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,125,4:01'22.034,34.149,9.963,57,1'43.613,200.5,,
8,25,Algarve Pro Racing,Matthias KAISER,Olli CALDWELL,Alexander LYNN,,Oreca 07 - Gibson,G,LMP2,,,Classified,125,4:01'22.731,34.846,0.697,55,1'43.076,201.6,,
9,77,Proton Competition,Giorgio RODA,René BINDER,Bent VISCAAL,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,125,4:01'33.791,45.906,11.060,89,1'43.727,200.3,,
10,21,United Autosports,Daniel SCHNEIDER,Andrew MEYRICK,Oliver JARVIS,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,125,4:01'47.223,59.338,13.432,98,1'43.730,200.3,,
11,83,AF Corse,François PERRODO,Matthieu VAXIVIERE,Alessio ROVERA,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,125,4:01'51.701,1'03.816,4.478,88,1'42.781,202.1,,
12,65,Panis Racing,Manuel MALDONADO,Charles MILESI,Arthur LECLERC,,Oreca 07 - Gibson,G,LMP2,,,Classified,125,4:02'09.837,1'21.952,18.136,98,1'43.373,201.0,,
13,24,Nielsen Racing,John FALB,Colin NOBLE,Albert COSTA BALBOA,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,125,4:02'17.926,1'30.041,8.089,113,1'43.711,200.3,,
14,9,Iron Lynx - Proton,Jonas RIED,Maceo CAPIETTO,Matteo CAIROLI,,Oreca 07 - Gibson,G,LMP2,,,Classified,125,4:02'22.695,1'34.810,4.769,117,1'43.438,200.9,,
15,10,Vector Sport,Ryan CULLEN,Stéphane RICHELMI,Felipe DRUGOVICH,,Oreca 07 - Gibson,G,LMP2,,,Classified,124,4:01'08.452,1 Laps,1 Laps,89,1'43.220,201.3,,
16,27,Nielsen Racing,David HEINEMEIER HANSSON,Nicolas PINO,William STEVENS,,Oreca 07 - Gibson,G,LMP2,,,Classified,124,4:01'22.733,1 Laps,14.281,98,1'43.938,199.9,,
17,23,United Autosports,Bijoy GARG,Fabio SCHERER,Paul DI RESTA,,Oreca 07 - Gibson,G,LMP2,,,Classified,124,4:01'25.622,1 Laps,2.889,46,1'43.951,199.9,,
18,20,Algarve Pro Racing,Kriton LENTOUDIS,Richard BRADLEY,Alex QUINN,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,124,4:01'40.863,1 Laps,15.241,88,1'43.371,201.0,,
19,19,Team Virage,Anthony WELLS,Matthew BELL,Nelson PIQUET Jr,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,124,4:02'28.410,1 Laps,47.547,89,1'44.133,199.5,,
