POSITION,NUMBER,TEAM,DRIVER_1,DRIVER_2,DRIVER_3,DRIVER_4,VEHICLE,TYRES,CLASS,GROUP,DIVISION,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,DRIVER_5,
1,7,Toyota Gazoo Racing,Mike CONWAY,Kamui KOBAYASHI,Jose Maria LOPEZ,,Toyota GR010 HYBRID,M,HYPERCAR,H,,Classified,355,23:01'06.157,,,161,3'27.734,236.1,,
2,8,Toyota Gazoo Racing,Sébastien BUEMI,Kazuki NAKAJIMA,Brendon HARTLEY,,Toyota GR010 HYBRID,M,HYPERCAR,H,,Classified,354,23:03'29.145,1 Laps,1 Laps,60,3'27.607,236.3,,
3,36,Alpine Elf Matmut,André NEGRÃO,Nicolas LAPIERRE,Matthieu VAXIVIERE,,Alpine A480 - Gibson,M,HYPERCAR,,,Classified,351,23:03'12.641,4 Laps,3 Laps,322,3'28.994,234.7,,
4,708,Glickenhaus Racing,Luis Felipe DERANI,Franck MAILLEUX,Olivier PLA,,Glickenhaus 007 LMH,M,HYPERCAR,,,Classified,350,23:01'55.974,5 Laps,1 Laps,342,3'30.102,233.5,,
5,709,Glickenhaus Racing,Ryan BRISCOE,Richard WESTBROOK,Romain DUMAS,,Glickenhaus 007 LMH,M,HYPERCAR,,,Classified,348,23:03'26.840,7 Laps,2 Laps,275,3'29.427,234.2,,
6,41,Team WRT,Robert KUBICA,Louis DELETRAZ,Yifei YE,,Oreca 07 - Gibson,G,LMP2,,,Classified,347,23:01'03.166,8 Laps,1 Laps,335,3'31.887,231.5,,
7,31,Team WRT,Robin FRIJNS,Ferdinand HABSBURG,Charles MILESI,,Oreca 07 - Gibson,G,LMP2,,,Classified,347,23:01'50.747,8 Laps,47.581,253,3'33.494,229.8,,
8,28,JOTA,Sean GELAEL,Stoffel VANDOORNE,Tom BLOMQVIST,,Oreca 07 - Gibson,G,LMP2,,,Classified,347,23:02'18.506,8 Laps,27.759,337,3'31.703,231.7,,
9,65,Panis Racing,Julien CANAL,Will STEVENS,James ALLEN,,Oreca 07 - Gibson,G,LMP2,,,Classified,346,23:03'15.353,9 Laps,1 Laps,327,3'32.691,230.6,,
10,23,United Autosports,Paul DI RESTA,Alexander LYNN,Wayne BOYD,,Oreca 07 - Gibson,G,LMP2,,,Classified,344,23:02'03.934,11 Laps,2 Laps,311,3'33.013,230.3,,
11,34,Inter Europol Competition,Jakub SMIECHOWSKI,Renger VAN DER ZANDE,Alex BRUNDLE,,Oreca 07 - Gibson,G,LMP2,,,Classified,344,23:02'19.839,11 Laps,15.905,322,3'31.663,231.8,,
12,48,IDEC Sport,Paul LAFARGUE,Paul Loup CHATIN,Patrick PILET,,Oreca 07 - Gibson,G,LMP2,,,Classified,343,23:02'20.512,12 Laps,1 Laps,319,3'31.734,231.7,,
13,26,G-Drive Racing,Roman RUSINOV,Franco COLAPINTO,Nyck DE VRIES,,Aurus 01 - Gibson,G,LMP2,,,Classified,342,23:01'22.564,13 Laps,1 Laps,308,3'31.435,232.0,,
14,38,JOTA,Roberto GONZALEZ,Antonio Felix DA COSTA,Anthony DAVIDSON,,Oreca 07 - Gibson,G,LMP2,,,Classified,342,23:03'29.613,13 Laps,2'07.049,268,3'32.288,231.1,,
15,30,Duqueine Team,René BINDER,Guillermo ROJAS,Tristan GOMMENDY,,Oreca 07 - Gibson,G,LMP2,,,Classified,342,23:04'08.320,13 Laps,38.707,327,3'33.743,229.5,,
16,21,DragonSpeed USA,Henrik HEDMAN,Ben HANLEY,Juan Pablo MONTOYA,,Oreca 07 - Gibson,G,LMP2,P/A,,Classified,340,23:01'26.230,15 Laps,2 Laps,320,3'33.995,229.2,,
17,70,Realteam Racing,Esteban GARCIA,Loïc DUVAL,Norman NATO,,Oreca 07 - Gibson,G,LMP2,P/A,,Classified,340,23:01'43.275,15 Laps,17.045,224,3'34.283,228.9,,
18,29,Racing Team Nederland,Frits VAN EERD,Giedo VAN DER GARDE,Job VAN UITERT,,Oreca 07 - Gibson,G,LMP2,P/A,,Classified,340,23:02'27.008,15 Laps,43.733,337,3'33.281,230.0,,
19,20,High Class Racing,Dennis ANDERSEN,Ricky TAYLOR,Marco SØRENSEN,,Oreca 07 - Gibson,G,LMP2,P/A,,Classified,338,23:03'52.837,17 Laps,2 Laps,331,3'33.598,229.7,,
20,39,SO24-Dirob by Graff,Vincent CAPILLAIRE,Arnold ROBIN,Maxime ROBIN,,Oreca 07 - Gibson,G,LMP2,P/A,,Classified,336,23:02'45.623,19 Laps,2 Laps,330,3'35.650,227.5,,
21,51,AF Corse,Alessandro PIER GUIDI,James CALADO,Côme LEDOGAR,,Ferrari 488 GTE Evo,M,LMGTE Pro,,,Classified,330,23:01'42.949,25 Laps,6 Laps,288,3'47.818,215.3,,
22,63,Corvette Racing,Antonio GARCIA,Jordan TAYLOR,Nicky CATSBURG,,Chevrolet Corvette C8.R,M,LMGTE Pro,,,Classified,330,23:02'40.343,25 Laps,57.394,277,3'47.716,215.4,,
23,92,Porsche GT Team,Kevin ESTRE,Neel JANI,Michael CHRISTENSEN,,Porsche 911 RSR - 19,M,LMGTE Pro,,,Classified,329,23:03'19.208,26 Laps,1 Laps,295,3'48.366,214.8,,
24,91,Porsche GT Team,Gianmaria BRUNI,Richard LIETZ,Frédéric MAKOWIECKI,,Porsche 911 RSR - 19,M,LMGTE Pro,,,Classified,329,23:04'13.569,26 Laps,54.361,259,3'48.895,214.3,,
