NUMBER, DRIVER_NUMBER, LAP_NUMBER, LAP_TIME, LAP_IMPROVEMENT, CROSSING_FINISH_LINE_IN_PIT, S1, S1_IMPROVEMENT, S2, S2_IMPROVEMENT, S3, S3_IMPROVEMENT, KPH, ELAPSED, HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,CLASS,GROUP,TEAM,MANUFACTURER,
23,1,1,4:12.723,0,,56.616,0,1:27.173,0,1:48.934,0,192.0,4:12.723,21:04:12.723,0:56.616,1:27.173,1:48.934,272.5,Paul DI RESTA,0:00:22.087,LMP2,,United Autosports,Oreca,
23,1,2,3:29.880,0,,32.957,2,1:21.018,2,1:35.905,0,233.7,7:42.603,21:07:42.603,0:32.957,1:21.018,1:35.905,314.5,Paul DI RESTA,,LMP2,,United Autosports,Oreca,
23,1,3,8:44.261,0,B,1:10.203,0,4:18.844,0,3:15.214,0,93.6,16:26.864,21:16:26.864,1:10.203,4:18.844,3:15.214,79.5,Paul DI RESTA,,LMP2,,United Autosports,Oreca,
23,1,4,6:27.939,0,,2:54.934,0,1:39.187,0,1:53.818,0,126.4,22:54.803,21:22:54.803,2:54.934,1:39.187,1:53.818,223.1,Paul DI RESTA,0:02:26.896,LMP2,,United Autosports,Oreca,
23,1,5,3:30.027,2,,33.133,0,1:21.063,0,1:35.831,2,233.6,26:24.830,21:26:24.830,0:33.133,1:21.063,1:35.831,315.4,Paul DI RESTA,,LMP2,,United Autosports,Oreca,
23,1,6,4:08.619,0,B,34.014,0,1:33.058,0,2:01.547,0,197.3,30:33.449,21:30:33.449,0:34.014,1:33.058,2:01.547,230.7,Paul DI RESTA,,LMP2,,United Autosports,Oreca,
26,3,1,4:20.942,0,,1:03.954,0,1:24.362,0,1:52.626,0,186.0,4:20.942,21:04:20.942,1:03.954,1:24.362,1:52.626,299.7,Nyck DE VRIES,0:00:30.479,LMP2,,G-Drive Racing,Aurus,
26,3,2,3:28.320,0,,32.880,2,1:20.233,2,1:35.207,0,235.5,7:49.262,21:07:49.262,0:32.880,1:20.233,1:35.207,319.1,Nyck DE VRIES,,LMP2,,G-Drive Racing,Aurus,
26,3,3,9:09.084,0,B,1:27.637,0,4:20.395,0,3:21.052,0,89.3,16:58.346,21:16:58.346,1:27.637,4:20.395,3:21.052,79.2,Nyck DE VRIES,,LMP2,,G-Drive Racing,Aurus,
26,3,4,5:06.767,0,,2:03.106,0,1:22.271,0,1:41.390,0,159.9,22:05.113,21:22:05.113,2:03.106,1:22.271,1:41.390,306.5,Nyck DE VRIES,0:01:40.026,LMP2,,G-Drive Racing,Aurus,
26,3,5,3:37.973,0,,34.265,0,1:23.116,0,1:40.592,0,225.0,25:43.086,21:25:43.086,0:34.265,1:23.116,1:40.592,309.1,Nyck DE VRIES,,LMP2,,G-Drive Racing,Aurus,
26,3,6,3:28.943,2,,32.890,0,1:20.755,0,1:35.298,2,234.8,29:12.029,21:29:12.029,0:32.890,1:20.755,1:35.298,317.2,Nyck DE VRIES,,LMP2,,G-Drive Racing,Aurus,
26,3,7,4:16.031,0,B,41.348,0,1:34.962,0,1:59.721,0,191.6,33:28.060,21:33:28.060,0:41.348,1:34.962,1:59.721,219.4,Nyck DE VRIES,,LMP2,,G-Drive Racing,Aurus,
32,1,1,4:09.427,0,,54.496,0,1:26.931,0,1:48.000,0,194.6,4:09.427,21:04:09.427,0:54.496,1:26.931,1:48.000,296.4,Nicolas JAMIN,0:00:20.871,LMP2,,United Autosports,Oreca,
32,1,2,3:29.553,0,,32.979,2,1:20.991,0,1:35.583,0,234.1,7:38.980,21:07:38.980,0:32.979,1:20.991,1:35.583,316.3,Nicolas JAMIN,,LMP2,,United Autosports,Oreca,
32,1,3,8:44.374,0,B,1:03.122,0,4:18.978,0,3:22.274,0,93.5,16:23.354,21:16:23.354,1:03.122,4:18.978,3:22.274,79.3,Nicolas JAMIN,,LMP2,,United Autosports,Oreca,
32,1,4,15:23.474,0,,12:18.674,0,1:24.023,0,1:40.777,0,53.1,31:46.828,21:31:46.828,12:18.674,1:24.023,1:40.777,298.8,Nicolas JAMIN,0:11:55.162,LMP2,,United Autosports,Oreca,
32,1,5,3:29.078,2,,33.137,0,1:20.866,0,1:35.075,2,234.6,35:15.906,21:35:15.906,0:33.137,1:20.866,1:35.075,317.2,Nicolas JAMIN,,LMP2,,United Autosports,Oreca,
32,1,6,3:41.719,0,B,33.132,0,1:20.800,2,1:47.787,0,221.2,38:57.625,21:38:57.625,0:33.132,1:20.800,1:47.787,316.3,Nicolas JAMIN,,LMP2,,United Autosports,Oreca,
33,3,1,23:13.860,0,,19:49.523,0,1:34.085,0,1:50.252,0,34.8,23:13.860,21:23:13.860,19:49.523,1:34.085,1:50.252,285.4,Felipe FRAGA,0:19:13.210,LMGTE Am,,TF Sport,Aston Martin,
33,3,2,3:50.347,0,,36.282,0,1:28.884,0,1:45.181,0,213.0,27:04.207,21:27:04.207,0:36.282,1:28.884,1:45.181,291.6,Felipe FRAGA,,LMGTE Am,,TF Sport,Aston Martin,
33,3,3,3:49.676,2,,36.011,0,1:28.527,0,1:45.138,2,213.6,30:53.883,21:30:53.883,0:36.011,1:28.527,1:45.138,292.4,Felipe FRAGA,,LMGTE Am,,TF Sport,Aston Martin,
33,3,4,3:58.504,0,B,35.981,2,1:28.489,2,1:54.034,0,205.7,34:52.387,21:34:52.387,0:35.981,1:28.489,1:54.034,293.2,Felipe FRAGA,,LMGTE Am,,TF Sport,Aston Martin,
36,2,1,3:39.893,0,,39.174,0,1:23.227,0,1:37.492,0,220.7,3:39.893,21:03:39.893,0:39.174,1:23.227,1:37.492,315.4,Nicolas LAPIERRE,0:00:03.313,HYPERCAR,,Alpine Elf Matmut,Alpine,
