NUMBER, DRIVER_NUMBER, LAP_NUMBER, LAP_TIME, LAP_IMPROVEMENT, CROSSING_FINISH_LINE_IN_PIT, S1, S1_IMPROVEMENT, S2, S2_IMPROVEMENT, S3, S3_IMPROVEMENT, KPH, ELAPSED, HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,CLASS,GROUP,TEAM,MANUFACTURER,
10,1,1,4:42.838,0,,57.386,0,1:40.981,0,2:04.471,0,171.6,4:42.838,09:05:38.921,0:57.386,1:40.981,2:04.471,263.9,Mickael DE COCK,,991-1,,911 IMPACT,,
10,1,2,4:21.964,0,,42.974,0,1:38.044,0,2:00.946,0,187.3,9:04.802,09:10:00.885,0:42.974,1:38.044,2:00.946,283.9,Mickael DE COCK,,991-1,,911 IMPACT,,
10,1,3,4:19.863,2,,42.109,0,1:37.611,2,2:00.143,2,188.8,13:24.665,09:14:20.748,0:42.109,1:37.611,2:00.143,271.8,Mickael DE COCK,,991-1,,911 IMPACT,,
10,1,4,4:21.789,0,,41.723,2,1:39.785,0,2:00.281,0,187.4,17:46.454,09:18:42.537,0:41.723,1:39.785,2:00.281,279.5,Mickael DE COCK,,991-1,,911 IMPACT,,
10,1,5,5:01.605,0,,41.869,0,2:18.721,0,2:01.015,0,162.6,22:48.059,09:23:44.142,0:41.869,2:18.721,2:01.015,282.5,Mickael DE COCK,,991-1,,911 IMPACT,,
10,1,6,4:55.096,0,,44.195,0,2:02.863,0,2:08.038,0,166.2,27:43.155,09:28:39.238,0:44.195,2:02.863,2:08.038,170.6,Mickael DE COCK,,991-1,,911 IMPACT,,
10,1,7,7:42.655,0,,42.263,0,3:12.390,0,3:48.002,0,106.0,35:25.810,09:36:21.893,0:42.263,3:12.390,3:48.002,72.4,Mickael DE COCK,,991-1,,911 IMPACT,,
11,1,1,4:31.143,0,,51.799,0,1:38.854,0,2:00.490,0,179.0,4:31.143,09:05:27.226,0:51.799,1:38.854,2:00.490,268.4,Jean-Yves CHARGE,,991-2,,RACING TECHNOLOGY,,
11,1,2,4:15.832,0,,40.454,2,1:36.545,0,1:58.833,0,191.7,8:46.975,09:09:43.058,0:40.454,1:36.545,1:58.833,272.5,Jean-Yves CHARGE,,991-2,,RACING TECHNOLOGY,,
11,1,3,4:17.322,0,,41.736,0,1:36.328,0,1:59.258,0,190.6,13:04.297,09:14:00.380,0:41.736,1:36.328,1:59.258,287.7,Jean-Yves CHARGE,,991-2,,RACING TECHNOLOGY,,
11,1,4,4:15.366,2,,40.870,0,1:35.733,2,1:58.763,2,192.1,17:19.663,09:18:15.746,0:40.870,1:35.733,1:58.763,287.7,Jean-Yves CHARGE,,991-2,,RACING TECHNOLOGY,,
11,1,5,4:56.503,0,,40.608,0,2:14.842,0,2:01.053,0,165.4,22:16.166,09:23:12.249,0:40.608,2:14.842,2:01.053,281.7,Jean-Yves CHARGE,,991-2,,RACING TECHNOLOGY,,
11,1,6,4:40.717,0,,40.546,0,1:41.022,0,2:19.149,0,174.7,26:56.883,09:27:52.966,0:40.546,1:41.022,2:19.149,276.7,Jean-Yves CHARGE,,991-2,,RACING TECHNOLOGY,,
11,1,7,8:07.467,0,,56.233,0,3:20.928,0,3:50.306,0,100.6,35:04.350,09:36:00.433,0:56.233,3:20.928,3:50.306,107.5,Jean-Yves CHARGE,,991-2,,RACING TECHNOLOGY,,
12,1,1,5:47.166,0,,1:04.455,0,2:28.401,0,2:14.310,0,139.8,5:47.166,09:06:43.249,1:04.455,2:28.401,2:14.310,236.7,Bruce BELLOEIL,,991-1,,RACING TECHNOLOGY,,
12,1,2,4:36.224,0,,44.170,0,1:45.320,0,2:06.734,0,177.6,10:23.390,09:11:19.473,0:44.170,1:45.320,2:06.734,269.8,Bruce BELLOEIL,,991-1,,RACING TECHNOLOGY,,
12,1,3,4:31.490,0,,43.540,0,1:42.713,0,2:05.237,2,180.7,14:54.880,09:15:50.963,0:43.540,1:42.713,2:05.237,274.6,Bruce BELLOEIL,,991-1,,RACING TECHNOLOGY,,
12,1,4,4:30.516,2,,43.183,2,1:41.738,2,2:05.595,0,181.3,19:25.396,09:20:21.479,0:43.183,1:41.738,2:05.595,276.7,Bruce BELLOEIL,,991-1,,RACING TECHNOLOGY,,
12,1,5,5:31.014,0,,43.283,0,2:19.134,0,2:28.597,0,148.2,24:56.410,09:25:52.493,0:43.283,2:19.134,2:28.597,276.0,Bruce BELLOEIL,,991-1,,RACING TECHNOLOGY,,
12,1,6,9:31.180,0,,1:17.642,0,4:13.311,0,4:00.227,0,85.9,34:27.590,09:35:23.673,1:17.642,4:13.311,4:00.227,80.8,Bruce BELLOEIL,,991-1,,RACING TECHNOLOGY,,
12,1,7,9:02.304,0,,1:09.445,0,3:57.189,0,3:55.670,0,90.5,43:29.894,09:44:25.977,1:09.445,3:57.189,3:55.670,86.2,Bruce BELLOEIL,,991-1,,RACING TECHNOLOGY,,
14,1,1,4:16.563,0,,43.559,0,1:36.550,0,1:56.454,0,189.2,4:16.563,09:05:12.646,0:43.559,1:36.550,1:56.454,278.8,Arnaud PIERRE,,R,,IMSA PERFORMANCE,,
14,1,2,4:11.297,0,,39.261,0,1:35.737,0,1:56.299,0,195.2,8:27.860,09:09:23.943,0:39.261,1:35.737,1:56.299,286.2,Arnaud PIERRE,,R,,IMSA PERFORMANCE,,
14,1,3,4:08.987,0,,39.275,0,1:34.894,0,1:54.818,0,197.0,12:36.847,09:13:32.930,0:39.275,1:34.894,1:54.818,283.2,Arnaud PIERRE,,R,,IMSA PERFORMANCE,,
14,1,4,4:07.291,2,,39.181,0,1:33.502,2,1:54.608,2,198.4,16:44.138,09:17:40.221,0:39.181,1:33.502,1:54.608,290.0,Arnaud PIERRE,,R,,IMSA PERFORMANCE,,
14,1,5,4:56.322,0,,39.199,0,2:16.750,0,2:00.373,0,165.5,21:40.460,09:22:36.543,0:39.199,2:16.750,2:00.373,288.5,Arnaud PIERRE,,R,,IMSA PERFORMANCE,,
14,1,6,5:06.483,0,,38.628,2,1:39.048,0,2:48.807,0,160.1,26:46.943,09:27:43.026,0:38.628,1:39.048,2:48.807,286.2,Arnaud PIERRE,,R,,IMSA PERFORMANCE,,
14,1,7,8:07.584,0,,56.551,0,3:14.957,0,3:56.076,0,100.6,34:54.527,09:35:50.610,0:56.551,3:14.957,3:56.076,133.1,Arnaud PIERRE,,R,,IMSA PERFORMANCE,,
15,1,1,5:02.548,0,,1:08.298,0,1:45.794,0,2:08.456,0,160.4,5:02.548,09:05:58.631,1:08.298,1:45.794,2:08.456,261.9,Hugues VANDEWOESTYNE,,991-2,,911 IMPACT,,
15,1,2,4:34.387,0,,43.815,0,1:40.822,0,2:09.750,0,178.8,9:36.935,09:10:33.018,0:43.815,1:40.822,2:09.750,267.1,Hugues VANDEWOESTYNE,,991-2,,911 IMPACT,,
15,1,3,4:29.611,2,,43.656,0,1:39.758,2,2:06.197,2,181.9,14:06.546,09:15:02.629,0:43.656,1:39.758,2:06.197,281.7,Hugues VANDEWOESTYNE,,991-2,,911 IMPACT,,
15,1,4,4:32.028,0,,42.755,2,1:41.177,0,2:08.096,0,180.3,18:38.574,09:19:34.657,0:42.755,1:41.177,2:08.096,281.0,Hugues VANDEWOESTYNE,,991-2,,911 IMPACT,,
15,1,5,5:59.627,0,,43.056,0,2:25.466,0,2:51.105,0,136.4,24:38.201,09:25:34.284,0:43.056,2:25.466,2:51.105,279.5,Hugues VANDEWOESTYNE,,991-2,,911 IMPACT,,
15,1,6,9:09.516,0,,1:25.390,0,4:20.243,0,3:23.883,0,89.3,33:47.717,09:34:43.800,1:25.390,4:20.243,3:23.883,75.4,Hugues VANDEWOESTYNE,,991-2,,911 IMPACT,,
15,1,7,5:16.075,0,,49.834,0,2:02.573,0,2:23.668,0,155.2,39:03.792,09:39:59.875,0:49.834,2:02.573,2:23.668,196.3,Hugues VANDEWOESTYNE,,991-2,,911 IMPACT,,
16,1,1,4:35.405,0,,53.164,0,1:38.947,0,2:03.294,0,176.2,4:35.405,09:05:31.488,0:53.164,1:38.947,2:03.294,281.0,Karl VANDEWOESTYNE,,991-2,,911 IMPACT,,
16,1,2,4:16.755,0,,41.599,0,1:37.462,0,1:57.694,0,191.1,8:52.160,09:09:48.243,0:41.599,1:37.462,1:57.694,277.4,Karl VANDEWOESTYNE,,991-2,,911 IMPACT,,
16,1,3,4:13.517,2,,40.417,0,1:36.454,2,1:56.646,2,193.5,13:05.677,09:14:01.760,0:40.417,1:36.454,1:56.646,281.7,Karl VANDEWOESTYNE,,991-2,,911 IMPACT,,
16,1,4,4:16.218,0,,40.035,0,1:36.528,0,1:59.655,0,191.5,17:21.895,09:18:17.978,0:40.035,1:36.528,1:59.655,286.2,Karl VANDEWOESTYNE,,991-2,,911 IMPACT,,
16,1,5,5:02.416,0,,41.014,0,2:20.492,0,2:00.910,0,162.2,22:24.311,09:23:20.394,0:41.014,2:20.492,2:00.910,281.7,Karl VANDEWOESTYNE,,991-2,,911 IMPACT,,
16,1,6,4:35.767,0,,39.983,2,1:40.160,0,2:15.624,0,177.9,27:00.078,09:27:56.161,0:39.983,1:40.160,2:15.624,218.5,Karl VANDEWOESTYNE,,991-2,,911 IMPACT,,
16,1,7,8:08.041,0,,55.673,0,3:22.410,0,3:49.958,0,100.5,35:08.119,09:36:04.202,0:55.673,3:22.410,3:49.958,111.1,Karl VANDEWOESTYNE,,991-2,,911 IMPACT,,
17,1,1,4:59.725,0,,1:01.024,0,1:51.878,0,2:06.823,0,161.9,4:59.725,09:05:55.808,1:01.024,1:51.878,2:06.823,236.2,Jean-Marc LESAGE,,997,,BERTO MOTEURS,,
17,1,2,4:31.687,0,,44.069,0,1:41.216,0,2:06.402,0,180.6,9:31.412,09:10:27.495,0:44.069,1:41.216,2:06.402,258.2,Jean-Marc LESAGE,,997,,BERTO MOTEURS,,
17,1,3,4:26.209,0,,43.157,0,1:39.402,2,2:03.650,0,184.3,13:57.621,09:14:53.704,0:43.157,1:39.402,2:03.650,261.3,Jean-Marc LESAGE,,997,,BERTO MOTEURS,,
17,1,4,4:25.422,2,,42.477,0,1:39.431,0,2:03.514,2,184.8,18:23.043,09:19:19.126,0:42.477,1:39.431,2:03.514,257.0,Jean-Marc LESAGE,,997,,BERTO MOTEURS,,
17,1,5,5:06.177,0,,42.389,0,2:19.888,0,2:03.900,0,160.2,23:29.220,09:24:25.303,0:42.389,2:19.888,2:03.900,271.8,Jean-Marc LESAGE,,997,,BERTO MOTEURS,,
17,1,6,4:45.287,0,,41.898,2,1:50.042,0,2:13.347,0,171.9,28:14.507,09:29:10.590,0:41.898,1:50.042,2:13.347,169.6,Jean-Marc LESAGE,,997,,BERTO MOTEURS,,
17,1,7,7:19.658,0,,43.275,0,2:51.217,0,3:45.166,0,111.6,35:34.165,09:36:30.248,0:43.275,2:51.217,3:45.166,173.9,Jean-Marc LESAGE,,997,,BERTO MOTEURS,,
