POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,8,25,3:31.263,-,-,232.2,36,Toyota Gazoo Racing,HYPERCAR,H,,Toyota GR010 HYBRID,M,54447,380,4169,6054,2,121,,,,,Kazuki,NAKAJIMA,P,,JPN,,97,121,,,,Brendon,HARTLEY,P,,NZL,,152,168,,,,Mike,CONWAY,P,,GBR,,,188,,,,,,,,,,,,,,,,,,,,,,
2,36,21,3:31.519,+0.256,+0.256,231.9,34,Alpine Elf Matmut,HYPERCAR,,,Alpine A480 - Gibson,M,54456,6063,4169,6065,21,70,,,,,André,NEGRÃO,G,,BRA,,8480,32,,,,Nicolas,LAPIERRE,P,,FRA,,96,70,,,,Matthieu,VAXIVIERE,G,,FRA,,7798,70,,,,,,,,,,,,,,,,,,,,,,
3,7,38,3:31.852,+0.589,+0.333,231.5,41,Toyota Gazoo Racing,HYPERCAR,H,,Toyota GR010 HYBRID,M,54446,380,4169,6054,2,121,,,,,Mike,CONWAY,P,,GBR,,215,188,,,,Kamui,KOBAYASHI,P,,JPN,,210,121,,,,Jose Maria,LOPEZ,P,,ARG,,8418,13,,,,,,,,,,,,,,,,,,,,,,
4,708,10,3:31.920,+0.657,+0.068,231.5,22,Glickenhaus Racing,HYPERCAR,,,Glickenhaus 007 LMH,M,54475,6064,4169,6045,4418,66,,,,,Luis Felipe,DERANI,P,,BRA,,524,32,,,,Franck,MAILLEUX,G,,FRA,,34,70,,,,Olivier,PLA,P,,FRA,,38,70,,,,Gustavo,MENEZES,G,,USA,,,,,,,,,,,,,,,,,,,
5,23,26,3:33.038,+1.775,+1.118,230.3,38,United Autosports,LMP2,,,Oreca 07 - Gibson,G,54479,532,3,5626,256,188,,,,,Paul,DI RESTA,P,,GBR,,9293,188,,,,Wayne,BOYD,S,,GBR,,1980,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,22,13,3:33.428,+2.165,+0.390,229.8,36,United Autosports USA,LMP2,,,Oreca 07 - Gibson,G,54450,6078,3,5626,256,66,,,,,Phil,HANSON,G,,GBR,,8272,188,,,,Fabio,SCHERER,S,,CHE,,9870,219,,,,Filipe,ALBUQUERQUE,P,,PRT,,306,184,,,,,,,,,,,,,,,,,,,,,,
7,41,29,3:34.167,+2.904,+0.739,229.0,40,Team WRT,LMP2,,,Oreca 07 - Gibson,G,54486,5518,3,5626,256,23,,,,,Robert,KUBICA,P,,POL,,8438,181,,,,Louis,DELETRAZ,G,,CHE,,9621,219,,,,Yifei,YE,S,,CHN,,10068,43,,,,,,,,,,,,,,,,,,,,,,
8,82,23,3:34.577,+3.314,+0.410,228.6,38,Risi Competizione,LMP2,,,Oreca 07 - Gibson,G,54491,4038,3,5626,256,66,,,,,Ryan,CULLEN,S,,GBR,,492,188,,,,Oliver,JARVIS,P,,GBR,,93,188,,,,Felipe,NASR,P,,BRA,,9287,32,,,,,,,,,,,,,,,,,,,,,,
9,28,32,3:34.734,+3.471,+0.157,228.4,34,JOTA,LMP2,,,Oreca 07 - Gibson,G,54451,27,3,5626,256,188,,,,,Sean,GELAEL,S,,IDN,,1968,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,48,8,3:34.807,+3.544,+0.073,228.4,32,IDEC Sport,LMP2,,,Oreca 07 - Gibson,G,54487,522,3,5626,256,70,,,,,Paul,LAFARGUE,S,,FRA,,1552,70,,,,Paul Loup,CHATIN,G,,FRA,,313,70,,,,Patrick,PILET,P,,FRA,,68,70,,,,,,,,,,,,,,,,,,,,,,
11,29,11,3:34.878,+3.615,+0.071,228.3,22,Racing Team Nederland,LMP2,P/A,,Oreca 07 - Gibson,G,54452,5528,3,5626,256,178,,,,,Frits,VAN EERD,B,,NLD,,8338,178,,,,Giedo,VAN DER GARDE,P,,NLD,,1792,178,,,,Job,VAN UITERT,G,,NLD,,8984,178,,,,,,,,,,,,,,,,,,,,,,
12,70,34,3:35.004,+3.741,+0.126,228.2,37,Realteam Racing,LMP2,P/A,,Oreca 07 - Gibson,G,54466,5917,3,5626,256,219,,,,,Esteban,GARCIA,B,,CHE,,9374,219,,,,Loïc,DUVAL,P,,FRA,,14,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,65,10,3:35.196,+3.933,+0.192,227.9,37,Panis Racing,LMP2,,,Oreca 07 - Gibson,G,54489,5990,3,5626,256,70,,,,,Julien,CANAL,S,,FRA,,73,70,,,,William,STEVENS,P,,GBR,,1882,188,,,,James,ALLEN,G,,AUS,,8384,16,,,,,,,,,,,,,,,,,,,,,,
14,34,31,3:35.360,+4.097,+0.164,227.8,31,Inter Europol Competition,LMP2,,,Oreca 07 - Gibson,G,54455,402,3,5626,256,181,,,,,Jakub,SMIECHOWSKI,S,,POL,,1670,181,,,,Renger,VAN DER ZANDE,G,,NLD,,1920,178,,,,Alex,BRUNDLE,G,,GBR,,143,188,,,,,,,,,,,,,,,,,,,,,,
15,21,29,3:35.412,+4.149,+0.052,227.7,33,DragonSpeed USA,LMP2,P/A,,Oreca 07 - Gibson,G,54449,6029,3,5626,256,66,,,,,Henrik,HEDMAN,B,,SWE,,1728,221,,,,Ben,HANLEY,G,,GBR,,1972,188,,,,Juan Pablo,MONTOYA,P,,COL,,9177,46,,,,,,,,,,,,,,,,,,,,,,
16,24,36,3:35.413,+4.150,+0.001,227.7,43,PR1 Motorsports Mathiasen,LMP2,P/A,,Oreca 07 - Gibson,G,54480,6079,3,5626,256,66,,,,,Patrick,KELLY,B,,USA,,10065,66,,,,Gabriel,AUBRY,G,,FRA,,9173,70,,,,Simon,TRUMMER,G,,CHE,,337,219,,,,,,,,,,,,,,,,,,,,,,
