POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,708,46,3:29.115,-,-,234.6,48,Glickenhaus Racing,HYPERCAR,,,Glickenhaus 007 LMH,M,54475,6064,4169,6045,4418,66,,,,,Luis Felipe,DERANI,P,,BRA,,524,32,,,,Franck,MAILLEUX,G,,FRA,,34,70,,,,Olivier,PLA,P,,FRA,,38,70,,,,Gustavo,MENEZES,G,,USA,,,,,,,,,,,,,,,,,,,
2,7,40,3:29.340,+0.225,+0.225,234.3,64,Toyota Gazoo Racing,HYPERCAR,H,,Toyota GR010 HYBRID,M,54446,380,4169,6054,2,121,,,,,Mike,CONWAY,P,,GBR,,215,188,,,,Kamui,KOBAYASHI,P,,JPN,,210,121,,,,Jose Maria,LOPEZ,P,,ARG,,8418,13,,,,,,,,,,,,,,,,,,,,,,
3,8,64,3:29.622,+0.507,+0.282,234.0,67,Toyota Gazoo Racing,HYPERCAR,H,,Toyota GR010 HYBRID,M,54447,380,4169,6054,2,121,,,,,Kazuki,NAKAJIMA,P,,JPN,,97,121,,,,Brendon,HARTLEY,P,,NZL,,152,168,,,,Mike,CONWAY,P,,GBR,,,188,,,,,,,,,,,,,,,,,,,,,,
4,36,50,3:30.111,+0.996,+0.489,233.5,53,Alpine Elf Matmut,HYPERCAR,,,Alpine A480 - Gibson,M,54456,6063,4169,6065,21,70,,,,,André,NEGRÃO,G,,BRA,,8480,32,,,,Nicolas,LAPIERRE,P,,FRA,,96,70,,,,Matthieu,VAXIVIERE,G,,FRA,,7798,70,,,,,,,,,,,,,,,,,,,,,,
5,709,25,3:30.924,+1.809,+0.813,232.6,42,Glickenhaus Racing,HYPERCAR,,,Glickenhaus 007 LMH,M,54476,6064,4169,6045,4418,66,,,,,Ryan,BRISCOE,P,,AUS,,231,16,,,,Richard,WESTBROOK,P,,GBR,,182,188,,,,Romain,DUMAS,P,,FRA,,1,70,,,,Gustavo,MENEZES,G,,USA,,,,,,,,,,,,,,,,,,,
6,48,59,3:31.105,+1.990,+0.181,232.4,63,IDEC Sport,LMP2,,,Oreca 07 - Gibson,G,54487,522,3,5626,256,70,,,,,Paul,LAFARGUE,S,,FRA,,1552,70,,,,Paul Loup,CHATIN,G,,FRA,,313,70,,,,Patrick,PILET,P,,FRA,,68,70,,,,,,,,,,,,,,,,,,,,,,
7,65,48,3:31.120,+2.005,+0.015,232.3,50,Panis Racing,LMP2,,,Oreca 07 - Gibson,G,54489,5990,3,5626,256,70,,,,,Julien,CANAL,S,,FRA,,73,70,,,,William,STEVENS,P,,GBR,,1882,188,,,,James,ALLEN,G,,AUS,,8384,16,,,,,,,,,,,,,,,,,,,,,,
8,41,50,3:31.448,+2.333,+0.328,232.0,52,Team WRT,LMP2,,,Oreca 07 - Gibson,G,54486,5518,3,5626,256,23,,,,,Robert,KUBICA,P,,POL,,8438,181,,,,Louis,DELETRAZ,G,,CHE,,9621,219,,,,Yifei,YE,S,,CHN,,10068,43,,,,,,,,,,,,,,,,,,,,,,
9,23,55,3:31.567,+2.452,+0.119,231.9,56,United Autosports,LMP2,,,Oreca 07 - Gibson,G,54479,532,3,5626,256,188,,,,,Paul,DI RESTA,P,,GBR,,9293,188,,,,Wayne,BOYD,S,,GBR,,1980,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,22,42,3:31.969,+2.854,+0.402,231.4,50,United Autosports USA,LMP2,,,Oreca 07 - Gibson,G,54450,6078,3,5626,256,66,,,,,Phil,HANSON,G,,GBR,,8272,188,,,,Fabio,SCHERER,S,,CHE,,9870,219,,,,Filipe,ALBUQUERQUE,P,,PRT,,306,184,,,,,,,,,,,,,,,,,,,,,,
11,82,51,3:32.662,+3.547,+0.693,230.7,51,Risi Competizione,LMP2,,,Oreca 07 - Gibson,G,54491,4038,3,5626,256,66,,,,,Ryan,CULLEN,S,,GBR,,492,188,,,,Oliver,JARVIS,P,,GBR,,93,188,,,,Felipe,NASR,P,,BRA,,9287,32,,,,,,,,,,,,,,,,,,,,,,
