NUMBER, DRIVER_NUMBER, LAP_NUMBER, LAP_TIME, LAP_IMPROVEMENT, CROSSING_FINISH_LINE_IN_PIT, S1, S1_IMPROVEMENT, S2, S2_IMPROVEMENT, S3, S3_IMPROVEMENT, KPH, ELAPSED, HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,CLASS,GROUP,TEAM,MANUFACTURER,
1,1,1,3:52.701,0,,43.302,0,1:26.407,0,1:42.992,0,208.6,3:52.701,22:03:52.701,0:43.302,1:26.407,1:42.992,294.8,Tatiana CALDERON,0:00:08.704,LMP2,,Richard Mille Racing Team,Oreca,
1,1,2,3:37.248,2,,34.412,0,1:23.400,0,1:39.436,0,225.8,7:29.949,22:07:29.949,0:34.412,1:23.400,1:39.436,313.6,Tatiana CALDERON,,LMP2,,Richard Mille Racing Team,Oreca,
1,1,3,3:37.777,0,,34.170,2,1:23.693,0,1:39.914,0,225.2,11:07.726,22:11:07.726,0:34.170,1:23.693,1:39.914,309.1,Tatiana CALDERON,,LMP2,,Richard Mille Racing Team,Oreca,
1,1,4,3:43.316,0,,34.825,0,1:26.030,0,1:42.461,0,219.7,14:51.042,22:14:51.042,0:34.825,1:26.030,1:42.461,295.6,Tatiana CALDERON,,LMP2,,Richard Mille Racing Team,Oreca,
1,1,5,3:45.568,0,B,35.024,0,1:23.768,0,1:46.776,0,217.5,18:36.610,22:18:36.610,0:35.024,1:23.768,1:46.776,312.7,Tatiana CALDERON,,LMP2,,Richard Mille Racing Team,Oreca,
1,3,6,7:17.444,0,,4:06.758,0,1:26.262,0,1:44.424,0,112.1,25:54.054,22:25:54.054,4:06.758,1:26.262,1:44.424,311.8,Beitske VISSER,0:03:40.569,LMP2,,Richard Mille Racing Team,Oreca,
1,3,7,3:43.865,0,,35.108,0,1:24.136,0,1:44.621,0,219.1,29:37.919,22:29:37.919,0:35.108,1:24.136,1:44.621,315.4,Beitske VISSER,,LMP2,,Richard Mille Racing Team,Oreca,
1,3,8,3:44.316,0,,34.416,0,1:24.417,0,1:45.483,0,218.7,33:22.235,22:33:22.235,0:34.416,1:24.417,1:45.483,311.8,Beitske VISSER,,LMP2,,Richard Mille Racing Team,Oreca,
1,3,9,3:41.103,0,,34.894,0,1:23.679,0,1:42.530,0,221.9,37:03.338,22:37:03.338,0:34.894,1:23.679,1:42.530,312.7,Beitske VISSER,,LMP2,,Richard Mille Racing Team,Oreca,
1,3,10,3:53.230,0,B,34.547,0,1:26.582,0,1:52.101,0,210.3,40:56.568,22:40:56.568,0:34.547,1:26.582,1:52.101,314.5,Beitske VISSER,,LMP2,,Richard Mille Racing Team,Oreca,
1,2,11,7:19.662,0,,4:10.057,0,1:25.680,0,1:43.925,1,111.6,48:16.230,22:48:16.230,4:10.057,1:25.680,1:43.925,309.1,Sophia FLOERSCH,0:03:43.045,LMP2,,Richard Mille Racing Team,Oreca,
1,2,12,4:53.977,0,,36.306,0,1:25.212,0,2:52.459,0,166.9,53:10.207,22:53:10.207,0:36.306,1:25.212,2:52.459,318.2,Sophia FLOERSCH,,LMP2,,Richard Mille Racing Team,Oreca,
1,2,13,3:53.950,0,,35.537,0,1:24.624,1,1:53.789,0,209.7,57:04.157,22:57:04.157,0:35.537,1:24.624,1:53.789,308.2,Sophia FLOERSCH,,LMP2,,Richard Mille Racing Team,Oreca,
1,2,14,3:50.459,0,,35.423,1,1:26.768,0,1:48.268,0,212.9,1:00:54.616,23:00:54.616,0:35.423,1:26.768,1:48.268,305.6,Sophia FLOERSCH,,LMP2,,Richard Mille Racing Team,Oreca,
1,2,15,7:51.220,0,B,35.613,0,2:43.883,0,4:31.724,0,104.1,1:08:45.836,23:08:45.836,0:35.613,2:43.883,4:31.724,311.8,Sophia FLOERSCH,,LMP2,,Richard Mille Racing Team,Oreca,
1,1,16,10:11.713,0,,7:01.144,0,1:25.347,0,1:45.222,0,80.2,1:18:57.549,23:18:57.549,7:01.144,1:25.347,1:45.222,303.0,Tatiana CALDERON,0:06:36.005,LMP2,,Richard Mille Racing Team,Oreca,
1,1,17,3:39.211,0,,35.004,0,1:23.375,0,1:40.832,0,223.8,1:22:36.760,23:22:36.760,0:35.004,1:23.375,1:40.832,313.6,Tatiana CALDERON,,LMP2,,Richard Mille Racing Team,Oreca,
