NUMBER, DRIVER_NUMBER, LAP_NUMBER, LAP_TIME, LAP_IMPROVEMENT, CROSSING_FINISH_LINE_IN_PIT, S1, S1_IMPROVEMENT, S2, S2_IMPROVEMENT, S3, S3_IMPROVEMENT, KPH, ELAPSED, HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,CLASS,GROUP,TEAM,MANUFACTURER,
1,1,1,9:34.752,0,,1:51.460,0,4:42.565,0,3:00.727,0,84.4,9:34.752,10:39:59.183,1:51.460,4:42.565,3:00.727,56.1,Emmanuel BRIGAND,,GT2B,,,,
1,1,2,4:20.700,0,,42.674,0,1:37.695,0,2:00.331,0,188.2,13:55.452,10:44:19.883,0:42.674,1:37.695,2:00.331,278.8,Emmanuel BRIGAND,,GT2B,,,,
1,1,3,4:24.500,0,B,40.968,0,1:38.267,0,2:05.265,0,185.5,18:19.952,10:48:44.383,0:40.968,1:38.267,2:05.265,273.9,Emmanuel BRIGAND,,GT2B,,,,
1,1,4,6:41.013,0,,3:04.555,0,1:37.738,0,1:58.720,0,122.3,25:00.965,10:55:25.396,3:04.555,1:37.738,1:58.720,283.2,Emmanuel BRIGAND,0:02:34.907,GT2B,,,,
1,1,5,4:15.263,2,,40.329,0,1:36.796,2,1:58.138,2,192.2,29:16.228,10:59:40.659,0:40.329,1:36.796,1:58.138,282.5,Emmanuel BRIGAND,,GT2B,,,,
1,1,6,4:16.928,0,,40.307,0,1:36.950,0,1:59.671,0,190.9,33:33.156,11:03:57.587,0:40.307,1:36.950,1:59.671,283.2,Emmanuel BRIGAND,,GT2B,,,,
1,1,7,4:18.447,0,,39.932,2,1:37.008,0,2:01.507,0,189.8,37:51.603,11:08:16.034,0:39.932,1:37.008,2:01.507,282.5,Emmanuel BRIGAND,,GT2B,,,,
1,1,8,4:16.026,0,,40.386,0,1:37.051,0,1:58.589,0,191.6,42:07.629,11:12:32.060,0:40.386,1:37.051,1:58.589,283.9,Emmanuel BRIGAND,,GT2B,,,,
1,1,9,4:18.930,0,,41.299,0,1:38.439,0,1:59.192,0,189.4,46:26.559,11:16:50.990,0:41.299,1:38.439,1:59.192,286.2,Emmanuel BRIGAND,,GT2B,,,,
105,1,1,9:33.954,0,,1:50.532,0,4:40.900,0,3:02.522,0,84.6,9:33.954,10:39:58.385,1:50.532,4:40.900,3:02.522,54.1,Ludovic CHOLLEY,,GT1B,,,,
