NUMBER, DRIVER_NUMBER, LAP_NUMBER, LAP_TIME, LAP_IMPROVEMENT, CROSSING_FINISH_LINE_IN_PIT, S1, S1_IMPROVEMENT, S2, S2_IMPROVEMENT, S3, S3_IMPROVEMENT, KPH, ELAPSED, HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,CLASS,GROUP,TEAM,MANUFACTURER,
1,1,1,4:05.596,0,,53.540,0,1:28.787,0,1:43.269,0,197.6,4:05.596,11:34:05.596,0:53.540,1:28.787,1:43.269,288.5,Tatiana CALDERON,0:00:17.556,LMP2,,Richard Mille Racing Team,Oreca,
1,1,2,3:39.344,2,,34.896,0,1:24.635,0,1:39.813,2,223.6,7:44.940,11:37:44.940,0:34.896,1:24.635,1:39.813,310.0,Tatiana CALDERON,,LMP2,,Richard Mille Racing Team,Oreca,
1,1,3,3:50.631,0,B,34.370,2,1:23.860,2,1:52.401,0,212.7,11:35.571,11:41:35.571,0:34.370,1:23.860,1:52.401,310.9,Tatiana CALDERON,,LMP2,,Richard Mille Racing Team,Oreca,
18,3,1,5:01.382,0,,1:36.712,0,1:33.855,0,1:50.815,0,161.0,5:01.382,11:35:01.382,1:36.712,1:33.855,1:50.815,271.8,Marco SEEFRIED,0:00:59.151,LMGTE Am,,Absolute Racing,Porsche,
18,3,2,3:58.272,0,,37.607,0,1:31.124,0,1:49.541,0,205.9,8:59.654,11:38:59.654,0:37.607,1:31.124,1:49.541,292.4,Marco SEEFRIED,,LMGTE Am,,Absolute Racing,Porsche,
18,3,3,3:56.245,0,,37.216,0,1:30.371,0,1:48.658,0,207.6,12:55.899,11:42:55.899,0:37.216,1:30.371,1:48.658,292.4,Marco SEEFRIED,,LMGTE Am,,Absolute Racing,Porsche,
18,3,4,3:54.983,2,,36.880,2,1:30.143,2,1:47.960,2,208.8,16:50.882,11:46:50.882,0:36.880,1:30.143,1:47.960,290.8,Marco SEEFRIED,,LMGTE Am,,Absolute Racing,Porsche,
20,1,1,5:53.361,0,,2:35.153,0,1:33.209,0,1:44.999,0,137.3,5:53.361,11:35:53.361,2:35.153,1:33.209,1:44.999,245.9,Dennis ANDERSEN,0:00:55.927,LMP2,P/A,High Class Racing,Oreca,
20,1,2,4:14.801,0,,35.909,0,1:25.788,0,2:13.104,0,192.5,10:08.162,11:40:08.162,0:35.909,1:25.788,2:13.104,311.8,Dennis ANDERSEN,,LMP2,P/A,High Class Racing,Oreca,
20,1,3,3:46.106,0,,35.953,0,1:26.034,0,1:44.119,0,216.9,13:54.268,11:43:54.268,0:35.953,1:26.034,1:44.119,307.3,Dennis ANDERSEN,,LMP2,P/A,High Class Racing,Oreca,
20,1,4,3:43.525,2,,35.105,2,1:25.189,2,1:43.231,2,219.5,17:37.793,11:47:37.793,0:35.105,1:25.189,1:43.231,309.1,Dennis ANDERSEN,,LMP2,P/A,High Class Racing,Oreca,
21,1,1,4:19.432,0,,1:02.421,0,1:29.397,0,1:47.614,0,187.1,4:19.432,11:34:19.432,1:02.421,1:29.397,1:47.614,278.1,Henrik HEDMAN,0:00:26.082,LMP2,P/A,DragonSpeed USA,Oreca,
21,1,2,3:41.957,2,,35.150,0,1:25.684,0,1:41.123,2,221.0,8:01.389,11:38:01.389,0:35.150,1:25.684,1:41.123,294.0,Henrik HEDMAN,,LMP2,P/A,DragonSpeed USA,Oreca,
21,1,3,3:49.248,0,B,35.019,2,1:25.101,2,1:49.128,0,214.0,11:50.637,11:41:50.637,0:35.019,1:25.101,1:49.128,310.0,Henrik HEDMAN,,LMP2,P/A,DragonSpeed USA,Oreca,
22,3,1,4:00.752,0,,48.774,0,1:28.148,0,1:43.830,0,201.6,4:00.752,11:34:00.752,0:48.774,1:28.148,1:43.830,269.8,Filipe ALBUQUERQUE,0:00:13.315,LMP2,,United Autosports USA,Oreca,
22,3,2,3:34.494,0,,34.191,0,1:22.706,0,1:37.597,0,228.7,7:35.246,11:37:35.246,0:34.191,1:22.706,1:37.597,312.7,Filipe ALBUQUERQUE,,LMP2,,United Autosports USA,Oreca,
22,3,3,3:33.614,2,,33.744,0,1:22.246,2,1:37.624,0,229.6,11:08.860,11:41:08.860,0:33.744,1:22.246,1:37.624,314.5,Filipe ALBUQUERQUE,,LMP2,,United Autosports USA,Oreca,
22,3,4,3:34.717,0,,33.540,2,1:23.810,0,1:37.367,2,228.5,14:43.577,11:44:43.577,0:33.540,1:23.810,1:37.367,298.8,Filipe ALBUQUERQUE,,LMP2,,United Autosports USA,Oreca,
22,3,5,3:49.099,0,B,34.994,0,1:26.507,0,1:47.598,0,214.1,18:32.676,11:48:32.676,0:34.994,1:26.507,1:47.598,309.1,Filipe ALBUQUERQUE,,LMP2,,United Autosports USA,Oreca,
