POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,7,Classified,9,45:10.275,-,-,9,3:46.257,216.8,,Proto B,,,BENTLEY Speed 8 2003,,,,,,,,,,,,Shaun,LYNN,,,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,16,Classified,9,45:14.515,+4.240,+4.240,6,3:45.933,217.1,,Proto B,,,DALLARA SP1 2001,,,,,,,,,,,,Florent,MOULIN,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,25,Classified,9,45:43.889,+33.614,+29.374,6,3:53.444,210.1,,Proto B,,,LOLA-MG EX257 2004,,,,,,,,,,,,Mike,NEWTON,,,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8,Classified,9,45:50.871,+40.596,+6.982,9,3:54.791,208.9,,GT1B,,,ASTON MARTIN DBR9 2006,,,,,,,,,,,,Roald,GOETHE,,,DEU,,,,,,,Stuart,HALL,,,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,66,Classified,9,46:03.094,+52.819,+12.223,6,4:02.893,202.0,,GT1B,,,FERRARI 550 Maranello Prodrive 2005,,,,,,,,,,,,Dominik,ROSCHMANN,,,DEU,ROD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,4,Classified,9,46:03.398,+53.123,+0.304,8,4:01.068,203.5,,Proto B,,,RILEY & SCOTT MK III C 2002,,,,,,,,,,,,Richard,COOK,,,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,27,Classified,9,46:13.394,+1:03.119,+9.996,3,3:51.454,211.9,,INV,,,ASTON MARTIN DBR9 2005,,,,,,,,,,,,Nikolaus,DITTING,,,DEU,,,,,,,Sam,HANCOCK,,,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1,Classified,9,46:26.559,+1:16.284,+13.165,5,4:15.263,192.2,,GT2B,,,PORSCHE 997 GT3 RSR 2009,,,,,,,,,,,,Emmanuel,BRIGAND,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,88,Classified,9,46:41.574,+1:31.299,+15.015,8,3:50.642,212.7,,Proto B,,,DALLARA SP1 2002,,,,,,,,,,,,Martin,SHORT,,,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,53,Classified,9,46:50.761,+1:40.486,+9.187,8,4:04.629,200.5,,GT1B,,,ASTON MARTIN DBR9 2006,,,,,,,,,,,,Richard,MEINS,,,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,45,Classified,9,46:54.262,+1:43.987,+3.501,3,3:58.021,206.1,,GT1B,,,ASTON MARTIN DBR9 2008,,,,,,,,,,,,Dario,FRANCHITTI,,,GBR,FRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,37,Classified,9,47:37.375,+2:27.100,+43.113,3,4:01.166,203.4,,GT1B,,,DODGE Viper GTS-R 2000,,,,,,,,,,,,Eric,HELARY,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,61,Classified,9,47:50.273,+2:39.998,+12.898,3,4:05.614,199.7,,GT2B,,,TOYOTA Supra GT2 2001,,,,,,,,,,,,Marc,LOUAIL,,,FRA,,,,,,,Soheil,AYARI,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,176,Classified,9,47:50.714,+2:40.439,+0.441,8,4:20.080,188.6,,GT2B,,,PORSCHE 996 GT3-RS 2006,,,,,,,,,,,,Maurizio,FRATTI,,,ITA,FRM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,60,Classified,9,47:52.511,+2:42.236,+1.797,8,4:05.567,199.8,,Proto A,,,KEILER K II 1998,,,,,,,,,,,,Marc,JULLY,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,26,Classified,9,47:53.478,+2:43.203,+0.967,3,3:54.582,209.1,,GT1A,,,PORSCHE 911 GT1 1997,,,,,,,,,,,,Emmanuel,COLLARD,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,105,Classified,9,47:55.800,+2:45.525,+2.322,9,4:11.278,195.2,,GT1B,,,DODGE Viper GTS-R 2002,,,,,,,,,,,,Ludovic,CHOLLEY,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,130,Classified,9,48:07.446,+2:57.171,+11.646,9,4:19.001,189.4,,GT2B,,,FERRARI F430 GTC Evo 2007,,,,,,,,,,,,Colin,PATON,,,GBR,,,,,,,Fergus,PATON,,,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,92,Classified,9,48:17.759,+3:07.484,+10.313,8,4:24.258,185.6,,GT2B,,,ASTON MARTIN V8 Vantage GT2 2010,,,,,,,,,,,,Franz,WUNDERLICH,,,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,46,Classified,9,48:23.547,+3:13.272,+5.788,9,4:03.456,201.5,,GT1B,,,MASERATI MC12 GT1 2005,,,,,,,,,,,,Joe,MACARI,,,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,73,Classified,9,48:31.039,+3:20.764,+7.492,3,4:19.935,188.7,,GT2A,,,PORSCHE 993 GT2 1997,,,,,,,,,,,,Guenther,SCHINDLER,,,DEU,SCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,40,Classified,9,48:44.306,+3:34.031,+13.267,8,4:21.761,187.4,,GT2B,,,PORSCHE 997 GT3 RSR 2007,,,,,,,,,,,,Michael,ERLICH,,,CHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,86,Classified,9,48:51.689,+3:41.414,+7.383,3,4:17.130,190.8,,GT2B,,,PORSCHE 996 GT3-RS 2004,,,,,,,,,,,,Stefan,ROITMAYER,,,DEU,,,,,,,Michael,FÖVENY,,,AUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,76,Classified,9,49:10.977,+4:00.702,+19.288,8,4:18.516,189.8,,GT2B,,,PORSCHE 996 GT3-RSR 2005,,,,,,,,,,,,Jean-Lou,RIHON,,,BEL,,,,,,,Nick,PADMORE,,,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,39,Classified,9,49:13.349,+4:03.074,+2.372,9,4:18.595,189.7,,Proto B,,,LOLA B05/40 2005,,,,,,,,,,,,Pierre-Loup,BOCH,,,FRA,BOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,57,Classified,9,49:20.703,+4:10.428,+7.354,9,4:24.592,185.4,,GT2B,,,ASTON MARTIN DBRS9 2009,,,,,,,,,,,,Romain,BELLETESTE,,,FRA,,,,,,,Serge,KRIKNOFF,,,CHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,52,Classified,9,50:00.921,+4:50.646,+40.218,5,4:15.067,192.3,,GT2A,,,PORSCHE 993 GT2 Evo 1999,,,,,,,,,,,,Benoit,ROMAC,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,77,Classified,8,45:16.954,1 Lap,1 Lap,6,4:28.307,182.8,,GT2B,,,PORSCHE 996 GT3-RS 2001,,,,,,,,,,,,Mike,YOULES,,,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
