29,121,Classified,8,45:28.253,1 Lap,+11.299,3,4:17.025,190.9,,Proto B,,,NORMA M2000-02 2003,,,,,,,,,,,,Peter,SCHLEIFER,,,DEU,SCP,,,,,,Georg,HALLAU,,,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,30,Classified,8,45:37.584,1 Lap,+9.331,8,4:31.220,180.9,,GT2B,,,PORSCHE 996 GT3-R 2000,,,,,,,,,,,,Lee,MAXTED-PAGE,,,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,31,Classified,8,45:37.946,1 Lap,+0.362,8,4:30.939,181.1,,GT2B,,,PORSCHE 996 GT3-RS 2003,,,,,,,,,,,,Andrew,LAWLEY,,,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,32,Classified,8,45:46.626,1 Lap,+8.680,6,4:26.758,183.9,,Proto B,,,COURAGE C65 2005,,,,,,,,,,,,Lionel,BOCH,,,FRA,BOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,18,Classified,8,46:00.494,1 Lap,+13.868,6,4:34.555,178.7,,GT2A,,,PORSCHE 993 GT2 1997,,,,,,,,,,,,Heiko,OSTMANN,,,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,123,Classified,8,46:31.019,1 Lap,+30.525,8,4:34.883,178.5,,INV,,,CHEVROLET Corvette Z06R 2007,,,,,,,,,,,,Peter,JOOS,,,CHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,96,Classified,8,46:31.306,1 Lap,+0.287,8,4:32.461,180.0,,GT2B,,,FERRARI F430 GTC Evo 2009,,,,,,,,,,,,Michael,MCINERNEY,,,GBR,MCM,,,,,,Sean,MCINERNEY,,,GBR,MCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,118,Classified,8,46:37.634,1 Lap,+6.328,8,4:39.510,175.5,,INV,,,CHEVROLET Corvette Z06R 2010,,,,,,,,,,,,Alfred,MOSER,,,CHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,65,Classified,8,48:01.137,1 Lap,+1:23.503,3,4:06.052,199.4,,GT1B,,,FERRARI 550 Maranello Prodrive 2002,,,,,,,,,,,,Max,GIRARDO,,,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,160,Classified,8,48:59.061,1 Lap,+57.924,8,4:51.766,168.1,,GT2B,,,PORSCHE 996 GT3 RS 2002,,,,,,,,,,,,Peter,FAIRBAIRN,,,GBR,,,,,,,Paul,MCLEAN,,,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,14,Classified,8,49:05.865,1 Lap,+6.804,8,4:01.419,203.2,,Proto B,,,RILEY & SCOTT MK III C 2003,,,,,,,,,,,,Xavier,MICHERON,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,15,Classified,7,41:41.875,2 Laps,1 Lap,6,3:45.263,217.8,,Proto B,,,DALLARA SP1 2002,,,,,,,,,,,,James,COTTINGHAM,,,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,69,Classified,7,47:05.497,2 Laps,+5:23.622,2,5:18.485,154.0,,GT2B,,,PORSCHE 996 GT3-RS 2001,,,,,,,,,,,,Paul,PHILLIPS,,,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20,Not classified,5,46:43.840,,,2,4:25.779,184.6,,Proto B,,,PILBEAM MP93 2005,,,,,,,,,,,,Pierre,BRUNEAU,,,FRA,,,,,,,Marc,ROSTAN,,,FRA,ROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,Not classified,3,17:16.962,,,2,3:59.011,205.2,,GT1B,,,ASTON MARTIN DBR9 2007,,,,,,,,,,,,Darren,TURNER,,,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,44,Not classified,2,13:48.260,,,2,4:16.143,191.5,,Proto A,,,RILEY & SCOTT MK III 1996,,,,,,,,,,,,Jean-Marie,MULLER,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,94,Not started,0,,,,0,,,,GT2A,,,MARCOS LM500 1994,,,,,,,,,,,,Stephen,KEATING,,,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
