POSITION,NUMBER,TEAM,DRIVER_1,DRIVER_2,DRIVER_3,DRIVER_4,VEHICLE,TYRES,CLASS,GROUP,DIVISION,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,DRIVER_5,
1,7,Toyota Gazoo Racing,Mike CONWAY,Kamui KOBAYASHI,Jose Maria LOPEZ,,Toyota GR010 HYBRID,M,HYPERCAR,H,,Classified,76,5:00'17.475,,,44,3'28.729,235.0,,
2,8,Toyota Gazoo Racing,Sébastien BUEMI,Kazuki NAKAJIMA,Brendon HARTLEY,,Toyota GR010 HYBRID,M,HYPERCAR,H,,Classified,76,5:02'09.573,1'52.098,1'52.098,60,3'27.607,236.3,,
3,36,Alpine Elf Matmut,André NEGRÃO,Nicolas LAPIERRE,Matthieu VAXIVIERE,,Alpine A480 - Gibson,M,HYPERCAR,,,Classified,75,5:00'57.389,1 Laps,1 Laps,21,3'29.923,233.7,,
4,26,G-Drive Racing,Roman RUSINOV,Franco COLAPINTO,Nyck DE VRIES,,Aurus 01 - Gibson,G,LMP2,,,Classified,74,4:59'42.141,2 Laps,1 Laps,25,3'33.894,229.3,,
5,708,Glickenhaus Racing,Luis Felipe DERANI,Franck MAILLEUX,Olivier PLA,,Glickenhaus 007 LMH,M,HYPERCAR,,,Classified,74,4:59'53.799,2 Laps,11.658,44,3'31.924,231.5,,
6,41,Team WRT,Robert KUBICA,Louis DELETRAZ,Yifei YE,,Oreca 07 - Gibson,G,LMP2,,,Classified,74,5:00'08.948,2 Laps,15.149,46,3'33.883,229.3,,
7,28,JOTA,Sean GELAEL,Stoffel VANDOORNE,Tom BLOMQVIST,,Oreca 07 - Gibson,G,LMP2,,,Classified,74,5:00'43.371,2 Laps,34.423,43,3'34.283,228.9,,
8,23,United Autosports,Paul DI RESTA,Alexander LYNN,Wayne BOYD,,Oreca 07 - Gibson,G,LMP2,,,Classified,74,5:00'54.429,2 Laps,11.058,44,3'34.404,228.8,,
9,709,Glickenhaus Racing,Ryan BRISCOE,Richard WESTBROOK,Romain DUMAS,,Glickenhaus 007 LMH,M,HYPERCAR,,,Classified,74,5:01'20.224,2 Laps,25.795,73,3'31.079,232.4,,
10,65,Panis Racing,Julien CANAL,Will STEVENS,James ALLEN,,Oreca 07 - Gibson,G,LMP2,,,Classified,74,5:01'25.786,2 Laps,5.562,26,3'33.972,229.3,,
11,31,Team WRT,Robin FRIJNS,Ferdinand HABSBURG,Charles MILESI,,Oreca 07 - Gibson,G,LMP2,,,Classified,74,5:01'51.236,2 Laps,25.450,17,3'34.540,228.6,,
12,22,United Autosports USA,Philip HANSON,Fabio SCHERER,Filipe ALBUQUERQUE,,Oreca 07 - Gibson,G,LMP2,,,Classified,74,5:01'51.583,2 Laps,0.347,44,3'34.380,228.8,,
13,34,Inter Europol Competition,Jakub SMIECHOWSKI,Renger VAN DER ZANDE,Alex BRUNDLE,,Oreca 07 - Gibson,G,LMP2,,,Classified,74,5:02'51.124,2 Laps,59.541,46,3'35.115,228.0,,
14,29,Racing Team Nederland,Frits VAN EERD,Giedo VAN DER GARDE,Job VAN UITERT,,Oreca 07 - Gibson,G,LMP2,P/A,,Classified,74,5:03'20.723,2 Laps,29.599,29,3'33.958,229.3,,
15,70,Realteam Racing,Esteban GARCIA,Loïc DUVAL,Norman NATO,,Oreca 07 - Gibson,G,LMP2,P/A,,Classified,73,5:00'23.576,3 Laps,1 Laps,45,3'34.309,228.9,,
16,1,Richard Mille Racing Team,Tatiana CALDERON,Sophia FLOERSCH,Beitske VISSER,,Oreca 07 - Gibson,G,LMP2,,,Classified,73,5:00'51.783,3 Laps,28.207,20,3'35.137,228.0,,
17,32,United Autosports,Nicolas JAMIN,Jonathan ABERDEIN,Manuel MALDONADO,,Oreca 07 - Gibson,G,LMP2,,,Classified,73,5:01'04.083,3 Laps,12.300,48,3'34.196,229.0,,
18,38,JOTA,Roberto GONZALEZ,Antonio Felix DA COSTA,Anthony DAVIDSON,,Oreca 07 - Gibson,G,LMP2,,,Classified,73,5:01'41.156,3 Laps,37.073,18,3'33.547,229.7,,
19,21,DragonSpeed USA,Henrik HEDMAN,Ben HANLEY,Juan Pablo MONTOYA,,Oreca 07 - Gibson,G,LMP2,P/A,,Classified,73,5:01'44.966,3 Laps,3.810,27,3'34.840,228.3,,
20,48,IDEC Sport,Paul LAFARGUE,Paul Loup CHATIN,Patrick PILET,,Oreca 07 - Gibson,G,LMP2,,,Classified,73,5:02'25.570,3 Laps,40.604,20,3'35.148,228.0,,
21,24,PR1 Motorsports Mathiasen,Patrick KELLY,Gabriel AUBRY,Simon TRUMMER,,Oreca 07 - Gibson,G,LMP2,P/A,,Classified,72,4:56'24.383,4 Laps,1 Laps,48,3'35.238,227.9,,
22,49,High Class Racing,Anders FJORDBACH,Jan MAGNUSSEN,Kevin MAGNUSSEN,,Oreca 07 - Gibson,G,LMP2,,,Classified,72,4:59'32.284,4 Laps,3'07.901,20,3'36.559,226.5,,
