NUMBER, DRIVER_NUMBER, LAP_NUMBER, LAP_TIME, LAP_IMPROVEMENT, CROSSING_FINISH_LINE_IN_PIT, S1, S1_IMPROVEMENT, S2, S2_IMPROVEMENT, S3, S3_IMPROVEMENT, KPH, ELAPSED, HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,CLASS,GROUP,TEAM,MANUFACTURER,
01,2,1,52:29.161,0,,50:55.956,0,58.851,0,34.354,0,6.5,52:29.161,15:52:29.161,50:55.956,0:58.851,0:34.354,,Kevin Magnussen,0:50:36.958,DPi,,Cadillac Chip Ganassi Racing,Cadillac,
01,2,2,1:36.932,0,,23.639,0,45.263,0,28.030,0,212.8,54:06.093,15:54:06.093,0:23.639,0:45.263,0:28.030,,Kevin Magnussen,,DPi,,Cadillac Chip Ganassi Racing,Cadillac,
01,2,3,1:40.894,0,,23.476,0,48.430,0,28.988,0,204.4,55:46.987,15:55:46.987,0:23.476,0:48.430,0:28.988,,Kevin Magnussen,,DPi,,Cadillac Chip Ganassi Racing,Cadillac,
01,2,4,1:34.528,0,,22.616,2,44.095,2,27.817,0,218.2,57:21.515,15:57:21.515,0:22.616,0:44.095,0:27.817,,Kevin Magnussen,,DPi,,Cadillac Chip Ganassi Racing,Cadillac,
01,2,5,1:38.800,0,,25.081,0,45.441,0,28.278,0,208.8,59:00.315,15:59:00.315,0:25.081,0:45.441,0:28.278,,Kevin Magnussen,,DPi,,Cadillac Chip Ganassi Racing,Cadillac,
01,2,6,1:46.104,0,,27.934,0,48.956,0,29.214,0,194.4,1:00:46.419,16:00:46.419,0:27.934,0:48.956,0:29.214,,Kevin Magnussen,,DPi,,Cadillac Chip Ganassi Racing,Cadillac,
01,2,7,1:34.514,2,,22.722,0,44.171,0,27.621,0,218.2,1:02:20.933,16:02:20.933,0:22.722,0:44.171,0:27.621,,Kevin Magnussen,,DPi,,Cadillac Chip Ganassi Racing,Cadillac,
01,2,8,1:43.925,0,,23.883,0,51.803,0,28.239,0,198.5,1:04:04.858,16:04:04.858,0:23.883,0:51.803,0:28.239,,Kevin Magnussen,,DPi,,Cadillac Chip Ganassi Racing,Cadillac,
01,2,9,1:34.559,0,,22.669,0,44.326,0,27.564,2,218.1,1:05:39.417,16:05:39.417,0:22.669,0:44.326,0:27.564,,Kevin Magnussen,,DPi,,Cadillac Chip Ganassi Racing,Cadillac,
1,2,1,2:39.124,0,,58.010,0,1:03.195,0,37.919,0,129.6,2:39.124,15:02:39.124,0:58.010,1:03.195,0:37.919,,Madison Snow,0:00:35.634,GTD,,Paul Miller Racing,Lamborghini,
1,2,2,2:26.598,0,B,28.328,0,1:01.705,0,56.565,0,140.7,5:05.722,15:05:05.722,0:28.328,1:01.705,0:56.565,,Madison Snow,,GTD,,Paul Miller Racing,Lamborghini,
1,2,3,3:33.615,0,,2:06.581,0,53.302,0,33.732,0,96.6,8:39.337,15:08:39.337,2:06.581,0:53.302,0:33.732,,Madison Snow,0:02:03.930,GTD,,Paul Miller Racing,Lamborghini,
1,2,4,1:49.970,0,,26.099,0,51.331,0,32.540,0,187.6,10:29.307,15:10:29.307,0:26.099,0:51.331,0:32.540,,Madison Snow,,GTD,,Paul Miller Racing,Lamborghini,
1,2,5,1:47.182,2,,25.291,0,49.725,2,32.166,2,192.4,12:16.489,15:12:16.489,0:25.291,0:49.725,0:32.166,,Madison Snow,,GTD,,Paul Miller Racing,Lamborghini,
1,2,6,1:47.718,0,,25.367,0,50.066,0,32.285,0,191.5,14:04.207,15:14:04.207,0:25.367,0:50.066,0:32.285,,Madison Snow,,GTD,,Paul Miller Racing,Lamborghini,
1,2,7,2:04.502,0,B,25.230,2,51.127,0,48.145,0,165.7,16:08.709,15:16:08.709,0:25.230,0:51.127,0:48.145,,Madison Snow,,GTD,,Paul Miller Racing,Lamborghini,
1,2,8,4:13.474,0,B,,0,,0,,0,81.4,20:22.183,15:20:22.183,,,,,Madison Snow,,GTD,,Paul Miller Racing,Lamborghini,
10,2,1,53:03.664,0,,51:30.985,0,1:01.081,0,31.598,0,6.5,53:03.664,15:53:03.664,51:30.985,1:01.081,0:31.598,,Filipe Albuquerque,0:51:09.305,DPi,,Konica Minolta Acura ARX-05,Acura,
10,2,2,1:46.951,0,,26.089,0,49.979,0,30.883,0,192.8,54:50.615,15:54:50.615,0:26.089,0:49.979,0:30.883,,Filipe Albuquerque,,DPi,,Konica Minolta Acura ARX-05,Acura,
10,2,3,1:36.504,0,,23.458,0,44.732,0,28.314,0,213.7,56:27.119,15:56:27.119,0:23.458,0:44.732,0:28.314,,Filipe Albuquerque,,DPi,,Konica Minolta Acura ARX-05,Acura,
