POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,IMSA_CarId,IMSA_TeamId,IMSA_ClassId,IMSA_CarTypeId,IMSA_ManufacturerId,IMSA_TireId,IMSA_SponsorId,IMSA_EventEntryId,*Extra 9,*Extra 10,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_IMSA_DriverId,DRIVER1_IMSA_DriverPlugId,DRIVER1_IMSA_DriverRatingLong,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_IMSA_DriverId,DRIVER2_IMSA_DriverPlugId,DRIVER2_IMSA_DriverRatingLong,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_IMSA_DriverId,DRIVER3_IMSA_DriverPlugId,DRIVER3_IMSA_DriverRatingLong,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_IMSA_DriverId,DRIVER4_IMSA_DriverPlugId,DRIVER4_IMSA_DriverRatingLong,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_IMSA_DriverId,DRIVER5_IMSA_DriverPlugId,DRIVER5_IMSA_DriverRatingLong,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_IMSA_DriverId,DRIVER6_IMSA_DriverPlugId,DRIVER6_IMSA_DriverRatingLong,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,52,Classified,117,2:40:34.358,-,-,113,1:08.660,207.5,Inter Europol by PR1 Mathiasen Motorsports,LMP2,,,ORECA LMP2 07,M,776,16,28,85,7637,3,,17607,,,Nick,Boulle,Bronze,,USA,,1091,2,Bronze,,,Tom,Dillmann,Gold,,FRA,,3203,3,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,74,Classified,117,2:40:35.016,+0.658,+0.658,114,1:08.817,207.0,Riley,LMP2,,,ORECA LMP2 07,M,2521,149,28,85,7637,3,,17609,,,Gar,Robinson,Bronze,,USA,,861,1,Bronze,,,Felipe,Fraga,Gold,,BRA,,1750,2,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,Classified,117,2:40:39.134,+4.776,+4.118,113,1:09.008,206.4,TDS Racing,LMP2,,,ORECA LMP2 07,M,2166,335,28,85,7637,3,,17604,,,Steven,Thomas,Bronze,,USA,,1919,1,Bronze,,,Scott,Huffaker,Gold,,USA,,1852,3,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2,Classified,117,2:40:39.437,+5.079,+0.303,114,1:09.061,206.3,United Autosports USA,LMP2,,,ORECA LMP2 07,M,2515,382,28,85,7637,3,,17605,,,Ben,Keating,Bronze,,USA,,378,5,Bronze,,,Ben,Hanley,Gold,,GBR,,1275,2,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,22,Classified,117,2:40:46.098,+11.740,+6.661,51,1:09.441,205.2,United Autosports USA,LMP2,,,ORECA LMP2 07,M,2516,382,28,85,7637,3,,17606,,,Daniel,Goldburg,Bronze,,USA,,1915,5,Bronze,,,Filipe,Albuquerque,Platinum,,PRT,,1194,2,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,8,Classified,117,2:40:47.898,+13.540,+1.800,43,1:09.305,205.6,Tower Motorsports,LMP2,,,ORECA LMP2 07,M,2164,460,28,85,7637,3,,17613,,,John,Farano,Bronze,,CAN,,441,1,Bronze,,,Renger,van der Zande,Platinum,,NLD,,3170,3,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,04,Classified,117,2:40:47.999,+13.641,+0.101,42,1:09.340,205.5,CROWDSTRIKE RACING BY APR,LMP2,,,ORECA LMP2 07,M,2160,459,28,85,7637,3,,17608,,,George,Kurtz,Bronze,,USA,,1612,1,Bronze,,,Colin,Braun,Gold,,USA,,61,2,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,99,Classified,117,2:40:48.131,+13.773,+0.132,78,1:09.342,205.5,AO Racing,LMP2,,,ORECA LMP2 07,M,2523,466,28,85,7637,3,,17610,,,PJ,Hyett,Bronze,,USA,,2947,1,Bronze,,,Louis,Deletraz,Gold,,CHE,,3171,4,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,88,Classified,116,2:40:44.838,1 Lap,1 Lap,96,1:09.723,204.3,Richard Mille AF Corse,LMP2,,,ORECA LMP2 07,M,2544,510,28,85,7637,3,,17615,,,Luis,Perez Companc,Bronze,,ARG,,2719,1,Bronze,,,Pipo,Derani,Platinum,,BRA,,1083,2,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,33,Classified,115,2:40:54.410,2 Laps,1 Lap,112,1:10.705,201.5,Sean Creech Motorsport,LMP2,,,Ligier JS P217,M,2532,286,28,52,7650,3,,17614,,,Joao,Barbosa,Gold,,USA,,182,1,Gold,,,Lance,Willsey,Bronze,,USA,,664,2,Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,18,Classified,113,2:40:46.657,4 Laps,2 Laps,72,1:09.434,205.2,Era Motorsport,LMP2,,,ORECA LMP2 07,M,761,291,28,85,7637,3,,17612,,,Stuart,Wiltshire,Bronze,,GBR,,3395,1,Bronze,,,Ryan,Dalziel,Gold,,GBR,,192,2,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,3,Classified,113,2:41:48.684,4 Laps,+1:02.027,3,1:15.771,188.0,Corvette Racing by Pratt Miller Motorsports,GTDPRO,,,Chevrolet Corvette Z06 GT3.R,M,2525,23,41,232,105,3,,17599,,,Antonio,Garcia,Platinum,,ESP,,12,1,Platinum,,,Alexander,Sims,Platinum,,GBR,,1261,2,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,4,Classified,113,2:41:49.092,4 Laps,+0.408,68,1:16.091,187.2,Corvette Racing by Pratt Miller Motorsports,GTDPRO,,,Chevrolet Corvette Z06 GT3.R,M,2526,23,41,232,105,3,,17600,,,Tommy,Milner,Platinum,,USA,,15,1,Platinum,,,Nicky,Catsburg,Platinum,,NLD,,3183,2,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,77,Classified,113,2:41:49.748,4 Laps,+0.656,36,1:16.300,186.7,AO Racing,GTDPRO,,,Porsche 911 GT3 R (992),M,2524,466,41,192,112,3,,17598,,,Laurin,Heinrich,Gold,,DEU,,3190,1,Gold,,,Seb,Priaulx,Gold,,GBR,,3176,2,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,64,Classified,113,2:41:50.186,4 Laps,+0.438,68,1:16.300,186.7,Ford Multimatic Motorsports,GTDPRO,,,Ford Mustang GT3,M,2527,498,41,231,107,3,,17601,,,Harry,Tincknell,Platinum,,GBR,,1288,1,Platinum,,,Mike,Rockenfeller,Platinum,,CHE,,625,2,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,23,Classified,112,2:40:34.802,5 Laps,1 Lap,36,1:16.439,186.4,Heart of Racing Team,GTDPRO,,,Aston Martin Vantage GT3 Evo,M,2519,294,41,236,73,3,,17595,,,Ross,Gunn,Platinum,,GBR,,1905,1,Platinum,,,Mario,Farnbacher,Gold,,DEU,,3184,3,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,9,Classified,112,2:40:38.814,5 Laps,+4.012,27,1:16.454,186.3,Pfaff Motorsports,GTDPRO,,,McLaren 720S GT3 EVO,M,2520,390,41,81,7651,3,,17596,,,Marvin,Kirchhöfer,Platinum,,CHE,,3010,2,Platinum,,,Oliver,Jarvis,Platinum,,GBR,,350,3,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,65,Classified,112,2:40:39.121,5 Laps,+0.307,38,1:16.648,185.9,Ford Multimatic Motorsports,GTDPRO,,,Ford Mustang GT3,M,2535,498,41,231,107,3,,17602,,,Joey,Hand,Gold,,USA,,37,1,Gold,,,Dirk,Mueller,Platinum,,CHE,,36,2,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,27,Classified,112,2:41:39.912,5 Laps,+1:00.791,72,1:16.440,186.4,Heart of Racing Team,GTD,,,Aston Martin Vantage GT3 Evo,M,1510,294,4,236,73,3,,17584,,,Roman,De Angelis,Gold,,CAN,,1379,1,Gold,,,Spencer,Pumpelly,Silver,,USA,,64,3,Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,57,Classified,112,2:41:44.972,5 Laps,+5.060,107,1:16.751,185.6,WINWARD RACING,GTD,,,Mercedes-AMG GT3,M,2330,304,4,224,7643,3,,17581,,,Russell,Ward,Silver,,USA,,1252,1,Silver,,,Philip,Ellis,Gold,,GBR,,1936,2,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,70,Classified,112,2:41:45.362,5 Laps,+0.390,70,1:16.135,187.1,Inception Racing,GTD,B,,McLaren 720S GT3 EVO,M,1520,388,4,81,7651,3,,17591,,,Brendan,Iribe,Bronze,,USA,,2622,1,Bronze,,,Frederik,Schandorff,Gold,,DNK,,3179,2,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,96,Classified,112,2:41:48.205,5 Laps,+2.843,69,1:16.631,185.9,Turner Motorsport,GTD,,,BMW M4 GT3,M,1553,38,4,111,74,3,,17587,,,Robby,Foley,Gold,,USA,,1302,2,Gold,,,Patrick,Gallagher,Silver,,USA,,1593,1,Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,12,Classified,111,2:40:37.210,6 Laps,1 Lap,70,1:17.098,184.8,VasserSullivan,GTD,,,Lexus RC F GT3,M,931,336,4,46,7644,3,,17592,,,Frankie,Montecalvo,Silver,,USA,,1279,1,Silver,,,Parker,Thompson,Silver,,CAN,,1877,2,Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,45,Classified,111,2:40:41.556,6 Laps,+4.346,39,1:17.133,184.7,Wayne Taylor Racing with Andretti,GTD,,,Lamborghini Huracan GT3 EVO2,M,2530,277,4,194,1609,3,,17586,,,Kyle,Marcelli,Gold,,CAN,,88,1,Gold,,,Danny,Formal,Silver,,CRI,,2130,2,Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,66,Classified,111,2:40:46.548,6 Laps,+4.992,40,1:16.574,186.0,Gradient Racing,GTD,B,,Acura NSX GT3,M,1416,328,4,43,7641,3,,17585,,,Sheena,Monk,Bronze,,USA,,1532,3,Bronze,,,Stevan,McAleer,Gold,,GBR,,460,2,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,32,Classified,111,2:40:48.428,6 Laps,+1.880,38,1:16.977,185.1,Korthoff/Preston Motorsports,GTD,,,Mercedes-AMG GT3,M,2517,497,4,224,7643,3,,17583,,,Mike,Skeen,Silver,,USA,,830,4,Silver,,,Mikael,Grenier,Gold,,CAN,,1624,3,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,1,Classified,111,2:40:58.758,6 Laps,+10.330,67,1:15.989,187.5,Paul Miller Racing,GTDPRO,,,BMW M4 GT3,M,2522,34,41,111,74,3,,17597,,,Bryan,Sellers,Gold,,USA,,18,1,Gold,,,Madison,Snow,Gold,,USA,,155,2,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,78,Classified,111,2:41:40.638,6 Laps,+41.880,88,1:16.054,187.3,Forte Racing,GTD,,,Lamborghini Huracan GT3 EVO2,M,2531,499,4,194,1609,3,,17588,,,Misha,Goikhberg,Silver,,CAN,,168,1,Silver,,,Loris,Spinelli,Gold,,ITA,,2901,2,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,86,Classified,111,2:41:42.048,6 Laps,+1.410,107,1:16.421,186.4,MDK Motorsports,GTD,,,Porsche 911 GT3 R (992),M,2543,428,4,192,112,3,,17593,,,Kerong,Li,Silver,,CHN,,2627,1,Silver,,,Anders,Fjordbach,Silver,,DNK,,3177,2,Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,34,Classified,111,2:41:44.582,6 Laps,+2.534,106,1:16.760,185.6,Conquest Racing,GTD,,,Ferrari 296 GT3,M,2536,284,4,191,106,3,,17590,,,Manny,Franco,Silver,,USA,,2584,1,Silver,,,Albert,Costa Balboa,Platinum,,ESP,,3213,2,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,55,Classified,110,2:40:44.802,7 Laps,1 Lap,5,1:16.872,185.3,Proton Competition,GTD,,,Ford Mustang GT3,M,2549,461,4,231,107,3,,17594,,,Giammarco,Levorato,Silver,,ITA,,3257,3,Silver,,,Corey,Lewis,Silver,,USA,,763,4,Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,
