POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,106,12,1:48.648,-,-,162.7,12,ASD GIACOMO RACE,SS GT,,,Lamborghini Super Trofeo EVO,,Pollini Giacomo,,,,,,,,,,Giacomo,POLLINI,,,ITA,,,,,,,Matteo,POLLINI,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,17,11,1:48.836,+0.188,+0.188,162.4,11,DL RACING,SS GT,,,Lamborghini Super Trofeo EVO2,,DL Racing,,,,,,,,,,Danny,SANTI,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,57,10,1:49.951,+1.303,+1.115,160.7,12,SR & R,SS GT,,,Ferrari 488 Challenge Evo,,SR & R,,,,,,,,,,Simone,CONTI,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8,12,1:51.083,+2.435,+1.132,159.1,13,DL RACING,SS GT,,,Lamborghini Super Trofeo EVO2,,DL Racing,,,,,,,,,,Alessio,SCAUZILLO,,,ITA,,,,,,,Lorenzo,MARIANI,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,19,6,1:52.344,+3.696,+1.261,157.3,12,LEMA RACING,GT4,,,Mercedes AMG GT4,,Lema Racing,,,,,,,,,,Lorenzo,TOCCI,,,ITA,,,,,,,Mark,KASTELIC,,,SLO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,96,12,1:52.360,+3.712,+0.016,157.3,12,TECNOSPORT SRL BY ONE CUP,SS GT,,,Porsche 911 Cup 991 Gen2,,Alfano Carmine,,,,,,,,,,Carmine,ALFANO,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,27,4,1:52.640,+3.992,+0.280,156.9,12,DL RACING,SS GT,,,Lamborghini Super Trofeo EVO2,,DL Racing,,,,,,,,,,Cristian,BORTOLATO,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,4,5,1:54.197,+5.549,+1.557,154.8,12,LEMA RACING,GT4,,,Mercedes Mercedes AMG GT4,,Lema Racing,,,,,,,,,,Kyam,POTEZ,,,SLO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,81,11,1:54.448,+5.800,+0.251,154.4,11,LR MOTORSPORT,GT4 Cup,,,Ligier JS2 R,,Frizza Andrea,,,,,,,,,,Andrea,FRIZZA,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,26,10,1:54.752,+6.104,+0.304,154.0,10,PB RACING,GT4,,,Lotus Emira GT4,,D'Aste Stefano,,,,,,,,,,Stefano,D'ASTE,,,ITA,,,,,,,Alberto,NASKA,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,7,12,1:54.820,+6.172,+0.068,153.9,13,C.Z. BASSANO RACING TEAM,GT4,,,Mercedes AMG GT4,,Lasagni Manuel,,,,,,,,,,Manuel,LASAGNI,,,ITA,,,,,,,Riccardo,WAGNER,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,3,11,1:54.821,+6.173,+0.001,153.9,12,LR MOTORSPORT,GT4 Cup,,,Ligier JS2 R,,Quondamcarlo Manuel,,,,,,,,,,Manuel,QUONDAMCARLO,,,ITA,,,,,,,Jacopo,MAZZA,,,UAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,75,10,1:55.666,+7.018,+0.845,152.8,11,CENTRI PORCHE TICINO,GT4,,,Porsche Cayman GT4 718 RS Clubsport,,AMAG Competition,,,,,,,,,,Danilo,ARFINI,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,71,10,1:56.314,+7.666,+0.648,151.9,11,PL RACING,GT4,,,Lotus Emira GT4,,Abbati Massimo,,,,,,,,,,Massimo,ABBATI,,,ITA,,,,,,,Gianalberto,COLDANI,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,6,8,1:56.424,+7.776,+0.110,151.8,11,CENTRI PORSCHE TICINO,GT4 Cup,,,Porsche Cayman GT4 718 Clubsport MR,,AMAG Competition,,,,,,,,,,Remo,STEBLER,,,SUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,23,11,1:57.327,+8.679,+0.903,150.6,12,TSR TEAM SPIRIT RACING,GT4,,,Aston Martin Vantage AMR GT4,,One Racing,,,,,,,,,,Mathias Lyngbye,VILLADSEN,,,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,99,5,1:58.112,+9.464,+0.785,149.6,11,PB RACING,GT4,,,Lotus Emira GT4,,Copetti Maurizio,,,,,,,,,,Maurizio,COPETTI,,,ITA,,,,,,,Massimiliano,SCHIAVONE,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2,2,2:04.922,+16.274,+6.810,141.5,5,LEMA RACING,GT4,,,Audi R8 LMS GT4,,Lema Racing,,,,,,,,,,Jodi,LAMBRUGHI,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,47,11,2:05.888,+17.240,+0.966,140.4,11,LEMA RACING,GT4 Cup,,,Posche Cayman Cup,,Lema Racing,,,,,,,,,,Silvano,BOLZONI,,,ITA,,,,,,,Andrea,MARCHESINI,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
