POSITION,NUMBER,TEAM,DRIVER_1,DRIVER_2,DRIVER_3,DRIVER_4,VEHICLE,TYRES,CLASS,GROUP,DIVISION,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,DRIVER_5,
1,51,Ferrari AF Corse,Alessandro PIER GUIDI,James CALADO,Antonio GIOVINAZZI,,Ferrari 499P,M,HYPERCAR,H,,Classified,71,2:02'52.444,,,5,1'32.625,190.8,,
2,83,AF Corse,Robert KUBICA,Yifei YE,Philip HANSON,,Ferrari 499P,M,HYPERCAR,H,,Classified,71,2:03'00.785,8.341,8.341,6,1'32.793,190.4,,
3,8,Toyota Gazoo Racing,Sébastien BUEMI,Brendon HARTLEY,Ryo HIRAKAWA,,Toyota GR010 - Hybrid,M,HYPERCAR,H,,Classified,71,2:03'08.050,15.606,7.265,6,1'32.926,190.2,,
4,6,Porsche Penske Motorsport,Kévin ESTRE,Laurens VANTHOOR,Matt CAMPBELL,,Porsche 963,M,HYPERCAR,H,,Classified,71,2:03'11.430,18.986,3.380,34,1'33.601,188.8,,
5,94,Peugeot TotalEnergies,Loïc DUVAL,Malthe JAKOBSEN,Stoffel VANDOORNE,,Peugeot 9X8,M,HYPERCAR,H,,Classified,71,2:03'15.520,23.076,4.090,34,1'33.431,189.1,,
6,5,Porsche Penske Motorsport,Julien ANDLAUER,Michael CHRISTENSEN,Mathieu JAMINET,,Porsche 963,M,HYPERCAR,H,,Classified,71,2:03'16.258,23.814,0.738,6,1'33.715,188.6,,
7,15,BMW M Team WRT,Dries VANTHOOR,Raffaele MARCIELLO,Kevin MAGNUSSEN,,BMW M Hybrid V8,M,HYPERCAR,H,,Classified,71,2:03'20.205,27.761,3.947,4,1'32.901,190.2,,
8,99,Proton Competition,Neel JANI,Nicolas PINO,Nicolas VARRONE,,Porsche 963,M,HYPERCAR,H,,Classified,71,2:03'26.224,33.780,6.019,4,1'33.629,188.7,,
9,20,BMW M Team WRT,René RAST,Robin FRIJNS,Sheldon VAN DER LINDE,,BMW M Hybrid V8,M,HYPERCAR,H,,Classified,71,2:03'29.449,37.005,3.225,36,1'33.427,189.2,,
10,12,Cadillac Hertz Team JOTA,Alex LYNN,Norman NATO,Will STEVENS,,Cadillac V-Series.R,M,HYPERCAR,H,,Classified,71,2:03'30.097,37.653,0.648,5,1'33.438,189.1,,
11,93,Peugeot TotalEnergies,Paul DI RESTA,Mikkel JENSEN,Jean-Eric VERGNE,,Peugeot 9X8,M,HYPERCAR,H,,Classified,71,2:03'32.962,40.518,2.865,5,1'33.361,189.3,,
12,35,Alpine Endurance Team,Paul-Loup CHATIN,Ferdinand HABSBURG,Charles MILESI,,Alpine A424,M,HYPERCAR,H,,Classified,71,2:03'36.919,44.475,3.957,6,1'33.368,189.3,,
13,38,Cadillac Hertz Team JOTA,Earl BAMBER,Sébastien BOURDAIS,Jenson BUTTON,,Cadillac V-Series.R,M,HYPERCAR,H,,Classified,71,2:03'55.347,1'02.903,18.428,6,1'33.698,188.6,,
14,50,Ferrari AF Corse,Antonio FUOCO,Miguel MOLINA,Nicklas NIELSEN,,Ferrari 499P,M,HYPERCAR,H,,Classified,71,2:04'19.996,1'27.552,24.649,12,1'33.392,189.2,,
15,7,Toyota Gazoo Racing,Mike CONWAY,Kamui KOBAYASHI,Nyck DE VRIES,,Toyota GR010 - Hybrid,M,HYPERCAR,H,,Classified,71,2:04'24.159,1'31.715,4.163,4,1'32.948,190.1,,
16,36,Alpine Endurance Team,Jules GOUNON,Frédéric MAKOWIECKI,Mick SCHUMACHER,,Alpine A424,M,HYPERCAR,H,,Classified,70,2:03'01.682,1 Laps,1 Laps,5,1'33.286,189.4,,
17,007,Aston Martin Thor Team,Harry TINCKNELL,Tom GAMBLE,,,Aston Martin Valkyrie,M,HYPERCAR,,,Classified,69,2:00'47.189,2 Laps,1 Laps,26,1'34.552,186.9,,
18,009,Aston Martin Thor Team,Alex RIBERAS,Marco SORENSEN,,,Aston Martin Valkyrie,M,HYPERCAR,,,Classified,69,2:03'08.330,2 Laps,2'21.141,27,1'34.350,187.3,,
19,87,Akkodis ASP Team,Petru UMBRARESCU,Clemens SCHMID,Jose Maria LOPEZ,,Lexus RC F LMGT3,G,LMGT3,,,Classified,64,2:02'47.320,7 Laps,5 Laps,63,1'43.431,170.9,,
20,31,The Bend Team WRT,Yasser SHAHIN,Timur BOGUSLAVSKIY,Augusto FARFUS,,BMW M4 LMGT3,G,LMGT3,,,Classified,64,2:03'01.944,7 Laps,14.624,62,1'44.512,169.1,,
21,46,Team WRT,Ahmad AL HARTHY,Valentino ROSSI,Kelvin VAN DER LINDE,,BMW M4 LMGT3,G,LMGT3,,,Classified,64,2:03'03.251,7 Laps,1.307,62,1'44.325,169.4,,
22,21,Vista AF Corse,François HERIAU,Simon MANN,Alessio ROVERA,,Ferrari 296 LMGT3,G,LMGT3,,,Classified,64,2:03'05.117,7 Laps,1.866,61,1'43.811,170.2,,
23,78,Akkodis ASP Team,Arnold ROBIN,Finn GEHRSITZ,Esteban MASSON,,Lexus RC F LMGT3,G,LMGT3,,,Classified,64,2:03'10.023,7 Laps,4.906,6,1'44.458,169.2,,
24,77,Proton Competition,Bernardo SOUSA,Ben TUCK,Benjamin BARKER,,Ford Mustang LMGT3,G,LMGT3,,,Classified,64,2:03'18.126,7 Laps,8.103,60,1'44.001,169.9,,
25,81,TF Sport,Tom VAN ROMPUY,Rui ANDRADE,Charlie EASTWOOD,,Corvette Z06 LMGT3.R,G,LMGT3,,,Classified,64,2:03'18.736,7 Laps,0.610,61,1'44.640,168.9,,
26,95,United Autosports,Darren LEUNG,Sean GELAEL,Marino SATO,,McLaren 720S LMGT3 Evo,G,LMGT3,,,Classified,64,2:03'19.532,7 Laps,0.796,61,1'44.229,169.6,,
27,59,United Autosports,James COTTINGHAM,Sébastien BAUD,Grégoire SAUCY,,McLaren 720S LMGT3 Evo,G,LMGT3,,,Classified,64,2:03'26.343,7 Laps,6.811,60,1'45.525,167.5,,
28,10,Racing Spirit of Leman,Derek DEBOER,Eduardo BARRICHELLO,Valentin HASSE CLOT,,Aston Martin Vantage AMR LMGT3,G,LMGT3,,,Classified,64,2:03'28.073,7 Laps,1.730,60,1'44.596,169.0,,
29,92,Manthey 1ST Phorm,Ryan HARDWICK,Riccardo PERA,Richard LIETZ,,Porsche 911 GT3 R LMGT3,G,LMGT3,,,Classified,64,2:03'30.007,7 Laps,1.934,61,1'44.606,168.9,,
30,33,TF Sport,Ben KEATING,Jonny EDGAR,Daniel JUNCADELLA,,Corvette Z06 LMGT3.R,G,LMGT3,,,Classified,64,2:03'30.108,7 Laps,0.101,62,1'44.817,168.6,,
31,61,Iron Lynx,Christian RIED,Lin HODENIUS,Maxime MARTIN,,Mercedes-AMG LMGT3,G,LMGT3,,,Classified,64,2:03'40.867,7 Laps,10.759,33,1'44.872,168.5,,
32,85,Iron Dames,Celia MARTIN,Rahel FREY,Michelle GATTING,,Porsche 911 GT3 R LMGT3,G,LMGT3,,,Classified,64,2:03'41.204,7 Laps,0.337,60,1'45.696,167.2,,
33,54,Vista AF Corse,Thomas FLOHR,Francesco CASTELLACCI,Davide RIGON,,Ferrari 296 LMGT3,G,LMGT3,,,Classified,64,2:03'45.155,7 Laps,3.951,62,1'45.824,167.0,,
34,60,Iron Lynx,Claudio SCHIAVONI,Matteo CRESSONI,Matteo CAIROLI,,Mercedes-AMG LMGT3,G,LMGT3,,,Classified,64,2:03'58.843,7 Laps,13.688,36,1'44.510,169.1,,
35,88,Proton Competition,Stefano GATTUSO,Giammarco LEVORATO,Dennis OLSEN,,Ford Mustang LMGT3,G,LMGT3,,,Classified,62,2:01'23.479,9 Laps,2 Laps,4,1'44.743,168.7,,
36,27,Heart of Racing Team,Ian JAMES,Zacharie ROBICHON,Mattia DRUDI,,Aston Martin Vantage AMR LMGT3,G,LMGT3,,,Retired,49,1:30'39.916,22 Laps,13 Laps,12,1'45.303,167.8,,
