POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,106,Classified,16,31:08.369,-,-,6,1:46.963,165.2,ASD GIACOMO RACE,SS GT,,,Lamborghini Super Trofeo EVO,,Pollini Giacomo,,,,,,,,,,Giacomo,POLLINI,,,ITA,,,,,,,Matteo,POLLINI,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,17,Classified,16,31:58.593,+50.224,+50.224,9,1:47.350,164.6,DL RACING,SS GT,,,Lamborghini Super Trofeo EVO2,,DL Racing,,,,,,,,,,Danny,SANTI,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,8,Classified,16,32:38.440,+1:30.071,+39.847,13,1:48.762,162.5,DL RACING,SS GT,,,Lamborghini Super Trofeo EVO2,,DL Racing,,,,,,,,,,Alessio,SCAUZILLO,,,ITA,,,,,,,Lorenzo,MARIANI,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,57,Classified,16,32:49.063,+1:40.694,+10.623,13,1:50.057,160.6,SR & R,SS GT,,,Ferrari 488 Challenge Evo,,SR & R,,,,,,,,,,Simone,CONTI,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,19,Classified,16,32:52.478,+1:44.109,+3.415,4,1:52.997,156.4,LEMA RACING,GT4,,,Mercedes AMG GT4,,Lema Racing,,,,,,,,,,Lorenzo,TOCCI,,,ITA,,,,,,,Mark,KASTELIC,,,SLO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,81,Classified,16,32:52.876,+1:44.507,+0.398,16,1:53.238,156.1,LR MOTORSPORT,GT4 Cup,,,Ligier JS2 R,,Frizza Andrea,,,,,,,,,,Andrea,FRIZZA,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,96,Classified,15,30:56.361,1 Lap,1 Lap,4,1:50.176,160.4,TECNOSPORT SRL BY ONE CUP,SS GT,,,Porsche 911 Cup 991 Gen2,,Alfano Carmine,,,,,,,,,,Carmine,ALFANO,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,4,Classified,15,31:11.159,1 Lap,+14.798,4,1:53.924,155.1,LEMA RACING,GT4,,,Mercedes Mercedes AMG GT4,,Lema Racing,,,,,,,,,,Kyam,POTEZ,,,SLO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,26,Classified,15,31:13.208,1 Lap,+2.049,4,1:53.899,155.2,PB RACING,GT4,,,Lotus Emira GT4,,D'Aste Stefano,,,,,,,,,,Stefano,D'ASTE,,,ITA,,,,,,,Alberto,NASKA,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,71,Classified,15,31:20.858,1 Lap,+7.650,5,1:54.273,154.7,PB RACING,GT4,,,Lotus Emira GT4,,Abbati Massimo,,,,,,,,,,Massimo,ABBATI,,,ITA,,,,,,,Gianalberto,COLDANI,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,23,Classified,15,31:29.449,1 Lap,+8.591,12,1:54.939,153.8,TSR TEAM SPIRIT RACING,GT4,,,Aston Martin Vantage AMR GT4,,One Racing,,,,,,,,,,Mathias Lyngbye,VILLADSEN,,,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,99,Classified,15,31:31.541,1 Lap,+2.092,10,1:55.361,153.2,PB RACING,GT4,,,Lotus Emira GT4,,Copetti Maurizio,,,,,,,,,,Maurizio,COPETTI,,,ITA,,,,,,,Massimiliano,SCHIAVONE,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
