NUMBER, DRIVER_NUMBER, LAP_NUMBER, LAP_TIME, LAP_IMPROVEMENT, CROSSING_FINISH_LINE_IN_PIT, S1, S1_IMPROVEMENT, S2, S2_IMPROVEMENT, S3, S3_IMPROVEMENT, KPH, ELAPSED, HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,CLASS,GROUP,TEAM,MANUFACTURER,FLAG_AT_FL,
13,2,1,2:37.520,0,,1:09.475,0,46.548,0,41.497,0,118.2,2:37.520,10:32:37.520,1:09.475,0:46.548,0:41.497,266.7,Nicolas Pino,0:00:38.857,LMP3,,Inter Europol Competition,Ligier,GF,
13,2,2,1:48.742,0,,22.783,0,45.871,0,40.088,0,174.8,4:26.262,10:34:26.262,0:22.783,0:45.871,0:40.088,270.0,Nicolas Pino,,LMP3,,Inter Europol Competition,Ligier,GF,
13,2,3,1:48.064,2,,22.508,2,45.538,2,40.018,2,175.9,6:14.326,10:36:14.326,0:22.508,0:45.538,0:40.018,270.0,Nicolas Pino,,LMP3,,Inter Europol Competition,Ligier,GF,
13,2,4,3:11.955,0,B,30.863,0,1:29.986,0,1:11.106,0,99.0,9:26.281,10:39:26.281,0:30.863,1:29.986,1:11.106,79.8,Nicolas Pino,,LMP3,,Inter Europol Competition,Ligier,RF,
13,2,5,2:54.941,0,,1:25.220,0,48.315,0,41.406,0,108.7,12:21.222,10:42:21.222,1:25.220,0:48.315,0:41.406,257.8,Nicolas Pino,0:00:55.152,LMP3,,Inter Europol Competition,Ligier,GF,
13,2,6,1:49.261,0,,22.528,0,45.619,0,41.114,0,174.0,14:10.483,10:44:10.483,0:22.528,0:45.619,0:41.114,270.7,Nicolas Pino,,LMP3,,Inter Europol Competition,Ligier,FF,
2,1,1,2:03.303,0,,34.608,0,46.471,0,42.224,0,151.0,2:03.303,10:32:03.303,0:34.608,0:46.471,0:42.224,255.3,Laurents Hoerr,0:00:04.633,LMP3,,DKR Engineering,Duqueine,GF,
2,1,2,1:46.785,0,,22.343,0,45.115,0,39.327,0,178.0,3:50.088,10:33:50.088,0:22.343,0:45.115,0:39.327,268.0,Laurents Hoerr,,LMP3,,DKR Engineering,Duqueine,GF,
2,1,3,1:46.301,3,,22.181,0,44.981,3,39.139,3,178.8,5:36.389,10:35:36.389,0:22.181,0:44.981,0:39.139,268.7,Laurents Hoerr,,LMP3,,DKR Engineering,Duqueine,GF,
2,1,4,2:39.775,0,B,22.015,3,1:05.475,0,1:12.285,0,119.0,8:16.164,10:38:16.164,0:22.015,1:05.475,1:12.285,270.0,Laurents Hoerr,,LMP3,,DKR Engineering,Duqueine,RF,
21,2,1,2:06.408,0,,37.700,0,47.206,0,41.502,0,147.3,2:06.408,10:32:06.408,0:37.700,0:47.206,0:41.502,255.9,Jordan Grogor,0:00:06.730,LMP3,,Konrad Motorsport,Ginetta,GF,
21,2,2,1:48.809,0,,22.485,0,46.346,0,39.978,2,174.7,3:55.217,10:33:55.217,0:22.485,0:46.346,0:39.978,263.4,Jordan Grogor,,LMP3,,Konrad Motorsport,Ginetta,GF,
21,2,3,1:48.692,2,,22.473,2,46.018,2,40.201,0,174.9,5:43.909,10:35:43.909,0:22.473,0:46.018,0:40.201,264.1,Jordan Grogor,,LMP3,,Konrad Motorsport,Ginetta,GF,
21,2,4,3:48.469,0,B,1:17.946,0,1:32.287,0,58.236,0,83.2,9:32.378,10:39:32.378,1:17.946,1:32.287,0:58.236,74.3,Jordan Grogor,,LMP3,,Konrad Motorsport,Ginetta,RF,
22,3,1,2:47.381,0,,1:18.879,0,47.786,0,40.716,0,111.2,2:47.381,10:32:47.381,1:18.879,0:47.786,0:40.716,241.1,Hendrik Still,0:00:47.400,LMP3,,Rinaldi Racing,Duqueine,GF,
22,3,2,1:51.080,0,,22.645,0,46.204,0,42.231,0,171.2,4:38.461,10:34:38.461,0:22.645,0:46.204,0:42.231,268.0,Hendrik Still,,LMP3,,Rinaldi Racing,Duqueine,GF,
22,3,3,1:48.255,2,,22.602,2,45.490,2,40.163,0,175.6,6:26.716,10:36:26.716,0:22.602,0:45.490,0:40.163,268.0,Hendrik Still,,LMP3,,Rinaldi Racing,Duqueine,GF,
22,3,4,3:17.740,0,B,43.822,0,1:45.602,0,48.316,0,96.1,9:44.456,10:39:44.456,0:43.822,1:45.602,0:48.316,79.1,Hendrik Still,,LMP3,,Rinaldi Racing,Duqueine,RF,
22,3,5,2:46.391,0,,1:12.847,0,50.634,0,42.910,0,114.3,12:30.847,10:42:30.847,1:12.847,0:50.634,0:42.910,226.4,Hendrik Still,0:00:43.778,LMP3,,Rinaldi Racing,Duqueine,GF,
22,3,6,1:48.341,0,,22.665,0,45.642,0,40.034,2,175.5,14:19.188,10:44:19.188,0:22.665,0:45.642,0:40.034,268.0,Hendrik Still,,LMP3,,Rinaldi Racing,Duqueine,FF,
26,2,1,3:23.951,0,,1:57.305,0,46.893,0,39.753,0,91.3,3:23.951,10:33:23.951,1:57.305,0:46.893,0:39.753,259.6,Xavier Lloveras,0:01:26.495,LMP3,,G-Drive Racing,Ligier,GF,
26,2,2,1:47.810,0,,22.344,2,45.770,0,39.696,0,176.3,5:11.761,10:35:11.761,0:22.344,0:45.770,0:39.696,264.7,Xavier Lloveras,,LMP3,,G-Drive Racing,Ligier,GF,
26,2,3,2:10.469,0,B,22.463,0,45.850,0,1:02.156,0,145.7,7:22.230,10:37:22.230,0:22.463,0:45.850,1:02.156,265.4,Xavier Lloveras,,LMP3,,G-Drive Racing,Ligier,RF,
26,2,4,4:29.477,0,,3:03.857,0,45.970,0,39.650,0,70.5,11:51.707,10:41:51.707,3:03.857,0:45.970,0:39.650,262.8,Xavier Lloveras,0:02:34.778,LMP3,,G-Drive Racing,Ligier,GF,
26,2,5,1:47.532,2,,22.395,0,45.495,2,39.642,2,176.8,13:39.239,10:43:39.239,0:22.395,0:45.495,0:39.642,265.4,Xavier Lloveras,,LMP3,,G-Drive Racing,Ligier,FF,
27,3,1,3:06.227,0,,1:38.541,0,47.382,0,40.304,0,100.0,3:06.227,10:33:06.227,1:38.541,0:47.382,0:40.304,254.7,Steven Palette,0:01:07.646,LMP3,,CD Sport,Ligier,GF,
27,3,2,1:48.199,2,,22.524,0,45.874,0,39.801,0,175.7,4:54.426,10:34:54.426,0:22.524,0:45.874,0:39.801,261.5,Steven Palette,,LMP3,,CD Sport,Ligier,GF,
