POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,95,5,1:50.576,-,-,171.9,5,TF Sport,GT,,,Aston Martin Vantage AMR GT3,M,58480,364,4083,6085,260,188,,,,,John,Hartshorne,B,,GBR,,823,188,,,Min 00:55:00,Jonathan,Adam,P,,GBR,,194,188,,,None,Henrique,Chaves,S,,PRT,,9157,184,,,Min 00:55:00,,,,,,,,,,,,,,,,,,,
2,33,4,1:50.755,+0.179,+0.179,171.7,5,Herberth Motorsport,GT,,,Porsche 911 GT3 R,M,58465,6083,4083,4343,4368,5,,,,,Antares,AU,B,,HKG,,10412,92,,,Min 00:55:00,Yifei,YE,S,,CHN,,10068,43,,,Min 00:55:00,Klaus,Bachler,G,,AUT,,291,17,,,None,,,,,,,,,,,,,,,,,,,
3,20,4,1:50.935,+0.359,+0.180,171.4,5,SPS Automotive Performance,GT,AM,GT-AM,Mercedes AMG GT3,M,58464,5929,4083,5592,4314,5,,,,,Valentin,Pierburg,B,,DEU,,9527,5,,,Min 00:55:00,John,Loggie,B,,GBR,,10227,188,,,Min 00:55:00,Mikael,Grenier,S,,CAN,,10448,40,,,Min 00:55:00,,,,,,,,,,,,,,,,,,,
4,69,4,1:50.970,+0.394,+0.035,171.3,5,Oman Racing,GT,,,Aston Martin Vantage AMR GT3,M,58475,6129,4083,6085,260,170,,,,,Ahmad,AL Harthy,B,,OMN,,8810,170,,,Min 00:55:00,Samuel,de Haan,S,,GBR,,10521,188,,,Min 00:55:00,Charles,Eastwood,G,,GBR,,9016,188,,,None,,,,,,,,,,,,,,,,,,,
5,77,3,1:51.021,+0.445,+0.051,171.2,4,D'Station Racing,GT,,,Aston Martin Vantage AMR GT3,M,58477,6071,4083,6085,260,121,,,,,Satoshi,Hoshino,B,,JPN,,1310,121,,,Min 00:55:00,Tomonobu,Fujii,G,,JPN,,1308,121,,,None,Thomas,Gamble,S,,GBR,,9549,188,,,Min 00:55:00,,,,,,,,,,,,,,,,,,,
6,7,3,1:51.145,+0.569,+0.124,171.1,5,Inception Racing,GT,,,McLaren 720S GT3,M,58461,6084,4083,6044,60,188,,,,,Brendan,Iribe,B,,USA,,9833,66,,,Min 00:55:00,Ollie,Millroy,S,,GBR,,1213,188,,,Min 00:55:00,Benjamin,Barnicoat,G,,GBR,,9429,188,,,None,,,,,,,,,,,,,,,,,,,
7,6,5,1:51.235,+0.659,+0.090,170.9,5,Haupt Racing Team,GT,,,Mercedes AMG GT3,M,58460,6182,4083,5592,4314,5,,,,,Hubert,Haupt,S,,DEU,,6986,5,,,Min 00:55:00,Rory,Penttinen,B,,FIN,,9628,69,,,Min 00:55:00,Arjun,Maini,G,,IND,,9355,112,,,None,,,,,,,,,,,,,,,,,,,
8,17,3,1:51.286,+0.710,+0.051,170.8,4,AF Corse,GT,,,Ferrari 488 GT3,M,58463,16,4083,5578,3,119,,,,,Louis,Prette,S,,MCO,,9501,119,,,Min 00:55:00,Vincent,Abril,G,,FRA,,9542,70,,,None,Conrad,Grunewald,B,,USA,,10447,66,,,Min 00:55:00,,,,,,,,,,,,,,,,,,,
9,55,3,1:51.538,+0.962,+0.252,170.4,4,Rinaldi Racing,GT,,,Ferrari 488 GT3,M,58471,6020,4083,5578,3,5,,,,,Rino,Mastronardi,B,,ITA,,1300,119,,,Min 00:55:00,David,Perel,S,,ZAF,,9590,2,,,Min 00:55:00,Davide,Rigon,P,,ITA,,266,119,,,None,,,,,,,,,,,,,,,,,,,
10,57,5,1:51.661,+1.085,+0.123,170.3,5,Kessel Racing,GT,AM,GT-AM,Ferrari 488 GT3,M,58472,120,4083,5578,3,219,,,,,Roman,Ziemian,B,,POL,,10435,181,,,Min 00:55:00,Francesco,Zollo,B,,ITA,,10226,119,,,Min 00:55:00,Axcil,Jefferies,S,,ZWE,,9876,188,,,Min 00:55:00,,,,,,,,,,,,,,,,,,,
11,74,3,1:51.687,+1.111,+0.026,170.2,5,Kessel Racing,GT,,,Ferrari 488 GT3,M,58476,120,4083,5578,3,219,,,,,Michael,Broniszewski,B,,POL,,472,181,,,Min 00:55:00,David,Fumanelli,S,,ITA,,9822,119,,,Min 00:55:00,Mikkel,Jensen,G,,DNK,,8276,57,,,None,,,,,,,,,,,,,,,,,,,
12,12,4,1:51.719,+1.143,+0.032,170.2,5,Dinamic Motorsport,GT,,,Porsche 911 GT3 R,M,58462,6183,4083,4343,4368,119,,,,,Giorgio,Roda,S,,ITA,,458,119,,,Min 00:55:00,Benjamin,Barker,G,,GBR,,594,188,,,None,Philipp,Sager,B,,AUT,,10446,17,,,Min 00:55:00,,,,,,,,,,,,,,,,,,,
13,99,4,1:51.787,+1.211,+0.068,170.1,5,Herberth Motorsport,GT,AM,GT-AM,Porsche 911 GT3 R,M,58482,6083,4083,4343,4368,5,,,,,Jurgen,Haring,B,,DEU,,10437,5,,,Min 00:55:00,Fin,Gehrsitz,B,,DEU,,10522,5,,,Min 00:55:00,Marco,Seefried,S,,DEU,,536,5,,,Min 00:55:00,,,,,,,,,,,,,,,,,,,
14,91,4,1:51.812,+1.236,+0.025,170.0,5,Herberth Motorsport,GT,,,Porsche 911 GT3 R,M,58479,6083,4083,4343,4368,5,,,,,Alfred,Renauer,S,,DEU,,10071,5,,,Min 00:55:00,Robert,Renauer,G,,DEU,,10207,5,,,None,Ralf,Bohn,B,,DEU,,10137,5,,,Min 00:55:00,,,,,,,,,,,,,,,,,,,
15,34,2,1:51.826,+1.250,+0.014,170.0,4,Walkenhorst Motorsport,GT,,,BMW M4 GT3,M,58466,6177,4083,6128,4433,5,,,,,Chandler,Hull,B,,USA,,10403,66,,,Min 00:55:00,Jonathan,Miller,S,,USA,,10405,66,,,Min 00:55:00,Nicky,Catsburg,P,,NLD,,9020,178,,,None,,,,,,,,,,,,,,,,,,,
16,51,2,1:51.831,+1.255,+0.005,170.0,3,AF Corse,GT,,,Ferrari 488 GT3,M,58470,16,4083,5578,3,119,,,,,Alessandro,Pier Guidi,P,,ITA,,340,119,,,None,Victor,Gomez,S,,PRI,,10440,183,,,Min 00:55:00,Francesco,Piovanetti,B,,PRI,,9528,66,,,Min 00:55:00,,,,,,,,,,,,,,,,,,,
17,88,4,1:51.924,+1.348,+0.093,169.9,5,Garage 59,GT,,,McLaren 720S GT3,M,58478,5770,4083,6044,60,188,,,,,Alexander,West,B,,SWE,,8800,221,,,Min 00:55:00,Frankie,Bird,S,,GBR,,10442,188,,,Min 00:55:00,Marvin,Kirchofer,G,,DEU,,10451,5,,,None,,,,,,,,,,,,,,,,,,,
18,42,5,1:51.978,+1.402,+0.054,169.8,5,Optimum Motorsport,GT,,,McLaren 720S GT3,M,58468,5576,4083,6044,60,188,,,,,Nicholas,Moss,B,,GBR,,10434,188,,,Min 00:55:00,Andrew,Watson,S,,GBR,,9573,188,,,Min 00:55:00,Joseph,Osborne,G,,GBR,,8256,188,,,None,,,,,,,,,,,,,,,,,,,
19,96,3,1:52.055,+1.479,+0.077,169.7,5,Attempto Racing,GT,,,Audi R8 LMS GT3 EVO,M,58481,6186,4083,6129,1,5,,,,,Alexander,AKA,S,,DEU,,10436,5,,,Min 00:55:00,Florian,Scholze,B,,DEU,,9586,5,,,Min 00:55:00,Finlay,Hutchison,S,,GBR,,9615,188,,,Min 00:55:00,,,,,,,,,,,,,,,,,,,
20,59,5,1:52.721,+2.145,+0.666,168.7,5,Garage 59,GT,,,McLaren 720S GT3,M,58473,5770,4083,6044,60,188,,,,,Nicolai,Kjaergaard,S,,DNK,,10305,57,,,Min 00:55:00,Manuel,Maldonado,S,,VEN,,9880,246,,,Min 00:55:00,James,Vowles,B,,GBR,,10450,188,,,Min 00:55:00,,,,,,,,,,,,,,,,,,,
21,48,2,1:54.611,+4.035,+1.890,165.9,5,Saalocin by Kox Racing,GT,,,Porsche 911 GT3 R,M,58469,6184,4083,4343,4368,61,,,,,Nicolas,Pronk,B,,NLD,,1198,178,,,Min 00:55:00,Stephane,KOX,S,,NLD,,8776,178,,,Min 00:55:00,Peter,KOX,S,,NLD,,691,178,,,Min 00:55:00,,,,,,,,,,,,,,,,,,,
22,66,4,1:54.710,+4.134,+0.099,165.7,5,YC Panda Racing,GT,AM,GT-AM,Audi R8 LMS GT3 EVO,M,58474,6185,4083,6129,1,43,,,,,Douglas,Khoo,B,,MYS,,9535,142,,,Min 01:30:00,Jean-Francois,Brunot,S,,USA,,10520,66,,,Max 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
23,35,4,1:55.890,+5.314,+1.180,164.0,5,Walkenhorst Motorsport,GT,AM,GT-AM,BMW M4 GT3,M,58467,6177,4083,6128,4433,5,,,,,Friedrich,von Bohlen,S,,DEU,,10518,5,,,Min 00:55:00,Henry,Walkenhorst,B,,DEU,,10404,5,,,Min 00:55:00,Jorg,Breuer,B,,DEU,,10449,5,,,Min 00:55:00,,,,,,,,,,,,,,,,,,,
