NUMBER, DRIVER_NUMBER, LAP_NUMBER, LAP_TIME, LAP_IMPROVEMENT, CROSSING_FINISH_LINE_IN_PIT, S1, S1_IMPROVEMENT, S2, S2_IMPROVEMENT, S3, S3_IMPROVEMENT, KPH, ELAPSED, HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,CLASS,GROUP,TEAM,MANUFACTURER,FLAG_AT_FL,
1,1,1,3:42.147,0,,1:32.553,0,1:26.191,0,43.403,0,105.6,3:42.147,14:18:42.147,1:32.553,1:26.191,0:43.403,,Bryan Sellers,0:01:15.008,GTD,,Paul Miller Racing,Lamborghini,GF,
1,1,2,2:23.126,0,,17.433,0,1:22.393,0,43.300,0,163.9,6:05.273,14:21:05.273,0:17.433,1:22.393,0:43.300,,Bryan Sellers,,GTD,,Paul Miller Racing,Lamborghini,GF,
1,1,3,2:23.340,0,,17.338,2,1:22.578,0,43.424,0,163.6,8:28.613,14:23:28.613,0:17.338,1:22.578,0:43.424,,Bryan Sellers,,GTD,,Paul Miller Racing,Lamborghini,GF,
1,1,4,2:23.122,2,,17.464,0,1:22.377,2,43.281,2,163.9,10:51.735,14:25:51.735,0:17.464,1:22.377,0:43.281,,Bryan Sellers,,GTD,,Paul Miller Racing,Lamborghini,GF,
1,1,5,2:26.734,0,,17.683,0,1:24.949,0,44.102,0,159.8,13:18.469,14:28:18.469,0:17.683,1:24.949,0:44.102,,Bryan Sellers,,GTD,,Paul Miller Racing,Lamborghini,GF,
1,1,6,2:51.382,0,B,17.628,0,1:31.215,0,1:02.539,0,136.8,16:09.851,14:31:09.851,0:17.628,1:31.215,1:02.539,,Bryan Sellers,,GTD,,Paul Miller Racing,Lamborghini,FF,
12,2,1,3:29.597,0,,1:12.933,0,1:33.012,0,43.652,0,111.9,3:29.597,14:18:29.597,1:12.933,1:33.012,0:43.652,,Zach Veach,0:00:55.563,GTD,,VASSER SULLIVAN,Lexus,GF,
12,2,2,2:24.368,0,,17.299,0,1:23.550,2,43.519,0,162.5,5:53.965,14:20:53.965,0:17.299,1:23.550,0:43.519,,Zach Veach,,GTD,,VASSER SULLIVAN,Lexus,GF,
12,2,3,2:24.233,2,,17.260,2,1:23.658,0,43.315,2,162.6,8:18.198,14:23:18.198,0:17.260,1:23.658,0:43.315,,Zach Veach,,GTD,,VASSER SULLIVAN,Lexus,GF,
12,2,4,2:24.852,0,,17.348,0,1:24.050,0,43.454,0,161.9,10:43.050,14:25:43.050,0:17.348,1:24.050,0:43.454,,Zach Veach,,GTD,,VASSER SULLIVAN,Lexus,GF,
12,2,5,2:25.124,0,,17.280,0,1:23.911,0,43.933,0,161.6,13:08.174,14:28:08.174,0:17.280,1:23.911,0:43.933,,Zach Veach,,GTD,,VASSER SULLIVAN,Lexus,GF,
12,2,6,3:29.247,0,B,19.718,0,1:49.083,0,1:20.446,0,112.1,16:37.421,14:31:37.421,0:19.718,1:49.083,1:20.446,,Zach Veach,,GTD,,VASSER SULLIVAN,Lexus,FF,
14,2,1,3:03.004,0,,45.917,0,1:28.869,0,48.218,0,128.2,3:03.004,14:18:03.004,0:45.917,1:28.869,0:48.218,,Jack Hawksworth,0:00:25.775,GTD,,VASSER SULLIVAN,Lexus,GF,
14,2,2,2:23.692,0,,17.233,0,1:23.460,0,42.999,2,163.2,5:26.696,14:20:26.696,0:17.233,1:23.460,0:42.999,,Jack Hawksworth,,GTD,,VASSER SULLIVAN,Lexus,GF,
14,2,3,2:23.605,2,,17.125,2,1:23.048,2,43.432,0,163.3,7:50.301,14:22:50.301,0:17.125,1:23.048,0:43.432,,Jack Hawksworth,,GTD,,VASSER SULLIVAN,Lexus,GF,
14,2,4,2:23.608,0,,17.232,0,1:23.293,0,43.083,0,163.3,10:13.909,14:25:13.909,0:17.232,1:23.293,0:43.083,,Jack Hawksworth,,GTD,,VASSER SULLIVAN,Lexus,GF,
14,2,5,2:24.201,0,,17.136,0,1:23.757,0,43.308,0,162.6,12:38.110,14:27:38.110,0:17.136,1:23.757,0:43.308,,Jack Hawksworth,,GTD,,VASSER SULLIVAN,Lexus,GF,
14,2,6,2:49.389,0,B,17.369,0,1:27.691,0,1:04.329,0,138.5,15:27.499,14:30:27.499,0:17.369,1:27.691,1:04.329,,Jack Hawksworth,,GTD,,VASSER SULLIVAN,Lexus,FF,
16,2,1,2:42.925,0,,30.738,0,1:26.701,0,45.486,0,143.9,2:42.925,14:17:42.925,0:30.738,1:26.701,0:45.486,,Patrick Long,0:00:13.767,GTD,,Wright Motorsports,Porsche,GF,
16,2,2,2:23.460,2,,17.342,0,1:23.009,2,43.109,2,163.5,5:06.385,14:20:06.385,0:17.342,1:23.009,0:43.109,,Patrick Long,,GTD,,Wright Motorsports,Porsche,GF,
16,2,3,2:23.860,0,,17.359,0,1:23.296,0,43.205,0,163.0,7:30.245,14:22:30.245,0:17.359,1:23.296,0:43.205,,Patrick Long,,GTD,,Wright Motorsports,Porsche,GF,
16,2,4,2:42.582,0,,17.516,0,1:24.466,0,1:00.600,0,144.3,10:12.827,14:25:12.827,0:17.516,1:24.466,1:00.600,,Patrick Long,,GTD,,Wright Motorsports,Porsche,GF,
16,2,5,2:24.380,0,,17.244,2,1:23.647,0,43.489,0,162.4,12:37.207,14:27:37.207,0:17.244,1:23.647,0:43.489,,Patrick Long,,GTD,,Wright Motorsports,Porsche,GF,
16,2,6,2:48.774,0,B,17.381,0,1:26.521,0,1:04.872,0,139.0,15:25.981,14:30:25.981,0:17.381,1:26.521,1:04.872,,Patrick Long,,GTD,,Wright Motorsports,Porsche,FF,
19,2,1,2:50.962,0,,39.244,0,1:25.611,0,46.107,0,137.2,2:50.962,14:17:50.962,0:39.244,1:25.611,0:46.107,,Franck Perera,0:00:23.252,GTD,,GRT Grasser Racing Team,Lamborghini,GF,
19,2,2,2:23.442,0,,17.156,2,1:22.507,2,43.779,0,163.5,5:14.404,14:20:14.404,0:17.156,1:22.507,0:43.779,,Franck Perera,,GTD,,GRT Grasser Racing Team,Lamborghini,GF,
19,2,3,2:26.659,0,,17.230,0,1:25.776,0,43.653,0,159.9,7:41.063,14:22:41.063,0:17.230,1:25.776,0:43.653,,Franck Perera,,GTD,,GRT Grasser Racing Team,Lamborghini,GF,
19,2,4,2:23.563,0,,17.334,0,1:23.110,0,43.119,0,163.4,10:04.626,14:25:04.626,0:17.334,1:23.110,0:43.119,,Franck Perera,,GTD,,GRT Grasser Racing Team,Lamborghini,GF,
19,2,5,2:23.173,2,,17.256,0,1:22.829,0,43.088,2,163.8,12:27.799,14:27:27.799,0:17.256,1:22.829,0:43.088,,Franck Perera,,GTD,,GRT Grasser Racing Team,Lamborghini,GF,
19,2,6,2:24.684,0,,17.323,0,1:23.678,0,43.683,0,162.1,14:52.483,14:29:52.483,0:17.323,1:23.678,0:43.683,,Franck Perera,,GTD,,GRT Grasser Racing Team,Lamborghini,GF,
19,2,7,2:23.838,0,,17.226,0,1:23.064,0,43.548,0,163.0,17:16.321,14:32:16.321,0:17.226,1:23.064,0:43.548,,Franck Perera,,GTD,,GRT Grasser Racing Team,Lamborghini,FF,
23,2,1,2:37.524,0,,26.248,0,1:26.818,0,44.458,0,148.9,2:37.524,14:17:37.524,0:26.248,1:26.818,0:44.458,,Ross Gunn,0:00:08.821,GTD,,Heart Of Racing Team,Aston Martin,GF,
23,2,2,2:24.085,0,,17.272,0,1:23.506,0,43.307,2,162.8,5:01.609,14:20:01.609,0:17.272,1:23.506,0:43.307,,Ross Gunn,,GTD,,Heart Of Racing Team,Aston Martin,GF,
23,2,3,2:23.255,2,,17.275,0,1:22.652,2,43.328,0,163.7,7:24.864,14:22:24.864,0:17.275,1:22.652,0:43.328,,Ross Gunn,,GTD,,Heart Of Racing Team,Aston Martin,GF,
23,2,4,2:23.487,0,,17.201,2,1:22.735,0,43.551,0,163.4,9:48.351,14:24:48.351,0:17.201,1:22.735,0:43.551,,Ross Gunn,,GTD,,Heart Of Racing Team,Aston Martin,GF,
23,2,5,2:42.032,0,,17.317,0,1:33.377,0,51.338,0,144.7,12:30.383,14:27:30.383,0:17.317,1:33.377,0:51.338,,Ross Gunn,,GTD,,Heart Of Racing Team,Aston Martin,GF,
23,2,6,2:25.241,0,,17.358,0,1:24.050,0,43.833,0,161.5,14:55.624,14:29:55.624,0:17.358,1:24.050,0:43.833,,Ross Gunn,,GTD,,Heart Of Racing Team,Aston Martin,GF,
23,2,7,2:30.303,0,,17.446,0,1:26.753,0,46.104,0,156.0,17:25.927,14:32:25.927,0:17.446,1:26.753,0:46.104,,Ross Gunn,,GTD,,Heart Of Racing Team,Aston Martin,FF,
3,2,1,2:34.074,0,,24.553,0,1:26.543,0,42.978,0,152.2,2:34.074,14:17:34.074,0:24.553,1:26.543,0:42.978,,Jordan Taylor,0:00:06.768,GTLM,,Corvette Racing,Chevrolet,GF,
3,2,2,2:22.823,0,,17.094,0,1:23.097,0,42.632,0,164.2,4:56.897,14:19:56.897,0:17.094,1:23.097,0:42.632,,Jordan Taylor,,GTLM,,Corvette Racing,Chevrolet,GF,
3,2,3,2:20.979,3,,16.922,0,1:21.559,3,42.498,3,166.4,7:17.876,14:22:17.876,0:16.922,1:21.559,0:42.498,,Jordan Taylor,,GTLM,,Corvette Racing,Chevrolet,GF,
3,2,4,2:25.219,0,,17.009,0,1:24.466,0,43.744,0,161.5,9:43.095,14:24:43.095,0:17.009,1:24.466,0:43.744,,Jordan Taylor,,GTLM,,Corvette Racing,Chevrolet,GF,
