POSITION,NUMBER,TEAM,DRIVER_1,DRIVER_2,DRIVER_3,DRIVER_4,VEHICLE,TYRES,CLASS,GROUP,DIVISION,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,DRIVER_5,
1,99,Proton Competition,Neel JANI,Nicolas PINO,Nicolas VARRONE,,Porsche 963,M,HYPERCAR,H,,Classified,96,3:00'18.001,,,84,1'31.518,179.5,,
2,93,Peugeot TotalEnergies,Paul DI RESTA,Mikkel JENSEN,Jean-Eric VERGNE,,Peugeot 9X8,M,HYPERCAR,H,,Classified,96,3:00'18.390,0.389,0.389,3,1'31.052,180.4,,
3,7,Toyota Gazoo Racing,Mike CONWAY,Kamui KOBAYASHI,Nyck DE VRIES,,Toyota GR010 - Hybrid,M,HYPERCAR,H,,Classified,96,3:00'19.338,1.337,0.948,84,1'31.327,179.9,,
4,12,Cadillac Hertz Team JOTA,Alex LYNN,Norman NATO,Will STEVENS,,Cadillac V-Series.R,M,HYPERCAR,H,,Classified,96,3:00'19.370,1.369,0.032,2,1'30.507,181.5,,
5,38,Cadillac Hertz Team JOTA,Earl BAMBER,Sébastien BOURDAIS,Jenson BUTTON,,Cadillac V-Series.R,M,HYPERCAR,H,,Classified,96,3:00'20.415,2.414,1.045,2,1'31.006,180.5,,
6,94,Peugeot TotalEnergies,Loïc DUVAL,Malthe JAKOBSEN,Stoffel VANDOORNE,,Peugeot 9X8,M,HYPERCAR,H,,Classified,96,3:00'20.694,2.693,0.279,85,1'31.040,180.4,,
7,51,Ferrari AF Corse,Alessandro PIER GUIDI,James CALADO,Antonio GIOVINAZZI,,Ferrari 499P,M,HYPERCAR,H,,Classified,96,3:00'22.510,4.509,1.816,3,1'31.023,180.5,,
8,50,Ferrari AF Corse,Antonio FUOCO,Miguel MOLINA,Nicklas NIELSEN,,Ferrari 499P,M,HYPERCAR,H,,Classified,96,3:00'24.206,6.205,1.696,5,1'31.835,178.9,,
9,36,Alpine Endurance Team,Jules GOUNON,Frédéric MAKOWIECKI,Mick SCHUMACHER,,Alpine A424,M,HYPERCAR,H,,Classified,96,3:00'24.727,6.726,0.521,68,1'31.275,180.0,,
10,009,Aston Martin Thor Team,Alex RIBERAS,Marco SORENSEN,,,Aston Martin Valkyrie,M,HYPERCAR,,,Classified,96,3:00'25.244,7.243,0.517,6,1'30.907,180.7,,
11,6,Porsche Penske Motorsport,Kévin ESTRE,Laurens VANTHOOR,,,Porsche 963,M,HYPERCAR,H,,Classified,96,3:00'26.058,8.057,0.814,84,1'31.406,179.7,,
12,007,Aston Martin Thor Team,Harry TINCKNELL,Tom GAMBLE,,,Aston Martin Valkyrie,M,HYPERCAR,,,Classified,96,3:00'29.094,11.093,3.036,84,1'31.201,180.1,,
13,35,Alpine Endurance Team,Paul-Loup CHATIN,Ferdinand HABSBURG,Charles MILESI,,Alpine A424,M,HYPERCAR,H,,Classified,96,3:00'29.971,11.970,0.877,85,1'31.224,180.1,,
14,20,BMW M Team WRT,René RAST,Robin FRIJNS,Sheldon VAN DER LINDE,,BMW M Hybrid V8,M,HYPERCAR,H,,Classified,96,3:00'40.594,22.593,10.623,3,1'31.290,179.9,,
15,5,Porsche Penske Motorsport,Julien ANDLAUER,Mathieu JAMINET,,,Porsche 963,M,HYPERCAR,H,,Classified,96,3:00'51.758,33.757,11.164,4,1'31.043,180.4,,
16,83,AF Corse,Robert KUBICA,Yifei YE,Philip HANSON,,Ferrari 499P,M,HYPERCAR,H,,Classified,96,3:00'56.220,38.219,4.462,89,1'31.577,179.4,,
17,8,Toyota Gazoo Racing,Sébastien BUEMI,Brendon HARTLEY,Ryo HIRAKAWA,,Toyota GR010 - Hybrid,M,HYPERCAR,H,,Classified,94,3:01'07.283,2 Laps,2 Laps,4,1'31.483,179.6,,
18,59,United Autosports,James COTTINGHAM,Sébastien BAUD,Grégoire SAUCY,,McLaren 720S LMGT3 Evo,G,LMGT3,,,Classified,89,3:01'11.618,7 Laps,5 Laps,4,1'41.533,161.8,,
19,85,Iron Dames,Celia MARTIN,Rahel FREY,Michelle GATTING,,Porsche 911 GT3 R LMGT3,G,LMGT3,,,Classified,89,3:01'12.302,7 Laps,0.684,77,1'41.646,161.6,,
20,88,Proton Competition,Stefano GATTUSO,Giammarco LEVORATO,Dennis OLSEN,,Ford Mustang LMGT3,G,LMGT3,,,Classified,89,3:01'18.463,7 Laps,6.161,77,1'41.645,161.6,,
21,92,Manthey 1ST Phorm,Ryan HARDWICK,Riccardo PERA,Richard LIETZ,,Porsche 911 GT3 R LMGT3,G,LMGT3,,,Classified,89,3:01'18.476,7 Laps,0.013,63,1'41.675,161.6,,
