POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,93,5,1:29.495,-,-,183.5,50,Peugeot TotalEnergies,HYPERCAR,H,,Peugeot 9X8,M,103725,6151,4167,6112,4014,70,,,PEUGEOT TE,,Paul,DI RESTA,P,,GBR,DIR,9293,188,,00:39:50,None,Mikkel,JENSEN,P,,DEN,,8276,57,,00:39:50,None,Jean-Eric,VERGNE,P,,FRA,,8528,70,,00:39:50,None,,,,,,,,,,,,,,,,,,,
2,5,4,1:29.512,+0.017,+0.017,183.5,39,Porsche Penske Motorsport,HYPERCAR,H,,Porsche 963,M,103693,6283,4167,6176,4368,5,,,PORSCHE PENSKE,,Julien,ANDLAUER,G,,FRA,,9192,70,,00:39:50,None,Mathieu,JAMINET,P,,FRA,,9415,70,,00:39:50,None,,,,,,,,,,,,,,,,,,,,,,,,,
3,009,5,1:29.559,+0.064,+0.047,183.4,51,Aston Martin Thor Team,HYPERCAR,,,Aston Martin Valkyrie,M,103698,6427,4167,6273,260,66,,,ASTON MARTIN,,Alex,RIBERAS,G,,ESP,,10376,64,,00:39:50,None,Marco,SORENSEN,P,,DEN,,11446,57,,00:39:50,None,,,,,,,,,,,,,,,,,,,,,,,,,
4,8,3,1:29.856,+0.361,+0.297,182.8,48,Toyota Gazoo Racing,HYPERCAR,H,,Toyota GR010 - Hybrid,M,103697,380,4167,6206,2,121,,,TOYOTA GAZOO,,Sébastien,BUEMI,P,,SUI,,138,219,,00:39:50,None,Brendon,HARTLEY,P,,NZL,,152,168,,00:39:50,None,Ryo,HIRAKAWA,P,,JPN,,8166,121,,00:39:50,None,,,,,,,,,,,,,,,,,,,
5,35,5,1:29.874,+0.379,+0.018,182.8,49,Alpine Endurance Team,HYPERCAR,H,,Alpine A424,M,103707,6360,4167,6237,21,70,,,ALPINE,,Paul-Loup,CHATIN,G,,FRA,,313,70,,00:39:50,None,Ferdinand,HABSBURG,G,,AUT,,10000,17,,00:39:50,None,Charles,MILESI,G,,FRA,,9594,70,,00:39:50,None,,,,,,,,,,,,,,,,,,,
6,7,4,1:29.876,+0.381,+0.002,182.8,50,Toyota Gazoo Racing,HYPERCAR,H,,Toyota GR010 - Hybrid,M,103696,380,4167,6206,2,121,,,TOYOTA GAZOO,,Mike,CONWAY,P,,GBR,,215,188,,00:39:50,None,Kamui,KOBAYASHI,P,,JPN,,210,121,,00:39:50,None,Nyck,DE VRIES,P,,NED,DEV,9152,178,,00:39:50,None,,,,,,,,,,,,,,,,,,,
7,12,5,1:29.946,+0.451,+0.070,182.6,48,Cadillac Hertz Team JOTA,HYPERCAR,H,,Cadillac V-Series.R,M,103700,6429,4167,6203,4097,66,,,CADILLAC HTJ,,Alex,LYNN,P,,GBR,,11043,188,,00:39:50,None,Norman,NATO,G,,FRA,,9032,70,,00:39:50,None,Will,STEVENS,P,,GBR,,11044,188,,00:39:50,None,,,,,,,,,,,,,,,,,,,
8,50,6,1:30.081,+0.586,+0.135,182.4,46,Ferrari AF Corse,HYPERCAR,H,,Ferrari 499P,M,103711,6293,4167,6192,3,119,,,FERRARI AF,,Antonio,FUOCO,P,,ITA,,10091,119,,00:39:50,None,Miguel,MOLINA,P,,ESP,,8526,64,,00:39:50,None,Nicklas,NIELSEN,P,,DEN,,9432,57,,00:39:50,None,,,,,,,,,,,,,,,,,,,
9,007,11,1:30.159,+0.664,+0.078,182.2,48,Aston Martin Thor Team,HYPERCAR,,,Aston Martin Valkyrie,M,103695,6427,4167,6273,260,66,,,ASTON MARTIN,,Harry,TINCKNELL,P,,GBR,,303,188,,00:39:50,None,Tom,GAMBLE,G,,GBR,,9549,188,,00:39:50,None,,,,,,,,,,,,,,,,,,,,,,,,,
10,6,5,1:30.181,+0.686,+0.022,182.2,42,Porsche Penske Motorsport,HYPERCAR,H,,Porsche 963,M,103694,6283,4167,6176,4368,5,,,PORSCHE PENSKE,,Kévin,ESTRE,P,,FRA,,1292,70,,00:39:50,None,Laurens,VANTHOOR,P,,BEL,,1124,23,,00:39:50,None,,,,,,,,,,,,,,,,,,,,,,,,,
