POSITION,NUMBER,TEAM,DRIVER_1,DRIVER_2,DRIVER_3,DRIVER_4,VEHICLE,TYRES,CLASS,GROUP,DIVISION,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,DRIVER_5,
1,93,Peugeot TotalEnergies,Paul DI RESTA,Mikkel JENSEN,Jean-Eric VERGNE,,Peugeot 9X8,M,HYPERCAR,H,,Classified,128,4:00'34.704,,,3,1'31.052,180.4,,
2,35,Alpine Endurance Team,Paul-Loup CHATIN,Ferdinand HABSBURG,Charles MILESI,,Alpine A424,M,HYPERCAR,H,,Classified,128,4:00'36.272,1.568,1.568,85,1'31.224,180.1,,
3,50,Ferrari AF Corse,Antonio FUOCO,Miguel MOLINA,Nicklas NIELSEN,,Ferrari 499P,M,HYPERCAR,H,,Classified,128,4:00'37.077,2.373,0.805,5,1'31.835,178.9,,
4,009,Aston Martin Thor Team,Alex RIBERAS,Marco SORENSEN,,,Aston Martin Valkyrie,M,HYPERCAR,,,Classified,128,4:00'37.733,3.029,0.656,6,1'30.907,180.7,,
5,94,Peugeot TotalEnergies,Loïc DUVAL,Malthe JAKOBSEN,Stoffel VANDOORNE,,Peugeot 9X8,M,HYPERCAR,H,,Classified,128,4:00'38.254,3.550,0.521,85,1'31.040,180.4,,
6,51,Ferrari AF Corse,Alessandro PIER GUIDI,James CALADO,Antonio GIOVINAZZI,,Ferrari 499P,M,HYPERCAR,H,,Classified,128,4:00'39.383,4.679,1.129,3,1'31.023,180.5,,
7,6,Porsche Penske Motorsport,Kévin ESTRE,Laurens VANTHOOR,,,Porsche 963,M,HYPERCAR,H,,Classified,128,4:00'39.820,5.116,0.437,84,1'31.406,179.7,,
8,20,BMW M Team WRT,René RAST,Robin FRIJNS,Sheldon VAN DER LINDE,,BMW M Hybrid V8,M,HYPERCAR,H,,Classified,128,4:00'43.380,8.676,3.560,3,1'31.290,179.9,,
9,5,Porsche Penske Motorsport,Julien ANDLAUER,Mathieu JAMINET,,,Porsche 963,M,HYPERCAR,H,,Classified,128,4:00'48.192,13.488,4.812,4,1'31.043,180.4,,
10,7,Toyota Gazoo Racing,Mike CONWAY,Kamui KOBAYASHI,Nyck DE VRIES,,Toyota GR010 - Hybrid,M,HYPERCAR,H,,Classified,128,4:00'49.041,14.337,0.849,84,1'31.327,179.9,,
