POSITION,NUMBER,TEAM,DRIVER_1,DRIVER_2,DRIVER_3,DRIVER_4,VEHICLE,TYRES,CLASS,GROUP,DIVISION,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,DRIVER_5,
1,25,Algarve Pro Racing,Kyffin SIMPSON,James ALLEN,Alexander LYNN,,Oreca 07 - Gibson,G,LMP2,,,Classified,23,1:01'02.478,,,8,2'06.150,199.9,,
2,43,Inter Europol Competition,Rui ANDRADE,Olli CALDWELL,Jonathan ABERDEIN,,Oreca 07 - Gibson,G,LMP2,,,Classified,23,1:01'15.688,13.210,13.210,10,2'07.112,198.4,,
3,47,COOL Racing,Vladislav LOMKO,Reshad DE GERUS,Jose Maria LOPEZ,,Oreca 07 - Gibson,G,LMP2,,,Classified,23,1:01'16.422,13.944,0.734,10,2'07.474,197.8,,
4,34,Racing Team Turkey,Salih YOLUC,Charlie EASTWOOD,Louis DELETRAZ,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,23,1:01'19.276,16.798,2.854,10,2'07.434,197.9,,
5,22,United Autosports USA,Marino SATO,Philip HANSON,Oliver JARVIS,,Oreca 07 - Gibson,G,LMP2,,,Classified,23,1:01'24.897,22.419,5.621,13,2'07.297,198.1,,
6,83,AF Corse,François PERRODO,Matthieu VAXIVIERE,Alessio ROVERA,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,23,1:01'26.108,23.630,1.211,9,2'09.434,194.8,,
7,99,Proton Competition,Giorgio RODA,Jonas RIED,Gianmaria BRUNI,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,23,1:01'26.919,24.441,0.811,10,2'09.983,194.0,,
8,11,Eurointernational,Matthew Richard BELL,Adam ALI,,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,23,1:01'43.557,41.079,16.638,16,2'13.990,188.2,,
9,3,DKR Engineering,Tom VAN ROMPUY,Sebastian ALVAREZ,Nathanael BERTHON,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,23,1:01'50.183,47.705,6.626,11,2'09.890,194.1,,
10,19,Team Virage,Alexander MATTSCHULL,Ian RODRIGUEZ,Tatiana CALDERON,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,23,1:02'09.507,1'07.029,19.324,10,2'11.185,192.2,,
11,24,Nielsen Racing,Rodrigo SALES,Ben HANLEY,Mathias BECHE,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,23,1:02'12.990,1'10.512,3.483,9,2'10.231,193.6,,
12,81,DragonSpeed USA,Henrik HEDMAN,Sebastian MONTOYA,Juan Pablo MONTOYA,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,23,1:02'24.237,1'21.759,11.247,8,2'12.067,190.9,,
13,37,COOL Racing,Alexandre COIGNY,Malthe JAKOBSEN,Nicolas LAPIERRE,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,23,1:02'25.043,1'22.565,0.806,16,2'13.161,189.4,,
14,35,Ultimate,Eric TROUILLET,Matthieu LAHAYE,Jean-Baptiste LAHAYE,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,23,1:02'27.061,1'24.583,2.018,15,2'16.204,185.1,,
15,17,COOL Racing,Adrien CHILA,Marcos SIEBERT,Alejandro GARCIA,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,23,1:02'32.305,1'29.827,5.244,15,2'16.431,184.8,,
16,8,Team Virage,Michael JENSEN,Nick ADCOCK,Manuel ESPIRITO SANTO,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,23,1:02'33.180,1'30.702,0.875,15,2'16.721,184.4,,
17,4,DKR Engineering,Alexander BUKHANTSOV,James WINSLOW,Pedro PERINO,,Duqueine M30 - D08 - Nissan,M,LMP3,,,Classified,23,1:02'36.380,1'33.902,3.200,14,2'16.659,184.5,,
18,20,Algarve Pro Racing,Fred POORDAD,Tristan VAUTIER,Bent VISCAAL,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,23,1:02'37.760,1'35.282,1.380,14,2'11.924,191.1,,
19,21,United Autosports USA,Daniel SCHNEIDER,Andrew MEYRICK,Nelson PIQUET Jr,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,23,1:02'41.197,1'38.719,3.437,10,2'10.434,193.3,,
20,65,Panis Racing,Job VAN UITERT,Manuel MALDONADO,Tijmen VAN DER HELM,,Oreca 07 - Gibson,G,LMP2,,,Classified,23,1:02'42.872,1'40.394,1.675,15,2'08.988,195.5,,
21,15,RLR M Sport,Horst FELBERMAYR,Gael JULIEN,Mateusz KAPRZYK,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,23,1:02'51.671,1'49.193,8.799,10,2'18.048,182.6,,
22,10,Eurointernational,François HERIAU,Glenn VAN BERLO,,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,23,1:02'53.946,1'51.468,2.275,14,2'17.793,183.0,,
23,5,RLR M Sport,James DAYSON,Valdemar ERIKSEN,Jack MANCHESTER,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,23,1:03'05.161,2'02.683,11.215,17,2'18.546,182.0,,
24,16,Proton Competition,Ryan HARDWICK,Zacharie ROBICHON,Alessio PICARIELLO,,Porsche 911 RSR - 19,G,LMGTE,,,Classified,22,1:01'16.300,1 Laps,1 Laps,9,2'19.697,180.5,,
25,44,GMB Motorsport,Jens MØLLER,Gustav BIRCH,Nicki THIIM,,Aston Martin Vantage AMR,G,LMGTE,,,Classified,22,1:01'17.360,1 Laps,1.060,9,2'19.741,180.4,,
26,7,Nielsen Racing,Anthony WELLS,Ryan HARPER-ELLAM,,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,22,1:01'18.458,1 Laps,1.098,15,2'17.378,183.5,,
27,72,TF Sport,Arnold ROBIN,Maxime ROBIN,Valentin HASSE-CLOT,,Aston Martin Vantage AMR,G,LMGTE,,,Classified,22,1:01'19.000,1 Laps,0.542,9,2'20.023,180.1,,
28,13,Inter Europol Competition,Miguel CRISTÓVÃO,Kai ASKEY,Wyatt BRICHACEK,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,22,1:01'20.460,1 Laps,1.460,10,2'16.711,184.4,,
29,66,JMW Motorsport,Martin BERRY,Lorcan HANAFIN,Jon LANCASTER,,Ferrari 488 GTE Evo,G,LMGTE,,,Classified,22,1:01'25.885,1 Laps,5.425,9,2'20.279,179.7,,
