POSITION,NUMBER,TEAM,DRIVER_1,DRIVER_2,DRIVER_3,DRIVER_4,VEHICLE,TYRES,CLASS,GROUP,DIVISION,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,DRIVER_5,
1,6,Porsche Penske Motorsport,Kévin ESTRE,André LOTTERER,Laurens VANTHOOR,,Porsche 963,M,HYPERCAR,H,,Classified,142,4:01'07.953,,,10,1'31.409,179.7,,
2,15,BMW M Team WRT,Dries VANTHOOR,Raffaele MARCIELLO,Marco WITTMANN,,BMW M HYBRID V8,M,HYPERCAR,H,,Classified,142,4:01'11.227,3.274,3.274,128,1'31.172,180.2,,
3,5,Porsche Penske Motorsport,Matt CAMPBELL,Michael CHRISTENSEN,Frédéric MAKOWIECKI,,Porsche 963,M,HYPERCAR,H,,Classified,142,4:01'27.366,19.413,16.139,11,1'31.271,180.0,,
4,8,Toyota Gazoo Racing,Sébastien BUEMI,Brendon HARTLEY,Ryo HIRAKAWA,,Toyota GR010 - Hybrid,M,HYPERCAR,H,,Classified,142,4:01'37.729,29.776,10.363,137,1'31.410,179.7,,
5,50,Ferrari AF Corse,Antonio FUOCO,Miguel MOLINA,Nicklas NIELSEN,,Ferrari 499P,M,HYPERCAR,H,,Classified,142,4:01'43.287,35.334,5.558,62,1'31.694,179.1,,
6,12,Hertz Team JOTA,Will STEVENS,Callum ILOTT,Norman NATO,,Porsche 963,M,HYPERCAR,H,,Classified,142,4:01'45.029,37.076,1.742,135,1'31.721,179.1,,
7,35,Alpine Endurance Team,Jules GOUNON,Ferdinand HABSBURG,Charles MILESI,,Alpine A424,M,HYPERCAR,H,,Classified,142,4:01'45.335,37.382,0.306,138,1'30.943,180.6,,
8,51,Ferrari AF Corse,Alessandro PIER GUIDI,James CALADO,Antonio GIOVINAZZI,,Ferrari 499P,M,HYPERCAR,H,,Classified,142,4:01'55.302,47.349,9.967,81,1'32.127,178.3,,
9,38,Hertz Team JOTA,Jenson BUTTON,Philip HANSON,Oliver RASMUSSEN,,Porsche 963,M,HYPERCAR,H,,Classified,142,4:01'59.755,51.802,4.453,97,1'32.026,178.5,,
10,2,Cadillac Racing,Earl BAMBER,Alex LYNN,,,Cadillac V-Series.R,M,HYPERCAR,H,,Classified,142,4:02'21.634,1'13.681,21.879,10,1'31.058,180.4,,
11,7,Toyota Gazoo Racing,Mike CONWAY,Kamui KOBAYASHI,Nyck DE VRIES,,Toyota GR010 - Hybrid,M,HYPERCAR,H,,Classified,142,4:02'27.387,1'19.434,5.753,92,1'31.434,179.7,,
12,94,Peugeot TotalEnergies,Paul DI RESTA,Loïc DUVAL,Stoffel VANDOORNE,,Peugeot 9X8,M,HYPERCAR,H,,Classified,142,4:02'28.133,1'20.180,0.746,141,1'31.904,178.7,,
13,36,Alpine Endurance Team,Nicolas LAPIERRE,Mick SCHUMACHER,Matthieu VAXIVIERE,,Alpine A424,M,HYPERCAR,H,,Classified,142,4:02'34.961,1'27.008,6.828,142,1'31.753,179.0,,
14,63,Lamborghini Iron Lynx,Mirko BORTOLOTTI,Edoardo MORTARA,Daniil KVYAT,,Lamborghini SC63,M,HYPERCAR,H,,Classified,142,4:02'37.417,1'29.464,2.456,138,1'31.631,179.3,,
15,93,Peugeot TotalEnergies,Mikkel JENSEN,Nico MÜLLER,Jean-Eric VERGNE,,Peugeot 9X8,M,HYPERCAR,H,,Classified,142,4:02'38.210,1'30.257,0.793,98,1'31.760,179.0,,
16,83,AF Corse,Robert KUBICA,Robert SHWARTZMAN,Yifei YE,,Ferrari 499P,M,HYPERCAR,H,,Classified,141,4:01'17.831,1 Laps,1 Laps,79,1'31.284,180.0,,
17,99,Proton Competition,Harry TINCKNELL,Neel JANI,Julien ANDLAUER,,Porsche 963,M,HYPERCAR,H,,Classified,141,4:01'42.082,1 Laps,24.251,92,1'31.630,179.3,,
18,20,BMW M Team WRT,Sheldon VAN DER LINDE,Robin FRIJNS,René RAST,,BMW M HYBRID V8,M,HYPERCAR,H,,Classified,140,4:02'18.288,2 Laps,1 Laps,93,1'31.219,180.1,,
