POSITION,NUMBER,TEAM,DRIVER_1,DRIVER_2,DRIVER_3,DRIVER_4,VEHICLE,TYRES,CLASS,GROUP,DIVISION,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,DRIVER_5,
1,6,Porsche Penske Motorsport,Kévin ESTRE,André LOTTERER,Laurens VANTHOOR,,Porsche 963,M,HYPERCAR,H,,Classified,175,5:00'56.112,,,158,1'31.078,180.4,,
2,15,BMW M Team WRT,Dries VANTHOOR,Raffaele MARCIELLO,Marco WITTMANN,,BMW M HYBRID V8,M,HYPERCAR,H,,Classified,175,5:01'01.203,5.091,5.091,160,1'31.168,180.2,,
3,35,Alpine Endurance Team,Jules GOUNON,Ferdinand HABSBURG,Charles MILESI,,Alpine A424,M,HYPERCAR,H,,Classified,175,5:01'10.582,14.470,9.379,138,1'30.943,180.6,,
4,50,Ferrari AF Corse,Antonio FUOCO,Miguel MOLINA,Nicklas NIELSEN,,Ferrari 499P,M,HYPERCAR,H,,Classified,175,5:01'16.247,20.135,5.665,157,1'31.660,179.2,,
5,12,Hertz Team JOTA,Will STEVENS,Callum ILOTT,Norman NATO,,Porsche 963,M,HYPERCAR,H,,Classified,175,5:01'18.648,22.536,2.401,158,1'31.630,179.3,,
6,8,Toyota Gazoo Racing,Sébastien BUEMI,Brendon HARTLEY,Ryo HIRAKAWA,,Toyota GR010 - Hybrid,M,HYPERCAR,H,,Classified,175,5:01'19.694,23.582,1.046,137,1'31.410,179.7,,
7,38,Hertz Team JOTA,Jenson BUTTON,Philip HANSON,Oliver RASMUSSEN,,Porsche 963,M,HYPERCAR,H,,Classified,175,5:01'20.204,24.092,0.510,159,1'31.661,179.2,,
8,2,Cadillac Racing,Earl BAMBER,Alex LYNN,,,Cadillac V-Series.R,M,HYPERCAR,H,,Classified,175,5:01'21.291,25.179,1.087,10,1'31.058,180.4,,
9,36,Alpine Endurance Team,Nicolas LAPIERRE,Mick SCHUMACHER,Matthieu VAXIVIERE,,Alpine A424,M,HYPERCAR,H,,Classified,175,5:01'28.344,32.232,7.053,144,1'31.615,179.3,,
10,93,Peugeot TotalEnergies,Mikkel JENSEN,Nico MÜLLER,Jean-Eric VERGNE,,Peugeot 9X8,M,HYPERCAR,H,,Classified,175,5:01'32.633,36.521,4.289,98,1'31.760,179.0,,
11,94,Peugeot TotalEnergies,Paul DI RESTA,Loïc DUVAL,Stoffel VANDOORNE,,Peugeot 9X8,M,HYPERCAR,H,,Classified,175,5:01'34.245,38.133,1.612,141,1'31.904,178.7,,
12,99,Proton Competition,Harry TINCKNELL,Neel JANI,Julien ANDLAUER,,Porsche 963,M,HYPERCAR,H,,Classified,174,5:01'30.230,1 Laps,1 Laps,92,1'31.630,179.3,,
13,83,AF Corse,Robert KUBICA,Robert SHWARTZMAN,Yifei YE,,Ferrari 499P,M,HYPERCAR,H,,Classified,174,5:01'58.919,1 Laps,28.689,79,1'31.284,180.0,,
14,20,BMW M Team WRT,Sheldon VAN DER LINDE,Robin FRIJNS,René RAST,,BMW M HYBRID V8,M,HYPERCAR,H,,Classified,173,5:01'33.157,2 Laps,1 Laps,93,1'31.219,180.1,,
15,51,Ferrari AF Corse,Alessandro PIER GUIDI,James CALADO,Antonio GIOVINAZZI,,Ferrari 499P,M,HYPERCAR,H,,Classified,168,4:57'07.348,7 Laps,5 Laps,159,1'32.078,178.4,,
16,7,Toyota Gazoo Racing,Mike CONWAY,Kamui KOBAYASHI,Nyck DE VRIES,,Toyota GR010 - Hybrid,M,HYPERCAR,H,,Classified,163,4:43'48.257,12 Laps,5 Laps,146,1'31.083,180.3,,
17,5,Porsche Penske Motorsport,Matt CAMPBELL,Michael CHRISTENSEN,Frédéric MAKOWIECKI,,Porsche 963,M,HYPERCAR,H,,Classified,163,4:44'44.682,12 Laps,56.425,11,1'31.271,180.0,,
18,59,United Autosports,James COTTINGHAM,Nicolas COSTA,Grégoire SAUCY,,McLaren 720S LMGT3 Evo,G,LMGT3,,,Classified,160,5:01'17.355,15 Laps,3 Laps,144,1'41.589,161.7,,
19,92,Manthey PureRxcing,Aliaksandr MALYKHIN,Joel STURM,Klaus BACHLER,,Porsche 911 GT3 R LMGT3,G,LMGT3,,,Classified,160,5:01'18.204,15 Laps,0.849,145,1'41.902,161.2,,
20,54,Vista AF Corse,Thomas FLOHR,Francesco CASTELLACCI,Davide RIGON,,Ferrari 296 LMGT3,G,LMGT3,,,Classified,160,5:01'20.180,15 Laps,1.976,95,1'41.366,162.1,,
21,46,Team WRT,Ahmad AL HARTHY,Valentino ROSSI,Maxime MARTIN,,BMW M4 LMGT3,G,LMGT3,,,Classified,160,5:01'24.948,15 Laps,4.768,144,1'42.003,161.0,,
22,31,Team WRT,Darren LEUNG,Sean GELAEL,Augusto FARFUS,,BMW M4 LMGT3,G,LMGT3,,,Classified,160,5:01'31.849,15 Laps,6.901,144,1'41.820,161.3,,
23,85,Iron Dames,Sarah BOVY,Rahel FREY,Michelle GATTING,,Lamborghini Huracan LMGT3 Evo2,G,LMGT3,,,Classified,160,5:01'32.008,15 Laps,0.159,83,1'42.215,160.7,,
24,78,Akkodis ASP Team,Arnold ROBIN,Clemens SCHMID,Kelvin VAN DER LINDE,,Lexus RC F LMGT3,G,LMGT3,,,Classified,160,5:01'32.834,15 Laps,0.826,107,1'41.600,161.7,,
25,27,Heart of Racing Team,Ian JAMES,Daniel MANCINELLI,Alex RIBERAS,,Aston Martin Vantage AMR LMGT3,G,LMGT3,,,Classified,160,5:01'36.553,15 Laps,3.719,129,1'41.976,161.1,,
26,55,Vista AF Corse,François HERIAU,Simon MANN,Alessio ROVERA,,Ferrari 296 LMGT3,G,LMGT3,,,Classified,160,5:01'38.679,15 Laps,2.126,59,1'41.438,161.9,,
27,777,D'Station Racing,Clément MATEU,Erwan BASTARD,Marco SØRENSEN,,Aston Martin Vantage AMR LMGT3,G,LMGT3,,,Classified,160,5:01'40.208,15 Laps,1.529,123,1'41.579,161.7,,
28,81,TF Sport,Tom VAN ROMPUY,Rui ANDRADE,Charlie EASTWOOD,,Corvette Z06 LMGT3.R,G,LMGT3,,,Classified,160,5:01'41.467,15 Laps,1.259,102,1'41.847,161.3,,
29,87,Akkodis ASP Team,Takeshi KIMURA,Esteban MASSON,Jose Maria LOPEZ,,Lexus RC F LMGT3,G,LMGT3,,,Classified,160,5:02'12.255,15 Laps,30.788,144,1'42.334,160.5,,
30,77,Proton Competition,Ryan HARDWICK,Zacharie ROBICHON,Benjamin BARKER,,Ford Mustang LMGT3,G,LMGT3,,,Classified,159,5:01'33.498,16 Laps,1 Laps,125,1'41.592,161.7,,
31,91,Manthey EMA,Yasser SHAHIN,Morris SCHURING,Richard LIETZ,,Porsche 911 GT3 R LMGT3,G,LMGT3,,,Classified,159,5:01'53.880,16 Laps,20.382,57,1'41.736,161.5,,
32,88,Proton Competition,Christian RIED,Mikkel PEDERSEN,Dennis OLSEN,,Ford Mustang LMGT3,G,LMGT3,,,Classified,159,5:01'55.311,16 Laps,1.431,79,1'41.802,161.4,,
33,60,Iron Lynx,Claudio SCHIAVONI,Matteo CRESSONI,Franck PERERA,,Lamborghini Huracan LMGT3 Evo2,G,LMGT3,,,Classified,159,5:02'00.498,16 Laps,5.187,158,1'41.408,162.0,,
34,95,United Autosports,Joshua CAYGILL,Nicolas PINO,Marino SATO,,McLaren 720S LMGT3 Evo,G,LMGT3,,,Classified,157,5:01'44.053,18 Laps,2 Laps,119,1'42.137,160.8,,
35,82,TF Sport,Hiroshi KOIZUMI,Sébastien BAUD,Daniel JUNCADELLA,,Corvette Z06 LMGT3.R,G,LMGT3,,,Classified,149,5:02'22.757,26 Laps,8 Laps,134,1'41.308,162.1,,
36,63,Lamborghini Iron Lynx,Mirko BORTOLOTTI,Edoardo MORTARA,Daniil KVYAT,,Lamborghini SC63,M,HYPERCAR,H,,Retired,146,4:08'47.186,29 Laps,3 Laps,138,1'31.631,179.3,,
