POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,6,Classified,10,45:13.109,-,-,4,3:56.530,207.4,VSR,PRO,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Mattia,Michelotto,S,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,62,Classified,10,45:52.319,+39.210,+4.005,3,4:01.252,203.3,DL Racing,PRO,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Ibrahim,Badawy,S,,EGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,31,Classified,10,45:57.677,+44.568,+5.358,10,3:59.570,204.8,Target Racing,PRO,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Hampus,Eriksson,S,,SWE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,15,Classified,10,46:09.669,+56.560,+11.992,3,4:00.053,204.3,Rexal Villorba Corse,PRO,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Benedetto,Strignano,S,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2,Classified,10,46:14.082,+1:00.973,+4.413,5,4:01.637,203.0,Boutsen VDS,PRO AM,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Roee,Meyuhas,S,,USA,,,,,,,Renaud,Kuppens,B,,BEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,69,Classified,10,46:21.660,+1:08.551,+7.578,3,4:04.257,200.8,GM Motorsport,AM,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Marco,Gersager,S*-B,,DNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,4,Classified,10,46:26.419,+1:13.310,+4.759,6,3:58.611,205.6,Iron Lynx,PRO AM,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Claude-Yves,Gosselin,B,,BEL,,,,,,,Joran,Leneutre,S,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,66,Classified,10,46:30.526,+1:17.417,+4.107,10,4:03.126,201.8,VSR,AM,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Piergiacomo,Randazzo,B,,ITA,,,,,,,Stephane,Tribaudini,B,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,57,Classified,10,46:31.000,+1:17.891,+0.474,4,3:58.227,205.9,ART-Line,PRO,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Egor,Orudzhev,G,,KGZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,11,Classified,10,46:32.585,+1:19.476,+1.585,4,4:03.504,201.4,MICANEK MOTORSPORT POWERED BY BUGGYRA,PRO AM,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Bronek,Formanek,B,,CZE,,,,,,,Stefan,Rosina,S,,CZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,39,Classified,10,46:32.855,+1:19.746,+0.270,3,4:05.908,199.5,Target Racing,AM,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Huilin,Han,B,,CHN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,40,Classified,10,46:33.627,+1:20.518,+0.772,3,4:04.658,200.5,ART-Line,AM,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Nigel,Bailly,B,,BEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,10,Classified,10,46:34.970,+1:21.861,+1.343,3,3:59.950,204.4,Lamborghini Stüttgart byTarget Racing,PRO AM,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Guido,Luchetti,S,,ITA,,,,,,,Aliabadi,C.,S*-B IN NA,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,68,Classified,10,46:35.068,+1:21.959,+0.098,3,4:05.013,200.2,DL Racing,PRO AM,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Filippo,Lazzaroni,S*,,ITA,,,,,,,Lucas,Valkre,S,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,99,Classified,10,46:37.148,+1:24.039,+2.080,10,4:02.608,202.2,Leipert Motorsport,AM,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Glenn,McGee,B,,USA,,,,,,,Anthony,McIntosh,B,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,76,Classified,10,46:41.836,+1:28.727,+4.688,5,4:00.064,204.3,Schumacher CLRT,PRO,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Lola,Lovinfosse,S,,FRA,,,,,,,Jean-Baptiste,Mela,S,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,3,Classified,10,46:43.590,+1:30.481,+1.754,3,4:04.508,200.6,ASR,AM,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Andrzej,Lewandowski,B,,POL,,,,,,,Adrian,Lewandowski,B,,POL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,13,Classified,10,46:47.708,+1:34.599,+4.118,4,4:03.843,201.2,Schumacher CLRT,AM,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Stephan,Guerin,B,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,27,Classified,10,46:55.459,+1:42.350,+7.751,4,4:00.528,203.9,CMR,AM,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Stephane,Lemeret,B,,BEL,,,,,,,Rodrigue,Gillion,B,,BEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,32,Classified,10,47:10.448,+1:57.339,+14.989,6,4:07.742,198.0,ASR,LC,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Petar,Matic,B,,SRB,,,,,,,Paolo,Biglieri,B,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,33,Classified,10,47:14.591,+2:01.482,+4.143,4,3:58.803,205.4,ASR,PRO AM,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Milos,Pavlovic,G,,SRB,,,,,,,Alessio,Ruffini,B,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,26,Classified,10,47:25.541,+2:12.432,+10.950,4,4:04.008,201.0,Rexal Villorba Corse,AM,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Cyril,Saleilles,B,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,54,Classified,10,47:28.307,+2:15.198,+2.766,10,4:06.175,199.3,Brutal Fish Racing Team,LC,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Jason,Keats,B,,CAN,,,,,,,Charlie,Martin,B,,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,90,Classified,10,47:34.601,+2:21.492,+6.294,9,4:08.393,197.5,GT3 Poland,LC,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Holger,Harmsen,B,,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,17,Classified,10,47:55.983,+2:42.874,+21.382,3,4:13.088,193.8,DS Racing,LC,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Serge,Doms,S*,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,88,Classified,10,47:58.270,+2:45.161,+2.287,3,4:04.913,200.3,Harmony Racing,PRO AM,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Alex,Jiatong Liang,S,,CHN,,,,,,,Stanislav,MinskIy,B,,CYP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,24,Classified,10,48:06.109,+2:53.000,+7.839,9,4:12.910,194.0,AKF Motorsport,AM,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Oliver,Freymuth,B,,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,77,Classified,10,48:12.092,+2:58.983,+5.983,10,4:09.835,196.3,BDR Competition by Grupo Prom,LC,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Alfredo,Hernandez Ortega,S*,,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,49,Classified,10,48:52.033,+3:38.924,+39.941,9,4:17.231,190.7,Iron Lynx,LC,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,John,Seale,B,,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,89,Classified,9,43:33.185,1 Lap,1 Lap,3,4:13.503,193.5,Vortex Racegraph,AM,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Haowen,Luo,B,,CHN,,,,,,,Jia,Jun Song,S*-B IN APAC,,CHN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,93,Classified,7,35:22.472,3 Laps,2 Laps,4,4:03.793,201.2,Aggressive Team Italia,LC,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Karim,Ojjeh,B,,SAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,70,Not classified,6,27:19.745,,,4,3:57.326,206.7,Leipert Motorsport,PRO,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Sebastian,Balthasar,S,,DEU,,,,,,,Jacob,Riegel,S,,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,28,Not classified,5,21:42.009,,,3,3:56.479,207.4,BDR Competition by Grupo Prom,PRO,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Amaury,Bonduel,S,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,Not classified,5,23:06.528,,,4,4:04.705,200.5,Rexal Villorba Corse,LC,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Luciano,Privitelio,B,,SMR,,,,,,,Donovan,Privitelio,B,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,75,Not classified,3,14:20.540,,,3,4:04.174,200.9,ART-Line,LC,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Shota,Abkhazava,B,,KAZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,41,Not classified,1,4:09.302,,,0,,,Iron Lynx,PRO,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Pavel,Lefterov,S,,BGR,,,,,,,Stefan,Bostandjiev,S,,BGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,Not classified,1,5:52.727,,,0,,,GG Magic Motorsport,PRO,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Giuseppe,Guirreri,S*,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42,Not classified,1,9:30.859,,,0,,,Iron Lynx,PRO,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Giorgio,Amati,S*,,ITA,,,,,,,Jesse,Salmenautio,S,,FIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,50,Not classified,0,,,,0,,,DL Racing,PRO,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Riccardo,Ianniello,S,,ITA,,,,,,,Rodrigo,Testa,S,,PRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,63,Not classified,0,,,,0,,,Autovitesse,AM,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Cedric,Leimer,B,,CHE,,,,,,,Julien,Piguet,B,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14,Not started,0,,,,0,,,Oregon Team,AM,,,Lamborghini Huracan Super Trofeo EVO2,,,,,,,,,,,,Pietro,Perolini,S-B,,ITA,,,,,,,Davide,Roda,B,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
