POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,8,4,3:27.474,-,-,236.4,32,Toyota Gazoo Racing,HYPERCAR,H,,Toyota GR010 - Hybrid,M,79729,380,4167,6206,2,121,WEC,,TOYOTA GR,,Sébastien,BUEMI,P,,CHE,,138,219,,1:00:00,None,Brendon,HARTLEY,P,,NZL,,152,168,,1:00:00,None,Ryo,HIRAKAWA,P,,JPN,,8166,121,,1:00:00,None,,,,,,,,,,,,,,,,,,,
2,83,2,3:27.998,+0.524,+0.524,235.8,33,AF Corse,HYPERCAR,H,,Ferrari 499P,M,79751,16,4167,6192,3,119,,,AF CORSE,HWC,Robert,KUBICA,P,,POL,,8438,181,,1:00:00,None,Robert,SHWARTZMAN,P,,ISR,,11259,118,,1:00:00,None,Yifei,YE,G,,CHN,,10068,43,,1:00:00,None,,,,,,,,,,,,,,,,,,,
3,6,4,3:28.065,+0.591,+0.067,235.8,32,Porsche Penske Motorsport,HYPERCAR,H,,Porsche 963,M,79727,6283,4167,6176,4368,5,WEC,,PORSCHE PENSKE,,Kévin,ESTRE,P,,FRA,,1292,70,,1:00:00,None,André,LOTTERER,P,,DEU,,7,5,,1:00:00,None,Laurens,VANTHOOR,P,,BEL,,1124,23,,1:00:00,None,,,,,,,,,,,,,,,,,,,
4,12,20,3:28.352,+0.878,+0.287,235.4,31,Hertz Team JOTA,HYPERCAR,H,,Porsche 963,M,79731,6292,4167,6176,4368,188,,,HERTZ TEAM JOTA,HWC,Will,STEVENS,P,,GBR,,1882,188,,1:00:00,None,Norman,NATO,G,,FRA,,9032,70,,,,Callum,ILOTT,P,,GBR,,10255,188,,1:00:00,None,,,,,,,,,,,,,,,,,,,
5,36,28,3:28.458,+0.984,+0.106,235.3,31,Alpine Endurance Team,HYPERCAR,H,,Alpine A424,M,79737,6360,4167,6237,21,70,WEC,,ALPINE,,Nicolas,LAPIERRE,P,,FRA,,96,70,,1:00:00,None,Mick,SCHUMACHER,P,,DEU,,11362,5,,1:00:00,None,Matthieu,VAXIVIERE,G,,FRA,,7798,70,,1:00:00,None,,,,,,,,,,,,,,,,,,,
6,3,10,3:28.485,+1.011,+0.027,235.3,29,Cadillac Racing,HYPERCAR,H,,Cadillac V-Series.R,M,79768,6290,4167,6203,4097,66,,,CADILLAC RACING,,Sébastien,BOURDAIS,P,,FRA,,98,70,,,,Renger,VAN DER ZANDE,P,,NLD,,1920,178,,,,Scott,DIXON,P,,NZL,,7570,168,,,,,,,,,,,,,,,,,,,,,,
7,35,4,3:28.644,+1.170,+0.159,235.1,30,Alpine Endurance Team,HYPERCAR,H,,Alpine A424,M,79736,6360,4167,6237,21,70,WEC,,ALPINE,,Paul-Loup,CHATIN,G,,FRA,,313,70,,1:00:00,None,Ferdinand,HABSBURG,G,,AUT,,10000,17,,1:00:00,None,Charles,MILESI,G,,FRA,,9594,70,,1:00:00,None,,,,,,,,,,,,,,,,,,,
8,51,12,3:28.853,+1.379,+0.209,234.9,31,Ferrari AF Corse,HYPERCAR,H,,Ferrari 499P,M,79741,6293,4167,6192,3,119,WEC,,FERRARI AFCORSE,,Alessandro,PIER GUIDI,P,,ITA,,340,119,,1:00:00,None,James,CALADO,P,,GBR,,300,188,,1:00:00,None,Antonio,GIOVINAZZI,P,,ITA,,1976,119,,1:00:00,None,,,,,,,,,,,,,,,,,,,
9,7,4,3:29.106,+1.632,+0.253,234.6,24,Toyota Gazoo Racing,HYPERCAR,H,,Toyota GR010 - Hybrid,M,79728,380,4167,6206,2,121,WEC,,TOYOTA GR,,Jose Maria,LOPEZ,P,,ARG,,8418,13,,1:00:00,None,Kamui,KOBAYASHI,P,,JPN,,210,121,,1:00:00,None,Nyck,DE VRIES,P,,NLD,,9152,178,,1:00:00,None,,,,,,,,,,,,,,,,,,,
10,5,9,3:29.164,+1.690,+0.058,234.5,26,Porsche Penske Motorsport,HYPERCAR,H,,Porsche 963,M,79726,6283,4167,6176,4368,5,WEC,,PORSCHE PENSKE,,Matt,CAMPBELL,P,,AUS,,8944,16,,1:00:00,None,Michael,CHRISTENSEN,P,,DNK,,532,57,,1:00:00,None,Frédéric,MAKOWIECKI,P,,FRA,,61,70,,1:00:00,None,,,,,,,,,,,,,,,,,,,
11,50,5,3:29.386,+1.912,+0.222,234.3,31,Ferrari AF Corse,HYPERCAR,H,,Ferrari 499P,M,79740,6293,4167,6192,3,119,WEC,,FERRARI AFCORSE,,Antonio,FUOCO,P,,ITA,,10091,119,,1:00:00,None,Miguel,MOLINA,P,,ESP,,8526,64,,1:00:00,None,Nicklas,NIELSEN,P,,DNK,,9432,57,,1:00:00,None,,,,,,,,,,,,,,,,,,,
12,2,4,3:29.460,+1.986,+0.074,234.2,27,Cadillac Racing,HYPERCAR,H,,Cadillac V-Series.R,M,79725,6290,4167,6203,4097,66,WEC,,CADILLAC RACING,,Earl,BAMBER,P,,NZL,,1290,168,,1:00:00,None,Alex,LYNN,P,,GBR,,11043,188,,1:00:00,None,Alex,PALOU,P,,ESP,,11559,64,,,,,,,,,,,,,,,,,,,,,,
13,311,17,3:29.470,+1.996,+0.010,234.2,24,Whelen Cadillac Racing,HYPERCAR,H,,Cadillac V-Series.R,M,79771,6383,4167,6203,4097,66,,,WHELEN CADILLAC,,Luis Felipe,DERANI,P,,BRA,,524,32,,,,Jack,AITKEN,P,,GBR,,10508,188,,,,Felipe,DRUGOVICH,P,,BRA,,11470,32,,,,,,,,,,,,,,,,,,,,,,
14,99,4,3:29.527,+2.053,+0.057,234.1,28,Proton Competition,HYPERCAR,H,,Porsche 963,M,79760,45,4167,6176,4368,5,,,PROTON,HWC,Neel,JANI,P,,CHE,,16,219,,1:00:00,None,Harry,TINCKNELL,P,,GBR,,303,188,,,,Julien,ANDLAUER,G,,FRA,,9192,70,,1:00:00,None,,,,,,,,,,,,,,,,,,,
