POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,8,5,3:29.451,-,-,234.2,16,Toyota Gazoo Racing,HYPERCAR,H,,Toyota GR010 - Hybrid,M,79729,380,4167,6206,2,121,WEC,,TOYOTA GR,,Sébastien,BUEMI,P,,CHE,,138,219,,1:00:00,None,Brendon,HARTLEY,P,,NZL,,152,168,,1:00:00,None,Ryo,HIRAKAWA,P,,JPN,,8166,121,,1:00:00,None,,,,,,,,,,,,,,,,,,,
2,50,5,3:29.527,+0.076,+0.076,234.1,12,Ferrari AF Corse,HYPERCAR,H,,Ferrari 499P,M,79740,6293,4167,6192,3,119,WEC,,FERRARI AFCORSE,,Antonio,FUOCO,P,,ITA,,10091,119,,1:00:00,None,Miguel,MOLINA,P,,ESP,,8526,64,,1:00:00,None,Nicklas,NIELSEN,P,,DNK,,9432,57,,1:00:00,None,,,,,,,,,,,,,,,,,,,
3,20,4,3:29.560,+0.109,+0.033,234.1,10,BMW M Team WRT,HYPERCAR,H,,BMW M HYBRID V8,M,79733,6359,4167,6188,4354,23,WEC,,BMW M TEAM WRT,,Sheldon,VAN DER LINDE,P,,ZAF,,11274,2,,1:00:00,None,Robin,FRIJNS,P,,NLD,,9871,178,,1:00:00,None,René,RAST,P,,DEU,,307,5,,1:00:00,None,,,,,,,,,,,,,,,,,,,
4,93,5,3:29.596,+0.145,+0.036,234.0,11,Peugeot TotalEnergies,HYPERCAR,H,,Peugeot 9X8,M,79757,6151,4167,6112,4014,70,WEC,,PEUGEOT TE,,Jean-Eric,VERGNE,P,,FRA,,8528,70,,,,Mikkel,JENSEN,P,,DNK,,8276,57,,1:00:00,None,Nico,MÜLLER,P,,CHE,,11039,219,,1:00:00,None,,,,,,,,,,,,,,,,,,,
5,15,2,3:29.640,+0.189,+0.044,234.0,12,BMW M Team WRT,HYPERCAR,H,,BMW M HYBRID V8,M,79732,6359,4167,6188,4354,23,WEC,,BMW M TEAM WRT,,Dries,VANTHOOR,P,,BEL,,8292,23,,1:00:00,None,Raffaele,MARCIELLO,P,,CHE,,10402,219,,1:00:00,None,Marco,WITTMANN,P,,DEU,,11369,5,,1:00:00,None,,,,,,,,,,,,,,,,,,,
6,35,2,3:29.745,+0.294,+0.105,233.9,12,Alpine Endurance Team,HYPERCAR,H,,Alpine A424,M,79736,6360,4167,6237,21,70,WEC,,ALPINE,,Paul-Loup,CHATIN,G,,FRA,,313,70,,1:00:00,None,Ferdinand,HABSBURG,G,,AUT,,10000,17,,1:00:00,None,Charles,MILESI,G,,FRA,,9594,70,,1:00:00,None,,,,,,,,,,,,,,,,,,,
7,311,5,3:29.789,+0.338,+0.044,233.8,14,Whelen Cadillac Racing,HYPERCAR,H,,Cadillac V-Series.R,M,79771,6383,4167,6203,4097,66,,,WHELEN CADILLAC,,Luis Felipe,DERANI,P,,BRA,,524,32,,,,Jack,AITKEN,P,,GBR,,10508,188,,,,Felipe,DRUGOVICH,P,,BRA,,11470,32,,,,,,,,,,,,,,,,,,,,,,
8,4,8,3:29.866,+0.415,+0.077,233.7,16,Porsche Penske Motorsport,HYPERCAR,H,,Porsche 963,M,79769,6283,4167,6176,4368,5,,,PORSCHE PENSKE,,Mathieu,JAMINET,P,,FRA,,9415,70,,,,Felipe,NASR,P,,BRA,,9287,32,,,,Nick,TANDY,P,,GBR,,1206,188,,,,,,,,,,,,,,,,,,,,,,
9,36,3,3:30.071,+0.620,+0.205,233.5,13,Alpine Endurance Team,HYPERCAR,H,,Alpine A424,M,79737,6360,4167,6237,21,70,WEC,,ALPINE,,Nicolas,LAPIERRE,P,,FRA,,96,70,,1:00:00,None,Mick,SCHUMACHER,P,,DEU,,11362,5,,1:00:00,None,Matthieu,VAXIVIERE,G,,FRA,,7798,70,,1:00:00,None,,,,,,,,,,,,,,,,,,,
10,7,4,3:30.184,+0.733,+0.113,233.4,16,Toyota Gazoo Racing,HYPERCAR,H,,Toyota GR010 - Hybrid,M,79728,380,4167,6206,2,121,WEC,,TOYOTA GR,,Jose Maria,LOPEZ,P,,ARG,,8418,13,,1:00:00,None,Kamui,KOBAYASHI,P,,JPN,,210,121,,1:00:00,None,Nyck,DE VRIES,P,,NLD,,9152,178,,1:00:00,None,,,,,,,,,,,,,,,,,,,
