POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,37,1,14.530,-,-,216.3,1,COOL Racing,LMP2,,,Oreca 07 - Gibson,G,87043,5790,3,5626,256,219,,,COOL RACING,,Quentin,BARRATIER,S,,,,11246,64,,01:00:00,None,Pierre-Vincent,MAIRE,G,,,,9610,57,,01:00:00,None,Jéremy,POIROT,G,,,,313,70,,01:00:00,None,,,,,,,,,,,,,,,,,,,
2,50,1,14.937,+0.407,+0.407,183.1,1,Formula Racing,LMGT3,,,Ferrari 296 LMGT3,G,87046,112,4179,6245,3,57,,,FORMULA RACING,,Emanuele,SBARAINI,B,,,,418,57,,01:30:00,None,Daniel,PRANIO,S,,,,10866,57,,00:45:00,None,Mickael,FONTAINE,P,,,,9432,57,,00:40:00,01:15:00,,,,,,,,,,,,,,,,,,,
3,85,1,15.073,+0.543,+0.136,172.5,1,Iron Dames,LMGT3,,,Porsche 911 GT3 R LMGT3,G,87057,6158,4179,6250,4368,119,,,IRON DAMES,,Hector,LAHUERTA,B,,,,1191,23,,01:30:00,None,Julian,KLEIN,S,,,,1143,219,,00:45:00,None,Michael,RIED,G,,,,9343,57,,00:40:00,01:15:00,,,,,,,,,,,,,,,,,,,
4,30,1,15.700,+1.170,+0.627,125.6,1,Duqueine Team,LMP2,,,Oreca 07 - Gibson,G,87039,5981,3,5626,256,70,,,DUQUEINE,,Mickaël,DUTERQUE,S,,,,11252,178,,01:00:00,None,Quentin,FAUCONNNIER,G,,,,9342,70,,01:00:00,None,Gwendal,ROUVE,G,,,,8384,16,,01:00:00,None,,,,,,,,,,,,,,,,,,,
5,28,1,15.953,+1.423,+0.253,107.8,1,IDEC Sport,LMP2,,,Oreca 07 - Gibson,G,87037,522,3,5626,256,70,,,IDEC SPORT,,Loris,CHAGNY,S,,,,10420,13,,01:00:00,None,Vivien,MORICET,G,,,,10416,70,,01:00:00,None,Sébastien,ROGARD,G,,,,8984,178,,01:00:00,None,,,,,,,,,,,,,,,,,,,
6,14,1,16.050,+1.520,+0.097,101.1,1,AO by TF,LMP2,,,Oreca 07 - Gibson,G,87026,6369,3,5626,256,66,,,AO BY TF,,Arran,GABELL,S,,,,11280,188,,01:00:00,None,Richard,DAWES,G,,,,9621,219,,01:00:00,None,Clive,ROWLAND,P,,,,8438,181,,01:00:00,None,,,,,,,,,,,,,,,,,,,
7,3,1,16.190,+1.660,+0.140,091.6,1,DKR Engineering,LMP2 Pro/Am,,,Oreca 07 - Gibson,G,87018,49,4172,5626,256,138,,,DKR ENGINEERING,,Sylvain,CREUX,B,,,,10208,16,,01:00:00,None,Clément,HAMMER,S,,,,10133,240,,01:00:00,None,Loris,TERZIOTTI,G,,,,9124,5,,01:00:00,None,,,,,,,,,,,,,,,,,,,
8,97,1,16.210,+1.680,+0.020,090.2,1,Grid Motorsport by TF,LMGT3,,,Aston Martin Vantage AMR LMGT3,G,87060,6368,4179,6242,260,188,,,GRID M'SPORT TF,,Jordan,CROOK,B,,,,10878,212,,01:30:00,None,Sophie,BULL,S,,,,10851,188,,00:45:00,None,Max,ESTEVE,P,,,,194,188,,00:40:00,01:15:00,,,,,,,,,,,,,,,,,,,
9,63,1,16.293,+1.763,+0.083,084.7,1,Iron Lynx,LMGT3,,,Lamborghini Huracan LMGT3 Evo2,G,87052,5979,4179,6247,4366,119,,,IRON LYNX,,Lassi,VIRTANEN,B,,,,1950,121,,01:30:00,None,Thomas,KYRIAKIDES,S,,,,9876,251,,00:45:00,None,Andrea,SILETTA,P,,,,8182,154,,00:40:00,01:15:00,,,,,,,,,,,,,,,,,,,
10,65,1,16.297,+1.767,+0.004,084.4,1,Panis Racing,LMP2,,,Oreca 07 - Gibson,G,87053,5990,3,5626,256,70,,,PANIS RACING,,Nicolas,LETENDARD,S,,,,9880,188,,01:00:00,None,Flavien,BAURY,G,,,,9594,70,,01:00:00,None,Christophe,VICENTE,G,,,,11467,154,,01:00:00,None,,,,,,,,,,,,,,,,,,,
11,35,1,16.710,+2.180,+0.413,057.6,1,Ultimate,LMP3,,,Ligier JS P320 - Nissan,M,87042,390,6,5981,258,70,,,ULTIMATE,,Matthias,AUBRY,B,,,,11556,70,,01:45:00,None,Thibaud,DASTE,S,,,,1628,70,,00:40:00,None,Quentin,MAILHE,S,,,,37,70,,00:40:00,None,,,,,,,,,,,,,,,,,,,
12,51,1,16.877,+2.347,+0.167,047.1,1,AF Corse,LMGT3,,,Ferrari 296 LMGT3,G,87047,16,4179,6245,3,119,,,AF CORSE,,Kevin,CARNINI,B,,,,10158,70,,01:30:00,None,Marco,RAVERA,S,,,,24,70,,00:45:00,None,Manuel,VENDRAMIN,G,,,,9853,13,,00:40:00,01:15:00,,,,,,,,,,,,,,,,,,,
13,77,1,17.317,+2.787,+0.440,020.5,1,Proton Competition,LMP2 Pro/Am,,,Oreca 07 - Gibson,G,87055,45,4172,5626,256,5,,,PROTON,,Ernesto,CABREIRA,B,,,,458,119,,01:00:00,None,Gilles,DIERYCK,G,,,,9190,17,,01:00:00,None,Denis,NÖLL,G,,,,10541,178,,01:00:00,None,,,,,,,,,,,,,,,,,,,
14,66,1,17.603,+3.073,+0.286,003.9,1,JMW Motorsport,LMGT3,,,Ferrari 296 LMGT3,G,87054,35,4179,6245,3,188,,,JMW MOTORSPORT,,Davey,NICHOLAS,B,,,,823,188,,01:30:00,None,Rhys,PUDDIPHATT,S,,,,10972,188,,00:45:00,None,Daniele,SPADA,G,,,,1029,188,,00:40:00,01:15:00,,,,,,,,,,,,,,,,,,,
15,25,1,17.683,+3.153,+0.080,999.4,1,Algarve Pro Racing,LMP2,,,Oreca 07 - Gibson,G,87035,92,3,5626,256,184,,,APR,,Chen,WEI MOO,S,,,,9546,219,,01:00:00,None,Nico,CISTERNA,G,,,,10295,188,,01:00:00,None,Rafa,BALDONEDO,P,,,,8316,188,,01:00:00,None,,,,,,,,,,,,,,,,,,,
16,34,1,17.753,+3.223,+0.070,995.5,1,Inter Europol Competition,LMP2,,,Oreca 07 - Gibson,G,87041,402,3,5626,256,181,,,INTER EUROPOL,,Pawel,DZIARNECKI,S,,,,11468,188,,01:00:00,None,Kacper,GRABOWSKI,G,,,,11254,70,,01:00:00,None,Piotr,PUK,P,,,,9577,119,,01:00:00,None,,,,,,,,,,,,,,,,,,,
17,57,1,17.757,+3.227,+0.004,995.2,1,Kessel Racing,LMGT3,,,Ferrari 296 LMGT3,G,87049,120,4179,6245,3,219,,,KESSEL RACING,,Alessandro,FRANCI,B,,,,9416,121,,01:30:00,None,Davide,PELLICORI,S,,,,11272,70,,00:45:00,None,Manuel,PIZZUTTO,P,,,,500,32,,00:40:00,01:15:00,,,,,,,,,,,,,,,,,,,
18,86,1,18.483,+3.953,+0.726,956.1,1,GR Racing,LMGT3,,,Ferrari 296 LMGT3,G,87058,6065,4179,6245,3,188,,,GR RACING,,Stefan,VALSTED,B,,,,442,70,,01:30:00,None,Alfie,MEAGER,S,,,,9187,119,,00:45:00,None,Paulo,SANTIAGO,P,,,,266,119,,00:40:00,01:15:00,,,,,,,,,,,,,,,,,,,
19,22,1,18.670,+4.140,+0.187,946.6,1,United Autosports,LMP2,,,Oreca 07 - Gibson,G,87032,532,3,5626,256,188,,,UNITED,,George,DUTFIELD,S,,,,10820,187,,01:00:00,None,Zak,HOLMES,G,,,,10971,121,,01:00:00,None,James,FLATHER,G,,,,1972,188,,01:00:00,None,,,,,,,,,,,,,,,,,,,
20,29,1,18.703,+4.173,+0.033,944.9,1,Richard Mille by TDS,LMP2 Pro/Am,,,Oreca 07 - Gibson,G,87038,6373,4172,5626,256,70,,,RM BY TDS,,Benjamin,BERGEAULT,B,,,,9754,66,,01:00:00,None,Jerôme,RUBAUDO,G,,,,151,70,,01:00:00,None,Thomas,PRUDENT,G,,,,11255,219,,01:00:00,None,,,,,,,,,,,,,,,,,,,
21,10,1,18.717,+4.187,+0.014,944.2,1,Vector Sport,LMP2,,,Oreca 07 - Gibson,G,87023,6154,3,5626,256,188,,,VECTOR SPORT,,Michael,SHERATON,S,,,,492,188,,01:00:00,None,Dan,GATRELL,G,,,,1878,154,,01:00:00,None,Luke,KENDALL,P,,,,11470,32,,01:00:00,None,,,,,,,,,,,,,,,,,,,
22,19,1,18.753,+4.223,+0.036,942.4,1,Team Virage,LMP2 Pro/Am,,,Oreca 07 - Gibson,G,87029,5892,4172,5626,256,181,,,TEAM VIRAGE,,Roy,HINGSTON,B,,,,582,188,,01:00:00,None,Javi,DAVILA,G,,,,204,188,,01:00:00,None,Fabio,PANI,P,,,,1876,32,,01:00:00,None,,,,,,,,,,,,,,,,,,,
23,83,1,18.770,+4.240,+0.017,941.5,1,AF Corse,LMP2 Pro/Am,,,Oreca 07 - Gibson,G,87056,16,4172,5626,256,119,,,AF CORSE,,Federico,ZANNONI,B,,,,260,70,,01:00:00,None,Domenico,CAPUANO,G,,,,7798,70,,01:00:00,None,Christophe,JACQUOT,P,,,,9837,119,,01:00:00,None,,,,,,,,,,,,,,,,,,,
24,24,1,18.787,+4.257,+0.017,940.7,1,Nielsen Racing,LMP2 Pro/Am,,,Oreca 07 - Gibson,G,87034,5670,4172,5626,256,188,,,NIELSEN RACING,,Jack,NICHOLLS,B,,,,1536,66,,01:00:00,None,Kaleb,VIEIRA,G,,,,8474,188,,01:00:00,None,Ed,TAYLOR,P,,,,11448,64,,01:00:00,None,,,,,,,,,,,,,,,,,,,
25,47,1,18.843,+4.313,+0.056,937.9,1,COOL Racing,LMP2,,,Oreca 07 - Gibson,G,87045,5790,3,5626,256,219,,,COOL RACING,,Lucas,CHAFFARD,S,,,,11281,232,,01:00:00,None,Arnaud,DESPONT,G,,,,10000,17,,01:00:00,None,Anthony,GRUTER,P,,,,11447,57,,01:00:00,None,,,,,,,,,,,,,,,,,,,
26,43,1,19.227,+4.697,+0.384,919.1,1,Inter Europol Competition,LMP2,,,Oreca 07 - Gibson,G,87044,402,3,5626,256,181,,,INTER EUROPOL,,Petronium,SANTOZ,S,,,,10425,151,,01:00:00,None,Kristof,PINDELLA,G,,,,10868,70,,01:00:00,None,Witek,KORNECKI,G,,,,1352,70,,01:00:00,None,,,,,,,,,,,,,,,,,,,
27,17,1,19.457,+4.927,+0.230,908.3,1,COOL Racing,LMP3,,,Ligier JS P320 - Nissan,M,87028,5790,6,5981,258,219,,,COOL RACING,,Quentin,MARGOLLIET,B,,,,9850,184,,01:45:00,None,Mahé,ROCHARD,S,,,,10073,219,,00:40:00,None,Théo,MAGNO,S,,,,10888,184,,00:40:00,None,,,,,,,,,,,,,,,,,,,
28,21,1,19.733,+5.203,+0.276,895.6,1,United Autosports,LMP2 Pro/Am,,,Oreca 07 - Gibson,G,87031,532,4172,5626,256,188,,,UNITED,,Ollie,HANSON,B,,,,9601,32,,01:00:00,None,Miquel,PINO,G,,,,815,188,,01:00:00,None,Stu,HALL,P,,,,93,188,,01:00:00,None,,,,,,,,,,,,,,,,,,,
29,5,1,20.040,+5.510,+0.307,881.9,1,RLR M Sport,LMP3,,,Ligier JS P320 - Nissan,M,87020,530,6,5981,258,188,,,RLR,,Scott,MCGARRITY,B,,,,8852,40,,01:45:00,None,Ben,KENDALL,S,,,,10863,40,,00:40:00,None,Stephane,LAIRD,S,,,,10510,188,,00:40:00,None,,,,,,,,,,,,,,,,,,,
30,27,1,20.177,+5.647,+0.137,875.9,1,Nielsen Racing,LMP2,,,Oreca 07 - Gibson,G,87036,5670,3,5626,256,188,,,NIELSEN RACING,,Freddy,DOHERTY,S,,,,11046,57,,01:00:00,None,Jack,NORMAN,S,,,,10281,188,,01:00:00,None,Carlos,CARDOSO,P,,,,1882,188,,01:00:00,None,,,,,,,,,,,,,,,,,,,
31,60,1,20.460,+5.930,+0.283,863.8,1,Proton Competition,LMGT3,,,Porsche 911 GT3 R LMGT3,G,87051,45,4179,6250,4368,5,,,PROTON,,Miguel Angel,ESCRIBANO,B,,,,8812,219,,01:30:00,None,Marc,SANCHEZ,S,,,,338,119,,00:45:00,None,Pierre,HEINZE,G,,,,9192,70,,00:40:00,01:15:00,,,,,,,,,,,,,,,,,,,
