POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,8,11,1:50.628,-,-,159.7,11,DL Racing,Supersport GT,,ST,Lamborghini Super Trofeo EVO2,,,,,,,,,,,,Niccolò,LOIA,,,ITA,,,,,,,Alessio,SCAUZILLO,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,12,11,1:50.683,+0.055,+0.055,159.7,11,ZRS Motorsport,Supersport GT,,992 Cup,Porsche 911 Cup 992,,,,,,,,,,,,Pierluigi,MOSCONE,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9,10,1:51.339,+0.711,+0.656,158.7,11,Team Malucelli,Supersport GT,,992 Cup,Porsche 911 Cup 992,,,,,,,,,,,,Francesco,TURZO,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,5,1:51.940,+1.312,+0.601,157.9,7,ZRS Motorsport,Supersport GT,,991 Cup,Porsche 911 Cup 991 Gen2,,,,,,,,,,,,Riccardo,DE BELLIS,,,ITA,,,,,,,Francesco,GUIDI,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,10,11,1:52.022,+1.394,+0.082,157.8,11,ZRS Motorsport,Supersport GT,,992 Cup,Porsche 911 Cup 992,,,,,,,,,,,,Nicola,FRANZOSO,,,ITA,,,,,,,Walter,PUGLIESE,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,21,4,1:52.991,+2.363,+0.969,156.4,9,DL Racing,Supersport GT,,ST,Lamborghini Super Trofeo EVO2,,,,,,,,,,,,Alessio Calogero,SALVAGGIO,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,27,5,1:53.214,+2.586,+0.223,156.1,10,GDL,Supersport GT,,992 Cup,Porsche 911 Cup 992,,,,,,,,,,,,Pierluigi,VERONESI,,,ITA,,,,,,,Gian Piero,CRISTONI,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,44,5,1:53.532,+2.904,+0.318,155.7,6,PS Performance,Supersport GT,,992 Cup,Porsche 911 Cup 992,,,,,,,,,,,,Filippo,RADDINO,,,ITA,,,,,,,Alfredo,FRANCESCHI,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,48,11,1:53.753,+3.125,+0.221,155.4,11,DL Racing,Supersport GT,,ST,Lamborghini Super Trofeo EVO2,,,,,,,,,,,,Cristian,BORTOLATO,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,76,11,1:54.116,+3.488,+0.363,154.9,11,Autorlando Sport,XGT4,,GT4,Porsche Cayman GT4 718 RS Clubsport,,,,,,,,,,,,Tomas Machado,GUEDES,,,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,7,11,1:54.160,+3.532,+0.044,154.8,11,C.Z. Bassano Racing Team,XGT4,,GT4,Mercedes AMG GT4,,,,,,,,,,,,Manuel,LASAGNI,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,62,5,1:54.393,+3.765,+0.233,154.5,5,Promodrive,XGT4,,GT4,BMW M4 GT4,,,,,,,,,,,,Benjamin,SYLVESTERSSON,,,FIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,19,4,1:54.669,+4.041,+0.276,154.1,11,Lema Racing,XGT4,,GT4,Mercedes AMG GT4,,,,,,,,,,,,Mark,KASTELIC,,,SLO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,50,11,1:54.777,+4.149,+0.108,154.0,11,DL Racing,Supersport GT,,ST,Lamborghini Super Trofeo EVO2,,,,,,,,,,,,Marco,SANTANOCITA,,,ITA,,,,,,,Matteo,MARULLA,,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
