POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,28,1,15.370,-,-,149.8,1,IDEC Sport,LMP2,,,Oreca 07 - Gibson,G,87037,522,3,5626,256,70,,,IDEC SPORT,,Loris,CHAGNY,S,,,,10420,13,,01:00:00,None,Vivien,MORICET,G,,,,10416,70,,01:00:00,None,Sébastien,ROGARD,G,,,,8984,178,,01:00:00,None,,,,,,,,,,,,,,,,,,,
2,85,1,15.527,+0.157,+0.157,138.2,1,Iron Dames,LMGT3,,,Porsche 911 GT3 R LMGT3,G,87057,6158,4179,6250,4368,119,,,IRON DAMES,,Hector,LAHUERTA,B,,,,1191,23,,01:30:00,None,Julian,KLEIN,S,,,,1143,219,,00:45:00,None,Michael,RIED,G,,,,9343,57,,00:40:00,01:15:00,,,,,,,,,,,,,,,,,,,
3,50,1,15.773,+0.403,+0.246,120.4,1,Formula Racing,LMGT3,,,Ferrari 296 LMGT3,G,87046,112,4179,6245,3,57,,,FORMULA RACING,,Emanuele,SBARAINI,B,,,,418,57,,01:30:00,None,Daniel,PRANIO,S,,,,10866,57,,00:45:00,None,Mickael,FONTAINE,P,,,,9432,57,,00:40:00,01:15:00,,,,,,,,,,,,,,,,,,,
4,30,1,15.803,+0.433,+0.030,118.3,1,Duqueine Team,LMP2,,,Oreca 07 - Gibson,G,87039,5981,3,5626,256,70,,,DUQUEINE,,Mickaël,DUTERQUE,S,,,,11252,178,,01:00:00,None,Quentin,FAUCONNIER,G,,,,9342,70,,01:00:00,None,Gwendal,ROUVE,G,,,,8384,16,,01:00:00,None,,,,,,,,,,,,,,,,,,,
5,37,1,16.330,+0.960,+0.527,082.2,1,COOL Racing,LMP2,,,Oreca 07 - Gibson,G,87043,5790,3,5626,256,219,,,COOL RACING,,Quentin,BARRATIER,S,,,,11246,64,,01:00:00,None,Pierre-Vincent,MAIRE,G,,,,9610,57,,01:00:00,None,Jéremy,POIROT,G,,,,313,70,,01:00:00,None,,,,,,,,,,,,,,,,,,,
6,63,1,16.383,+1.013,+0.053,078.7,1,Iron Lynx,LMGT3,,,Lamborghini Huracan LMGT3 Evo2,G,87052,5979,4179,6247,4366,119,,,IRON LYNX,,Lassi,VIRTANEN,B,,,,1950,121,,01:30:00,None,Thomas,KYRIAKIDES,S,,,,9876,251,,00:45:00,None,Andrea,SILETTA,P,,,,8182,154,,00:40:00,01:15:00,,,,,,,,,,,,,,,,,,,
7,97,1,16.480,+1.110,+0.097,072.4,1,Grid Motorsport by TF,LMGT3,,,Aston Martin Vantage AMR LMGT3,G,87060,6368,4179,6242,260,188,,,GRID M'SPORT TF,,Jordan,CROOK,B,,,,10878,212,,01:30:00,None,Sophie,BULL,S,,,,10851,188,,00:45:00,None,Max,ESTEVE,P,,,,194,188,,00:40:00,01:15:00,,,,,,,,,,,,,,,,,,,
8,35,1,16.827,+1.457,+0.347,050.2,1,Ultimate,LMP3,,,Ligier JS P320 - Nissan,M,87042,390,6,5981,258,70,,,ULTIMATE,,Matthias,AUBRY,B,,,,11556,70,,01:45:00,None,Thibaud,DASTE,S,,,,1628,70,,00:40:00,None,Quentin,MAILHE,S,,,,37,70,,00:40:00,None,,,,,,,,,,,,,,,,,,,
9,17,1,17.403,+2.033,+0.576,015.5,1,COOL Racing,LMP3,,,Ligier JS P320 - Nissan,M,87028,5790,6,5981,258,219,,,COOL RACING,,Quentin,MARGOLLIET,B,,,,9850,184,,01:45:00,None,Mahé,ROCHARD,S,,,,10073,219,,00:40:00,None,Théo,MAGNO,S,,,,10888,184,,00:40:00,None,,,,,,,,,,,,,,,,,,,
10,12,1,18.460,+3.090,+1.057,957.3,1,WTM by Rinaldi Racing,LMP3,,,Duqueine M30 - D08 - Nissan,M,87025,6287,6,5979,4408,5,,,WTM BY RINALDI,,Calvin,KOCHEMS,B,,,,10077,5,,01:45:00,None,Borja,LASQUIBAR,S,,,,9872,5,,00:40:00,None,Maxim,MATHIES,S,,,,10655,46,,00:40:00,None,,,,,,,,,,,,,,,,,,,
